"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6805567","Keratinization","7/28","131/4352",1.33232872992817e-05,0.0022516355535786,0.00210367694199184,"KRTAP10-8/KRT31/LOC100653049/KRTAP1-1/KRTAP6-2/KRTAP1-3/KRTAP5-9",7
