"pubmedID","num_inter","n_proteins","methods"
"17464283","6","8","pull down"
"11432776","2","3","pull down"
"12935900","1","2","anti tag coimmunoprecipitation"
"12151104","1","2","anti tag coimmunoprecipitation"
"12446846","1","2","two hybrid"
"10791955","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,pull down"
"11152647","1","2","anti tag coimmunoprecipitation"
"17476305","7","5","anti bait coimmunoprecipitation,fluorescence microscopy,two hybrid"
"17491593","2","3","molecular sieving"
"17557114","1","2","anti tag coimmunoprecipitation,imaging technique,pull down"
"16148043","3","3","anti tag coimmunoprecipitation"
"17525734","4","4","anti bait coimmunoprecipitation"
"17476304","3","4","anti bait coimmunoprecipitation"
"17525732","1","2","anti bait coimmunoprecipitation"
"16683188","2","3","pull down,two hybrid"
"14739602","2","3","pull down"
"17525735","6","5","anti bait coimmunoprecipitation"
"17541404","2","3","pull down"
"17557076","7","8","anti bait coimmunoprecipitation"
"17586502","1","1","protein kinase assay"
"17644091","3","3","fluorescence microscopy"
"12011449","1","2","pull down"
"14657239","2","3","anti bait coimmunoprecipitation"
"17624330","6","7","anti bait coimmunoprecipitation"
"17693260","4","4","confocal microscopy"
"11169732","2","3","anti bait coimmunoprecipitation,pull down,two hybrid"
"17603046","1","1","protein kinase assay"
"17785206","2","3","anti bait coimmunoprecipitation"
"9809973","1","2","anti bait coimmunoprecipitation"
"9580671","1","2","anti bait coimmunoprecipitation,two hybrid"
"16630562","2","3","anti tag coimmunoprecipitation,confocal microscopy"
"16221674","1","2","anti tag coimmunoprecipitation"
"10669747","2","2","anti tag coimmunoprecipitation,pull down"
"17557078","2","3","cross linking study"
"17568776","4","4","anti bait coimmunoprecipitation"
"17568778","7","7","anti tag coimmunoprecipitation"
"17681274","4","4","fluorescence microscopy"
"17719543","7","6","enzymatic study"
"17581631","1","2","anti tag coimmunoprecipitation"
"17581638","4","4","anti tag coimmunoprecipitation"
"17599063","3","4","pull down"
"17803912","1","2","molecular sieving"
"17662718","12","6","two hybrid"
"17719540","4","5","anti bait coimmunoprecipitation"
"17727679","1","2","anti bait coimmunoprecipitation"
"15695390","1","2","anti bait coimmunoprecipitation,confocal microscopy"
"11448933","1","1","anti tag coimmunoprecipitation"
"16951195","4","3","anti bait coimmunoprecipitation"
"16204054","1","2","confocal microscopy"
"16567647","3","4","anti tag coimmunoprecipitation"
"15687260","3","4","anti tag coimmunoprecipitation"
"15064403","1","2","two hybrid"
"16600381","1","2","two hybrid"
"17875722","2","3","anti tag coimmunoprecipitation,enzyme linked immunosorbent assay,pull down"
"17493635","5","3","anti tag coimmunoprecipitation"
"17803907","2","3","anti bait coimmunoprecipitation"
"17719541","2","3","anti bait coimmunoprecipitation"
"17581628","4","4","pull down"
"17689535","2","3","anti bait coimmunoprecipitation"
"10662555","1","2","two hybrid"
"15520167","2","3","anti tag coimmunoprecipitation,two hybrid"
"15935327","2","3","pull down"
"17332742","104","104","affinity chromatography technology"
"17909018","3","5","anti bait coimmunoprecipitation"
"17511879","3","4","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"17620405","1","2","anti tag coimmunoprecipitation"
"15855171","1","2","anti bait coimmunoprecipitation"
"17909037","1","2","anti bait coimmunoprecipitation"
"17629495","2","2","molecular sieving,pull down"
"17823614","1","1","electron microscopy,molecular sieving"
"17721439","3","4","surface plasmon resonance"
"17721440","1","2","x ray crystallography"
"17721441","1","2","fluorescence microscopy"
"17923090","10","8","anti bait coimmunoprecipitation"
"17599065","1","2","anti tag coimmunoprecipitation"
"17599067","11","10","pull down"
"15294869","1","2","two hybrid"
"9588209","1","2","anti bait coimmunoprecipitation"
"11058119","3","4","two hybrid"
"17641689","8","9","two hybrid"
"17934516","3","3","anti bait coimmunoprecipitation"
"17928403","1","2","anti bait coimmunoprecipitation"
"15799966","41","16","pull down"
"16762630","1","2","anti tag coimmunoprecipitation,pull down,two hybrid"
"17956732","6","6","pull down"
"17719542","1","2","anti bait coimmunoprecipitation"
"14685242","6","6","anti bait coimmunoprecipitation"
"17893151","1","2","anti bait coimmunoprecipitation"
"17936559","5","5","anti bait coimmunoprecipitation"
"12032852","2","3","anti bait coimmunoprecipitation"
"17627277","1","2","fluorescent resonance energy transfer"
"9520446","5","4","protein kinase assay"
"10733566","2","4","anti tag coimmunoprecipitation,protein kinase assay"
"16365431","5","5","anti tag coimmunoprecipitation"
"17703188","1","2","nuclear magnetic resonance,surface plasmon resonance"
"17577629","2","3","anti tag coimmunoprecipitation"
"17981115","3","6","enzyme linked immunosorbent assay"
"17956729","5","4","anti tag coimmunoprecipitation"
"17707375","1","2","cosedimentation"
"17673209","1","2","anti bait coimmunoprecipitation"
"17581635","1","2","pull down"
"17660747","2","2","cosedimentation in solution,molecular sieving"
"17673910","1","2","surface plasmon resonance"
"17717529","2","3","fluorescence microscopy"
"18025262","1","2","two hybrid"
"17641687","1","2","fluorescence microscopy"
"17673908","1","2","fluorescence microscopy"
"17855368","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"17690688","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,pull down"
"17703191","5","5","anti tag coimmunoprecipitation"
"14517282","1","2","fluorescence microscopy"
"17690686","2","3","pull down"
"11112409","5","6","two hybrid"
"11495919","3","3","anti bait coimmunoprecipitation"
"12529400","3","4","anti bait coimmunoprecipitation"
"17884155","2","3","anti bait coimmunoprecipitation"
"14557665","1","2","fluorescence microscopy"
"14612908","1","2","anti bait coimmunoprecipitation"
"18022362","2","4","anti tag coimmunoprecipitation"
"15364927","2","3","anti tag coimmunoprecipitation"
"18022363","2","3","anti bait coimmunoprecipitation"
"18022367","2","2","pull down"
"18022368","1","2","pull down"
"18001824","10","8","confocal microscopy"
"7664335","2","3","anti tag coimmunoprecipitation"
"18001825","12","9","fluorescence microscopy"
"17719545","1","2","anti bait coimmunoprecipitation"
"18045535","3","4","anti bait coimmunoprecipitation"
"18045539","1","2","protein kinase assay"
"17588663","1","2","anti bait coimmunoprecipitation,protein kinase assay,two hybrid"
"12730857","2","3","protein kinase assay"
"17216128","1","2","anti tag coimmunoprecipitation,fluorescence microscopy,two hybrid"
"17960875","2","3","protein kinase assay"
"11030144","3","4","pull down"
"11564868","1","2","pull down,two hybrid"
"17967441","1","2","anti bait coimmunoprecipitation"
"18083097","1","1","circular dichroism,cosedimentation"
"18083104","7","8","anti tag coimmunoprecipitation"
"18056989","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,confocal microscopy,pull down,two hybrid"
"12757932","1","2","two hybrid"
"18201571","8","7","anti bait coimmunoprecipitation"
"15665853","2","3","fluorescence microscopy"
"17785205","1","2","anti bait coimmunoprecipitation"
"8626665","3","3","pull down"
"7724559","3","3","pull down"
"17474147","952","327","peptide array"
"17887956","1","2","anti bait coimmunoprecipitation"
"17991437","1","2","two hybrid"
"18160036","6","7","affinity chromatography technology"
"18056116","1","2","anti bait coimmunoprecipitation"
"17657516","8","6","anti tag coimmunoprecipitation"
"17702749","1","2","anti tag coimmunoprecipitation,two hybrid"
"18064632","3","4","cosedimentation"
"17882263","2","3","anti bait coimmunoprecipitation"
"18296487","1","2","solid phase assay"
"17932509","286","194","anti tag coimmunoprecipitation"
"16760425","4","5","two hybrid"
"18160040","1","1","molecular sieving"
"18188704","1","2","anti tag coimmunoprecipitation"
"18165900","2","3","anti bait coimmunoprecipitation,two hybrid"
"17762861","1","2","electron microscopy"
"17762865","1","2","anti tag coimmunoprecipitation"
"16643855","1","2","anti tag coimmunoprecipitation"
"14701753","1","2","anti bait coimmunoprecipitation"
"11323411","1","2","far western blotting"
"14665621","5","5","anti bait coimmunoprecipitation"
"17284441","3","3","anti bait coimmunoprecipitation"
"17853893","18","14","two hybrid"
"16893902","5","5","anti tag coimmunoprecipitation"
"7527391","1","2","isothermal titration calorimetry,surface plasmon resonance"
"7773779","1","2","nuclear magnetic resonance"
"8940013","2","3","surface plasmon resonance"
"15090612","6","7","anti tag coimmunoprecipitation"
"15962011","4","4","anti bait coimmunoprecipitation"
"16043515","1","2","anti bait coimmunoprecipitation"
"16164598","1","2","pull down"
"12177062","3","4","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"18325344","1","2","anti bait coimmunoprecipitation,two hybrid"
"9447984","2","3","pull down,two hybrid"
"14653779","2","3","anti bait coimmunoprecipitation"
"15169888","6","5","pull down"
"17805346","2","3","anti tag coimmunoprecipitation,fluorescence microscopy"
"17853892","3","4","pull down"
"12595760","1","2","two hybrid"
"unassigned85","4","4","fluorescent resonance energy transfer"
"12864730","2","3","reverse two hybrid"
"17932487","1","2","pull down"
"10727209","4","5","two hybrid"
"17932490","1","2","anti bait coimmunoprecipitation"
"18164686","3","3","fluorescence microscopy"
"18201573","2","2","surface plasmon resonance"
"18206651","1","2","surface plasmon resonance"
"17914462","2","3","anti tag coimmunoprecipitation,enzymatic study"
"17932483","1","2","fluorescence microscopy,pull down,two hybrid"
"18154733","6","6","protease assay"
"18201567","6","7","anti bait coimmunoprecipitation,fluorescence microscopy"
"17803994","2","3","far western blotting"
"17948026","53","18","anti bait coimmunoprecipitation,two hybrid"
"18064046","3","4","anti tag coimmunoprecipitation"
"18097573","1","2","protein kinase assay"
"17948050","8","8","anti bait coimmunoprecipitation"
"17962809","4","5","anti tag coimmunoprecipitation"
"17962812","1","2","anti bait coimmunoprecipitation,fluorescence microscopy"
"17962804","7","6","anti bait coimmunoprecipitation"
"17972916","3","4","pull down"
"15526038","1","2","pull down,x ray crystallography"
"18200045","6","7","isothermal titration calorimetry"
"18256700","1","2","anti tag coimmunoprecipitation"
"15350535","2","3","anti bait coimmunoprecipitation"
"17620599","399","308","anti tag coimmunoprecipitation"
"18212739","2","3","anti bait coimmunoprecipitation"
"18046454","1","2","pull down"
"18046459","1","2","surface plasmon resonance"
"18059477","1","1","circular dichroism,light scattering,molecular sieving,x ray crystallography"
"18255255","56","28","two hybrid"
"10866661","1","2","anti tag coimmunoprecipitation"
"17955473","32","33","pull down"
"17979178","101","85","tandem affinity purification"
"18243101","6","5","isothermal titration calorimetry"
"18243103","3","3","affinity chromatography technology"
"18243099","3","4","pull down"
"18316612","2","3","anti bait coimmunoprecipitation"
"16061848","1","2","anti bait coimmunoprecipitation"
"17535814","2","3","fluorescence microscopy"
"14623880","1","2","cosedimentation through density gradient"
"11577348","2","2","protein kinase assay"
"18242510","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"18313049","5","5","enzymatic study"
"18328427","4","5","anti bait coimmunoprecipitation"
"17891176","2","3","fluorescence microscopy"
"18329367","2","2","electron microscopy,fluorescence microscopy"
"18332867","1","2","anti bait coimmunoprecipitation"
"17728244","1","2","anti tag coimmunoprecipitation"
"16809346","1","2","anti bait coimmunoprecipitation"
"18344519","1","2","two hybrid"
"10918185","1","2","anti bait coimmunoprecipitation"
"16888242","2","3","anti tag coimmunoprecipitation"
"16132846","1","2","two hybrid"
"15451437","4","5","two hybrid"
"16183855","1","2","two hybrid"
"11606059","1","2","anti bait coimmunoprecipitation"
"10498867","6","6","two hybrid"
"18242179","1","2","pull down"
"18243143","2","3","competition binding"
"18329368","2","3","anti tag coimmunoprecipitation"
"18275857","10","9","enzymatic study"
"18339839","3","4","anti bait coimmunoprecipitation"
"18157088","63","34","two hybrid"
"18200042","1","2","anti tag coimmunoprecipitation"
"18219272","2","3","anti bait coimmunoprecipitation"
"18239683","1","1","pull down"
"18307994","2","3","pull down"
"18331838","1","2","anti bait coimmunoprecipitation"
"18303029","5","4","anti bait coimmunoprecipitation"
"17965023","1","2","pull down"
"17936276","2","3","anti tag coimmunoprecipitation"
"18256687","9","8","pull down"
"15677333","1","2","anti tag coimmunoprecipitation"
"18239682","4","4","x ray crystallography"
"18239685","6","5","anti tag coimmunoprecipitation"
"10801826","6","7","anti bait coimmunoprecipitation"
"18329369","6","7","anti bait coimmunoprecipitation"
"17986458","15","16","two hybrid"
"18394558","1","2","anti bait coimmunoprecipitation"
"18230339","1","2","anti bait coimmunoprecipitation,two hybrid"
"18029035","6","6","pull down,two hybrid"
"17668322","2","2","anti bait coimmunoprecipitation,cross linking study"
"18245485","1","2","anti bait coimmunoprecipitation"
"18250306","1","2","gtpase assay"
"18408765","3","3","protein kinase assay"
"17196169","4","5","confocal microscopy"
"9824680","4","5","two hybrid"
"17983804","3","3","anti bait coimmunoprecipitation"
"10915743","7","7","two hybrid"
"11156409","2","2","anti tag coimmunoprecipitation,two hybrid"
"11461834","3","4","two hybrid"
"18420585","5","5","anti bait coimmunoprecipitation,cosedimentation through density gradient"
"15378002","1","2","anti tag coimmunoprecipitation"
"18286207","10","7","pull down"
"17709393","4","5","anti bait coimmunoprecipitation,molecular sieving"
"18093972","1","2","anti bait coimmunoprecipitation"
"18194455","2","3","enzymatic study,two hybrid"
"18256688","8","7","anti tag coimmunoprecipitation"
"18273061","10","11","anti tag coimmunoprecipitation"
"18486612","2","3","protein kinase assay"
"18486613","6","7","anti bait coimmunoprecipitation,two hybrid"
"18239684","4","5","anti tag coimmunoprecipitation"
"18273062","1","2","fluorescent resonance energy transfer"
"18309294","3","4","anti bait coimmunoprecipitation"
"18309296","4","4","anti bait coimmunoprecipitation"
"15296760","1","2","two hybrid"
"18274552","70","71","tandem affinity purification"
"18202719","1","2","anti tag coimmunoprecipitation"
"18259216","9","10","anti tag coimmunoprecipitation"
"18358808","6","4","anti tag coimmunoprecipitation"
"18455122","1","2","anti bait coimmunoprecipitation"
"19156129","317","197","anti tag coimmunoprecipitation"
"18344974","3","4","protein kinase assay"
"18292755","2","3","pull down"
"18323857","6","6","anti tag coimmunoprecipitation"
"18519035","1","2","two hybrid"
"18394993","1","2","anti bait coimmunoprecipitation"
"18369366","2","3","anti bait coimmunoprecipitation"
"18404153","3","4","pull down"
"18519039","3","3","anti bait coimmunoprecipitation"
"18309292","1","2","fluorescence technology"
"18354501","2","3","pull down"
"17092940","4","5","anti bait coimmunoprecipitation"
"17158449","1","2","anti bait coimmunoprecipitation"
"18337750","1","2","two hybrid"
"18423201","14","10","anti bait coimmunoprecipitation"
"17202144","1","2","anti bait coimmunoprecipitation"
"18423202","11","12","anti tag coimmunoprecipitation"
"18519038","2","3","nuclear magnetic resonance"
"18337751","11","11","biochemical"
"18519037","2","3","anti tag coimmunoprecipitation"
"18539148","1","2","pull down"
"17237231","1","2","anti tag coimmunoprecipitation"
"18538669","2","3","surface plasmon resonance"
"18538670","1","2","pull down"
"18485876","2","3","anti bait coimmunoprecipitation"
"18539146","1","2","pull down"
"17255097","1","2","x ray crystallography"
"18347058","2","3","anti bait coimmunoprecipitation"
"18570893","1","2","classical fluorescence spectroscopy,pull down"
"18588884","10","8","fluorescence polarization spectroscopy"
"14764652","2","3","two hybrid"
"16193067","6","3","anti tag coimmunoprecipitation"
"17298945","1","2","nuclear magnetic resonance"
"17289665","1","2","pull down"
"18588880","1","2","pull down"
"15016378","10","9","anti bait coimmunoprecipitation"
"18369319","1","2","anti bait coimmunoprecipitation"
"18354498","2","3","anti tag coimmunoprecipitation,pull down"
"18451879","11","8","anti tag coimmunoprecipitation"
"18504434","1","2","two hybrid"
"16275660","12","15","filter binding,pull down"
"18518979","1","2","pull down"
"18388957","4","5","anti bait coimmunoprecipitation,pull down"
"18369315","1","2","pull down"
"18388856","1","2","fluorescence microscopy"
"18485875","5","6","anti tag coimmunoprecipitation"
"10327051","4","4","coimmunoprecipitation"
"1328865","1","2","coimmunoprecipitation"
"1334459","1","2","coimmunoprecipitation"
"17074758","1","2","coimmunoprecipitation"
"10779361","3","4","coimmunoprecipitation"
"15518812","2","2","two hybrid"
"17666013","1","2","coimmunoprecipitation"
"18483487","6","4","anti bait coimmunoprecipitation"
"16611888","1","2","coimmunoprecipitation"
"16840345","3","4","pull down"
"12620801","2","2","pull down"
"12730668","1","2","anti tag coimmunoprecipitation"
"18418388","2","3","anti tag coimmunoprecipitation"
"10075709","2","3","far western blotting"
"10078207","5","4","anti tag coimmunoprecipitation"
"10220385","11","9","anti tag coimmunoprecipitation"
"10373431","18","12","anti bait coimmunoprecipitation"
"17329248","1","2","pull down,two hybrid"
"9603525","13","9","anti bait coimmunoprecipitation"
"9674425","16","14","anti bait coimmunoprecipitation"
"8663349","2","3","pull down"
"8684459","2","3","anti bait coimmunoprecipitation"
"18555783","5","6","anti bait coimmunoprecipitation"
"10477523","8","6","anti bait coimmunoprecipitation"
"12874027","1","2","anti tag coimmunoprecipitation"
"15044383","7","5","anti bait coimmunoprecipitation"
"17565979","6","5","pull down"
"10196247","3","4","pull down"
"12489984","5","6","pull down"
"15782130","3","3","anti bait coimmunoprecipitation"
"18585350","1","1","comigration in non denaturing gel electrophoresis"
"18585351","5","5","pull down"
"8944023","2","2","anti bait coimmunoprecipitation"
"9528852","1","2","anti bait coimmunoprecipitation"
"17711851","1","2","pull down"
"18692052","1","2","anti tag coimmunoprecipitation,pull down"
"1961752","1","2","comigration in gel electrophoresis"
"18598942","2","3","anti bait coimmunoprecipitation"
"11278976","1","2","pull down,two hybrid"
"18675809","1","2","x ray crystallography"
"18086875","4","5","anti tag coimmunoprecipitation"
"18692475","7","14","two hybrid pooling approach"
"18656471","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,fluorescence microscopy"
"18671972","12","12","anti tag coimmunoprecipitation"
"18675810","1","1","x ray crystallography"
"18675812","1","1","bioluminescence resonance energy transfer"
"18675813","6","5","protein kinase assay"
"11018023","5","5","two hybrid"
"18617507","6","5","pull down"
"19103756","2","3","pull down"
"15105425","1","2","protein kinase assay"
"15542844","2","3","anti bait coimmunoprecipitation,confocal microscopy"
"18457437","22","23","tandem affinity purification"
"16611247","1","2","coimmunoprecipitation"
"9168958","2","3","pull down,two hybrid"
"18005740","3","4","fluorescence technology"
"16439990","2","2","coimmunoprecipitation"
"9431994","1","2","anti bait coimmunoprecipitation,competition binding,protein kinase assay"
"18598946","2","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"18692051","1","2","anti tag coimmunoprecipitation"
"18485870","3","4","chromatin immunoprecipitation assay"
"9016654","1","2","two hybrid"
"17632056","3","4","anti tag coimmunoprecipitation"
"9811458","1","2","two hybrid"
"11739404","2","3","anti tag coimmunoprecipitation,pull down"
"11836499","2","3","anti bait coimmunoprecipitation"
"11877377","2","3","anti bait coimmunoprecipitation,protein kinase assay"
"12080051","1","2","anti tag coimmunoprecipitation,confocal microscopy,pull down,two hybrid"
"10664463","1","2","pull down"
"18067272","2","3","anti tag coimmunoprecipitation"
"18775701","1","2","anti bait coimmunoprecipitation"
"18789323","2","3","fluorescence activated cell sorting"
"19293187","7","8","tandem affinity purification"
"18662541","4","5","anti tag coimmunoprecipitation"
"18000879","52","22","two hybrid"
"18805418","1","1","circular dichroism,classical fluorescence spectroscopy,light scattering"
"18804107","2","3","fluorescence microscopy"
"18677096","1","2","anti bait coimmunoprecipitation,two hybrid"
"15761952","4","5","tandem affinity purification"
"10504338","3","4","two hybrid"
"11527412","1","2","pull down,two hybrid"
"18692472","4","5","anti bait coimmunoprecipitation"
"9756887","2","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,pull down"
"18451878","2","3","anti bait coimmunoprecipitation"
"18497746","1","2","fluorescence microscopy"
"18511940","3","4","fluorescence technology"
"18535624","1","2","anti tag coimmunoprecipitation"
"18781224","1","2","anti bait coimmunoprecipitation"
"18692470","4","4","cosedimentation"
"18772192","3","3","cosedimentation"
"10393177","1","2","protein kinase assay"
"15107855","2","3","anti tag coimmunoprecipitation"
"18418385","18","13","biochemical"
"18418389","4","4","fluorescence microscopy"
"18822289","1","1","saturation binding,surface plasmon resonance"
"9600099","2","3","protein kinase assay"
"18470881","1","2","pull down"
"18724935","1","2","anti tag coimmunoprecipitation"
"18583933","3","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"18649364","2","2","confocal microscopy"
"12799422","2","3","anti bait coimmunoprecipitation"
"10660596","1","2","coimmunoprecipitation"
"17197020","1","2","anti tag coimmunoprecipitation,bimolecular fluorescence complementation,phosphatase assay"
"15588987","1","2","phosphatase assay"
"15821101","2","3","phosphatase assay"
"15866871","2","3","coimmunoprecipitation"
"15894168","1","2","anti tag coimmunoprecipitation,bimolecular fluorescence complementation,phosphatase assay"
"15976035","1","2","bioluminescence resonance energy transfer"
"16388599","1","2","phosphatase assay"
"16537444","3","4","phosphatase assay"
"11970898","2","3","phosphatase assay"
"7514173","1","2","phosphatase assay"
"7539106","2","3","phosphatase assay"
"7693694","1","2","pull down"
"16926280","2","3","bioluminescence resonance energy transfer"
"12634852","1","2","anti bait coimmunoprecipitation,bioluminescence resonance energy transfer"
"9355745","2","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,protein kinase assay"
"8940099","1","2","phosphatase assay"
"9418872","1","2","filter binding"
"9566916","1","2","anti tag coimmunoprecipitation,phosphatase assay,pull down"
"18503751","1","2","anti bait coimmunoprecipitation,confocal microscopy,pull down"
"18480843","2","3","anti tag coimmunoprecipitation"
"18511904","1","2","anti tag coimmunoprecipitation"
"18775313","120","55","anti tag coimmunoprecipitation"
"9790924","1","2","anti bait coimmunoprecipitation,two hybrid"
"9647778","4","5","two hybrid"
"16769727","5","6","anti tag coimmunoprecipitation"
"18186651","11","8","anti tag coimmunoprecipitation"
"18775314","2","3","pull down"
"17553790","3","4","pull down"
"18805096","1","2","pull down"
"18930054","4","4","anti bait coimmunoprecipitation"
"18805092","20","14","enzymatic study"
"18485871","2","3","anti tag coimmunoprecipitation"
"14521924","3","3","anti bait coimmunoprecipitation"
"12393858","1","2","protein kinase assay,pull down,two hybrid"
"18948102","2","3","anti tag coimmunoprecipitation"
"17922164","5","6","two hybrid"
"9223340","2","3","anti bait coimmunoprecipitation"
"18854160","4","4","anti bait coimmunoprecipitation"
"18632581","1","2","anti tag coimmunoprecipitation"
"11390979","1","2","two hybrid"
"12857726","2","3","coimmunoprecipitation,cosedimentation,phosphatase assay,pull down"
"14527337","1","2","coimmunoprecipitation,phosphatase assay,pull down"
"17092689","3","4","bimolecular fluorescence complementation"
"10889023","1","2","phosphatase assay"
"17481567","1","2","phosphatase assay"
"11007774","1","2","phosphatase assay"
"11163213","1","2","phosphatase assay"
"17974954","1","2","phosphatase assay"
"16115959","2","3","anti bait coimmunoprecipitation"
"18387954","1","2","pull down"
"11506178","2","2","phosphatase assay,protein kinase assay"
"11579209","2","3","coimmunoprecipitation,phosphatase assay"
"11694501","2","3","coimmunoprecipitation"
"12176037","5","6","coimmunoprecipitation,cosedimentation through density gradient"
"12237455","6","7","filter binding"
"9407132","3","4","protease assay"
"8999839","2","3","coimmunoprecipitation"
"8615784","1","2","coimmunoprecipitation,cosedimentation"
"9050838","1","2","anti tag coimmunoprecipitation,fluorescence microscopy"
"16510448","9","6","pull down"
"18996119","1","2","nuclear magnetic resonance"
"16000169","3","3","two hybrid"
"10480872","2","3","protein kinase assay"
"19013155","1","1","bimolecular fluorescence complementation"
"19013156","3","4","surface plasmon resonance"
"19026643","4","5","anti bait coimmunoprecipitation"
"19027008","1","2","two hybrid"
"18272596","5","5","pull down"
"19013461","1","2","anti bait coimmunoprecipitation"
"10903846","1","2","anti bait coimmunoprecipitation"
"18377426","20","21","tandem affinity purification"
"19026640","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,pull down"
"17452450","16","11","anti tag coimmunoprecipitation"
"18511908","6","7","anti bait coimmunoprecipitation"
"18579758","2","3","anti bait coimmunoprecipitation"
"9867828","1","2","two hybrid"
"10611319","2","3","pull down"
"18566585","1","2","x ray crystallography"
"18656546","3","4","anti bait coimmunoprecipitation"
"18511905","4","5","pull down"
"18984158","19","19","anti tag coimmunoprecipitation"
"18984161","28","12","molecular sieving"
"17416557","2","3","phosphatase assay"
"18566590","11","7","anti bait coimmunoprecipitation"
"19059246","2","3","surface plasmon resonance"
"19059247","3","3","anti tag coimmunoprecipitation"
"18984162","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"16480949","1","2","anti bait coimmunoprecipitation,two hybrid"
"16446437","4","3","protein kinase assay"
"19059241","1","2","anti bait coimmunoprecipitation,pull down,two hybrid"
"18624398","198","177","two hybrid"
"14722096","3","3","fluorescence microscopy"
"17711858","10","9","pull down"
"19071123","6","7","pull down"
"18772112","4","4","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"17403676","4","4","anti tag coimmunoprecipitation"
"12223483","6","6","two hybrid"
"18548008","5","6","anti tag coimmunoprecipitation"
"18688255","5","4","anti tag coimmunoprecipitation"
"18688256","2","3","pull down"
"19063885","1","2","anti tag coimmunoprecipitation"
"19071119","4","5","anti bait coimmunoprecipitation"
"18196517","1","2","peptide array"
"18449195","3","4","anti bait coimmunoprecipitation"
"15358149","4","3","pull down"
"19070619","1","2","anti bait coimmunoprecipitation,pull down"
"19084525","3","4","anti tag coimmunoprecipitation"
"9404514","1","2","x ray scattering"
"18688254","1","2","anti tag coimmunoprecipitation"
"19041750","2","3","anti bait coimmunoprecipitation"
"19041755","5","5","confocal microscopy"
"18835031","6","6","anti tag coimmunoprecipitation"
"19101556","4","5","pull down"
"18387811","2","3","anti tag coimmunoprecipitation"
"10602478","2","2","two hybrid"
"18660753","4","5","anti tag coimmunoprecipitation"
"19111546","1","2","nuclear magnetic resonance"
"11919189","2","3","enzyme linked immunosorbent assay,pull down,two hybrid"
"17314099","6","6","pull down"
"18617892","3","4","anti bait coimmunoprecipitation"
"18636086","7","6","anti tag coimmunoprecipitation"
"18660751","1","2","enzymatic study"
"18660752","3","3","anti tag coimmunoprecipitation"
"19116150","3","3","fluorescence microscopy"
"19062087","1","1","fluorescent resonance energy transfer,molecular sieving"
"14568990","2","3","coimmunoprecipitation"
"18583988","8","6","pull down"
"9020117","7","7","pull down"
"11796522","2","3","pull down"
"18833288","2","3","protein kinase assay"
"9593725","5","6","pull down"
"19146857","2","3","anti tag coimmunoprecipitation"
"19690564","302","114","two hybrid array"
"19109891","3","4","pull down"
"18930710","1","2","two hybrid"
"14627543","1","2","anti tag coimmunoprecipitation,two hybrid,two hybrid pooling approach"
"19166854","5","6","protein kinase assay"
"19166840","3","4","anti bait coimmunoprecipitation"
"19166851","2","3","anti tag coimmunoprecipitation"
"19174163","5","6","anti tag coimmunoprecipitation"
"19171140","1","2","surface plasmon resonance"
"19183553","1","2","anti bait coimmunoprecipitation"
"12007189","2","3","two hybrid"
"12660241","3","4","anti bait coimmunoprecipitation"
"15798197","4","5","anti tag coimmunoprecipitation"
"9712853","1","2","pull down,two hybrid"
"17349791","8","9","anti bait coimmunoprecipitation"
"17112726","18","8","anti bait coimmunoprecipitation"
"19109893","2","3","pull down,x ray crystallography"
"19135889","1","2","anti bait coimmunoprecipitation"
"19135894","5","5","anti bait coimmunoprecipitation"
"18850631","27","28","filter binding"
"17012248","1","2","anti tag coimmunoprecipitation"
"16740636","2","3","anti bait coimmunoprecipitation"
"19222999","3","4","pull down"
"19302785","19","12","pull down"
"19135897","2","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,cosedimentation in solution"
"18636090","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,pull down"
"18583960","2","3","protein kinase assay"
"19135240","82","83","anti tag coimmunoprecipitation"
"19167329","1","2","anti bait coimmunoprecipitation"
"18566587","5","5","anti bait coimmunoprecipitation"
"18596699","2","3","anti tag coimmunoprecipitation,fluorescence technology"
"19233177","1","2","anti tag coimmunoprecipitation"
"19167335","178","47","phosphatase assay"
"19245811","4","5","anti bait coimmunoprecipitation"
"18583959","3","4","anti tag coimmunoprecipitation"
"12716909","2","3","two hybrid"
"19203578","2","3","confocal microscopy"
"19203580","2","3","molecular sieving,nuclear magnetic resonance,surface plasmon resonance"
