"pubmedID","num_inter","n_proteins","methods"
"24963139","6","4","proximity ligation assay"
"25613181","3","3","blue native page"
"25180228","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"25535246","6","6","pull down"
"25425574","1","2","cosedimentation through density gradient"
"25239945","9","6","anti tag coimmunoprecipitation"
"25923214","1","2","protein kinase assay"
"11971877","2","3","two hybrid"
"25609694","2","4","anti bait coimmunoprecipitation"
"26752685","307","308","anti tag coimmunoprecipitation"
"25609649","3282","1958","tandem affinity purification"
"25467444","9","10","anti tag coimmunoprecipitation"
"24625804","3","3","pull down"
"21905166","1","2","anti tag coimmunoprecipitation"
"9405152","1","2","affinity chromatography technology"
"24407287","21","22","anti bait coimmunoprecipitation"
"22978549","1","2","anti tag coimmunoprecipitation"
"24983867","1","1","anti tag coimmunoprecipitation"
"25011391","1","2","anti bait coimmunoprecipitation,confocal microscopy,proximity ligation assay"
"25732184","2","2","proximity ligation assay"
"25490155","8","5","electron microscopy"
"25471590","2","3","pull down"
"23935490","1","2","anti tag coimmunoprecipitation"
"12527804","1","2","anti bait coimmunoprecipitation"
"8663494","3","3","anti bait coimmunoprecipitation"
"20335166","1","2","pull down"
"25680527","1","2","pull down"
"25728276","1","2","anti tag coimmunoprecipitation,fluorescence microscopy"
"21062745","5","6","tandem affinity purification"
"25062958","1","2","anti bait coimmunoprecipitation"
"24344202","2","3","anti tag coimmunoprecipitation"
"20819940","1","2","anti bait coimmunoprecipitation"
"25525879","106","107","anti tag coimmunoprecipitation"
"24863880","1","2","anti bait coimmunoprecipitation"
"12163176","1","2","far western blotting"
"17462627","2","3","pull down"
"22555292","20","21","pull down"
"24344204","330","112","anti tag coimmunoprecipitation"
"23369981","1","2","anti tag coimmunoprecipitation"
"16516408","1","2","two hybrid"
"25225338","3","4","reverse ras recruitment system"
"25594178","17","15","anti bait coimmunoprecipitation"
"18787122","2","4","pull down"
"24396067","1","2","anti bait coimmunoprecipitation"
"24396070","3","4","anti tag coimmunoprecipitation"
"25796184","1","2","fluorescence microscopy"
"24421395","10","11","anti bait coimmunoprecipitation"
"24421388","11","8","anti bait coimmunoprecipitation"
"24396066","10","7","pull down"
"24421387","2","3","anti tag coimmunoprecipitation"
"26212323","26","27","anti bait coimmunoprecipitation"
"20102225","134","33","peptide array"
"24349490","5","6","anti tag coimmunoprecipitation"
"21569246","9","10","two hybrid"
"25687571","5","6","anti bait coimmunoprecipitation"
"23233753","1","2","fluorescent resonance energy transfer"
"17699613","2","2","cosedimentation in solution,surface plasmon resonance"
"25465800","2","2","fluorescent resonance energy transfer"
"24722188","264","231","two hybrid array"
"24492964","1","2","anti bait coimmunoprecipitation"
"24515439","6","4","fluorescence microscopy"
"24449765","2","3","anti bait coimmunoprecipitation"
"24449766","1","2","anti tag coimmunoprecipitation"
"24849286","6","6","anti tag coimmunoprecipitation"
"25697406","2","3","proximity ligation assay"
"25816751","3","3","pull down"
"11382755","5","4","anti bait coimmunoprecipitation"
"25820252","26","26","two hybrid"
"25783203","4","5","anti tag coimmunoprecipitation"
"25819436","4","4","anti tag coimmunoprecipitation"
"25445562","5","6","fluorescence microscopy,pull down"
"25775403","9","10","two hybrid"
"25670079","7","8","anti tag coimmunoprecipitation"
"25600339","2","3","anti tag coimmunoprecipitation"
"25759021","2","3","anti tag coimmunoprecipitation"
"25759022","3","4","protein kinase assay"
"15021905","2","3","anti tag coimmunoprecipitation,pull down"
"25012180","3","3","anti bait coimmunoprecipitation"
"24448823","2","3","ubiquitin reconstruction"
"20371771","3","2","bimolecular fluorescence complementation"
"22135285","3","3","static light scattering"
"25653167","1","2","anti bait coimmunoprecipitation"
"25402006","22","15","pull down"
"24550003","6","6","fluorescence microscopy"
"25873175","1","2","anti bait coimmunoprecipitation,proximity ligation assay"
"25873176","4","5","anti bait coimmunoprecipitation"
"25843002","5","5","pull down"
"21278383","3","3","pull down"
"20123966","1","2","pull down,two hybrid"
"20308323","9","10","anti tag coimmunoprecipitation"
"26190107","4","5","avexis"
"16452482","3","4","anti bait coimmunoprecipitation"
"19666007","5","5","anti tag coimmunoprecipitation"
"21804599","5","4","filter binding"
"21986499","3","4","anti bait coimmunoprecipitation"
"26028330","73","47","anti tag coimmunoprecipitation"
"26004684","4","5","fluorescence polarization spectroscopy"
"19369418","53","47","anti bait coimmunoprecipitation"
"26496610","14250","4275","anti tag coimmunoprecipitation"
"25266290","10","8","confocal microscopy"
"17761535","2","2","pull down"
"18674540","4","4","fluorescent resonance energy transfer"
"1730602","3","4","anti bait coimmunoprecipitation"
"24785657","9","7","anti tag coimmunoprecipitation"
"24997988","8","9","anti tag coimmunoprecipitation"
"19029251","4","4","anti bait coimmunoprecipitation"
"20547845","3","3","surface plasmon resonance"
"22684479","1","2","anti bait coimmunoprecipitation"
"21699783","6","7","anti bait coimmunoprecipitation,two hybrid"
"25096571","1","2","anti tag coimmunoprecipitation"
"15753091","1","2","anti tag coimmunoprecipitation"
"15752768","2","2","two hybrid"
"23918659","3","4","two hybrid"
"24554770","8","8","anti tag coimmunoprecipitation"
"24321096","1","2","pull down"
"24759103","1","2","anti tag coimmunoprecipitation"
"18335997","3","3","surface plasmon resonance"
"15028672","1","2","anti tag coimmunoprecipitation"
"24965446","4","5","fluorescence microscopy"
"23853094","2","2","protein kinase assay"
"23396208","1","2","anti bait coimmunoprecipitation"
"16339967","2","3","far western blotting"
"12023369","5","4","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"25193665","1","2","cosedimentation in solution"
"22087277","3","3","surface plasmon resonance"
"15084259","5","5","anti tag coimmunoprecipitation"
"24210660","1","1","electron microscopy,light scattering"
"18922799","1","2","anti tag coimmunoprecipitation,pull down,two hybrid"
"16595675","3","4","anti tag coimmunoprecipitation"
"26121039","1","1","molecular sieving,x ray crystallography"
"24843023","2","4","fluorescence microscopy"
"25675114","1","2","anti bait coimmunoprecipitation"
"24474694","1","2","surface plasmon resonance"
"unassigned1271","8","8","pull down"
"23303669","3","3","confocal microscopy"
"24944246","2","3","anti tag coimmunoprecipitation,pull down"
"23661684","4","4","ribonuclease assay"
"18421166","1","2","x ray crystallography"
"23505436","2","2","x ray crystallography"
"24983211","2","2","classical fluorescence spectroscopy,fluorescence microscopy,transmission electron microscopy"
"15014079","2","3","anti bait coimmunoprecipitation"
"17803946","3","3","anti bait coimmunoprecipitation"
"19088080","2","3","anti tag coimmunoprecipitation"
"23316280","3","3","anti bait coimmunoprecipitation"
"25170085","1","2","anti bait coimmunoprecipitation"
"23973223","4","5","anti tag coimmunoprecipitation"
"17377532","1","2","anti bait coimmunoprecipitation"
"12429738","4","5","enzyme linked immunosorbent assay,far western blotting"
"24816561","17","16","anti bait coimmunoprecipitation"
"16116092","2","2","atomic force microscopy"
"17392525","4","5","pull down"
"25616961","4","5","two hybrid"
"18160478","1","1","enzyme linked immunosorbent assay"
"15120653","6","4","enzyme linked immunosorbent assay"
"12611891","41","42","anti bait coimmunoprecipitation"
"10816381","2","3","anti bait coimmunoprecipitation"
"20812334","1","2","cleavage assay"
"25218441","1","2","anti bait coimmunoprecipitation"
"18354202","1","2","two hybrid"
"18368049","1","2","anti tag coimmunoprecipitation"
"25911380","7","8","pull down"
"19126643","2","3","two hybrid"
"26638075","5331","1811","proximity dependent biotin identification"
"26058080","49","50","proximity dependent biotin identification"
"26112604","1","2","fluorescence microscopy"
"25957047","1","2","anti bait coimmunoprecipitation"
"26099433","1","1","anti tag coimmunoprecipitation"
"28851898","2","3","anti bait coimmunoprecipitation"
"26514267","274","243","two hybrid"
"26183205","1","2","pull down"
"26172506","1","2","pull down"
"23871208","1","2","anti bait coimmunoprecipitation"
"26213366","2","3","anti tag coimmunoprecipitation"
"26112605","1","2","anti tag coimmunoprecipitation"
"25712342","2","3","anti bait coimmunoprecipitation"
"26226427","1","2","pull down"
"23543754","3","3","anti tag coimmunoprecipitation"
"12513909","5","5","surface plasmon resonance"
"9343261","1","2","two hybrid"
"17064675","1","2","lexa b complementation,pull down"
"15356101","1","2","pull down,two hybrid"
"16182284","1","2","anti tag coimmunoprecipitation"
"10101009","1","2","enzyme linked immunosorbent assay,pull down"
"9153228","2","3","enzyme linked immunosorbent assay"
"18802093","4","5","anti tag coimmunoprecipitation"
"21576267","23","24","anti tag coimmunoprecipitation"
"21044950","613","332","bimolecular fluorescence complementation"
"23235460","5","4","anti tag coimmunoprecipitation"
"24443581","1","2","isothermal titration calorimetry"
"20231852","2","3","pull down"
"16205630","1","2","anti bait coimmunoprecipitation"
"23892143","1","2","anti bait coimmunoprecipitation"
"16203728","2","3","anti tag coimmunoprecipitation"
"26221972","4","4","surface plasmon resonance"
"27040869","1","2","anti bait coimmunoprecipitation,fluorescence microscopy,pull down"
"26318859","1","2","nuclear magnetic resonance"
"26342861","2","3","surface plasmon resonance"
"25962847","5","6","anti bait coimmunoprecipitation"
"26391640","3","3","molecular sieving"
"26450775","1","2","anti bait coimmunoprecipitation"
"26358295","2","4","cross linking study"
"19497856","1","2","molecular sieving"
"25616068","2","3","anti tag coimmunoprecipitation"
"21775436","5","3","atomic force microscopy"
"22493499","11","7","anti tag coimmunoprecipitation"
"16423824","3","3","anti bait coimmunoprecipitation"
"1542691","2","3","anti bait coimmunoprecipitation"
"26869104","3","3","anti bait coimmunoprecipitation"
"21343306","31","24","anti tag coimmunoprecipitation"
"22232704","2","3","electron microscopy,x ray crystallography"
"20869947","65","66","tandem affinity purification"
"25920683","137","138","anti tag coimmunoprecipitation"
"26175413","2","3","anti bait coimmunoprecipitation"
"26120082","5","5","fluorescent resonance energy transfer"
"26175416","3","5","anti bait coimmunoprecipitation"
"26267534","2","3","anti tag coimmunoprecipitation"
"26267535","2","3","anti bait coimmunoprecipitation"
"26267536","2","3","nuclear magnetic resonance,surface plasmon resonance"
"26267537","2","3","anti bait coimmunoprecipitation"
"26373281","2","3","anti tag coimmunoprecipitation"
"23055042","9","9","anti tag coimmunoprecipitation"
"26481148","4","4","solid phase assay"
"26197342","3","2","pull down"
"26526615","1","2","anti bait coimmunoprecipitation"
"26492563","12","13","anti bait coimmunoprecipitation"
"20934432","1","2","x ray crystallography"
"26496226","5","5","pull down"
"24642916","18","15","surface plasmon resonance"
"26526611","1","1","surface plasmon resonance"
"27334688","1","2","anti bait coimmunoprecipitation"
"26554815","1","1","comigration in gel electrophoresis"
"16002700","2","2","comigration in non denaturing gel electrophoresis,fluorescence activated cell sorting"
"14698205","1","2","surface plasmon resonance"
"26627825","1","2","anti bait coimmunoprecipitation"
"25753001","3","4","anti tag coimmunoprecipitation"
"15615705","3","3","aggregation assay"
"14684751","1","2","homogeneous time resolved fluorescence"
"24218572","12","10","lexa b complementation"
"22345554","1","2","anti bait coimmunoprecipitation"
"19833092","3","4","pull down"
"15084261","2","3","anti bait coimmunoprecipitation"
"24275656","1","1","x ray crystallography"
"25742138","5","6","anti bait coimmunoprecipitation"
"22155231","1","1","split luciferase complementation"
"23051622","5","4","surface plasmon resonance"
"25714926","1","2","anti bait coimmunoprecipitation"
"16730941","101","58","two hybrid"
"27142060","27","28","anti tag coimmunoprecipitation"
"26766587","2","3","anti bait coimmunoprecipitation"
"26766589","3","4","pull down"
"26766590","3","4","anti bait coimmunoprecipitation"
"16856878","4","6","two hybrid"
"25926267","1","2","anti bait coimmunoprecipitation,fluorescence microscopy"
"23150577","1","2","anti tag coimmunoprecipitation"
"19028676","1","1","molecular sieving"
"11956183","1","1","circular dichroism"
"19318355","2","3","enzyme linked immunosorbent assay"
"25286301","2","3","anti bait coimmunoprecipitation"
"23178491","56","56","tandem affinity purification"
"26871637","377","346","two hybrid array,two hybrid prey pooling approach,validated two hybrid"
"18216018","18","11","pull down"
"17500065","43","17","anti bait coimmunoprecipitation"
"26748711","4","5","protein kinase assay"
"26816005","187","176","pull down"
"26859456","1","2","anti bait coimmunoprecipitation"
"26859459","2","3","anti tag coimmunoprecipitation"
"23161582","1","2","anti tag coimmunoprecipitation"
"26763134","1","2","enzymatic study"
"17925232","13","6","anti bait coimmunoprecipitation"
"9473338","1","2","anti bait coimmunoprecipitation,far western blotting,fluorescence microscopy"
"26787466","4","5","anti tag coimmunoprecipitation"
"14641107","2","4","anti bait coimmunoprecipitation"
"27107012","678","381","barcode fusion genetics two hybrid"
"22184064","11","12","two hybrid"
"16391387","2","3","far western blotting,fluorescence microscopy"
"22130794","1","2","anti bait coimmunoprecipitation"
"22269951","1","2","anti bait coimmunoprecipitation"
"16227597","2","2","anti bait coimmunoprecipitation"
"12740381","2","3","two hybrid"
"19561609","5","5","solid phase assay"
"12968035","3","5","pull down"
"23236378","14","12","anti tag coimmunoprecipitation"
"12045258","5","6","two hybrid"
"12444019","2","3","pull down"
"21493626","1","2","confocal microscopy"
"22570476","1","2","anti bait coimmunoprecipitation"
"21184734","3","2","bioluminescence resonance energy transfer"
"18976966","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"20704562","1","2","anti tag coimmunoprecipitation"
"26567527","2","2","anti tag coimmunoprecipitation"
"26157780","1","2","pull down"
"16301216","3","4","anti tag coimmunoprecipitation,fluorescence microscopy,two hybrid"
"19597335","5","4","anti bait coimmunoprecipitation"
"26711270","9","9","anti bait coimmunoprecipitation"
"23880345","2","3","anti bait coimmunoprecipitation"
"27173435","1162","799","tandem affinity purification"
"21957239","2","2","fluorescent resonance energy transfer"
"26954549","1","2","oxidoreductase assay"
"25864644","1","2","anti bait coimmunoprecipitation"
"26790640","3","4","anti bait coimmunoprecipitation"
"18775332","5","6","molecular sieving"
"26787460","17","18","phage display"
"24550280","78","69","phage display"
"26514574","1","1","molecular sieving"
"26849035","1","1","ion mobility mass spectrometry of complexes,transmission electron microscopy"
"26919541","2","3","isothermal titration calorimetry"
"26977878","2","3","anti tag coimmunoprecipitation"
"26977879","2","3","anti bait coimmunoprecipitation"
"26977884","7","8","anti tag coimmunoprecipitation"
"26977885","1","2","anti bait coimmunoprecipitation"
"12121420","1","1","two hybrid"
"26226295","1","2","anti tag coimmunoprecipitation,fluorescence microscopy"
"16721056","2","3","anti tag coimmunoprecipitation"
"26865059","1","1","classical fluorescence spectroscopy,dynamic light scattering,infrared spectroscopy,transmission electron microscopy"
"26977880","2","3","yeast display"
"27070702","8","6","anti bait coimmunoprecipitation"
"27291054","231","157","pull down"
"1747115","1","2","solid phase assay"
"16980585","12","9","anti tag coimmunoprecipitation"
"26418745","4","4","anti tag coimmunoprecipitation"
"22528498","8","6","anti tag coimmunoprecipitation"
"16243292","1","2","two hybrid"
"20926826","2","3","enzyme linked immunosorbent assay"
"18694559","11","11","two hybrid"
"19372599","1","1","fluorescent resonance energy transfer,pull down"
"26592460","4","5","pull down"
"17258210","10","6","mammalian protein protein interaction trap"
"23219551","2","3","anti tag coimmunoprecipitation"
"22529269","5","4","anti tag coimmunoprecipitation"
"27044744","9","10","surface plasmon resonance"
"17804407","3","4","anti bait coimmunoprecipitation"
"26545777","13","14","anti tag coimmunoprecipitation"
"26675238","1","2","confocal microscopy"
"27194810","16","15","two hybrid array"
"24025447","2","3","luminescence based mammalian interactome mapping"
"19357398","1","2","anti bait coimmunoprecipitation"
"24501198","3","4","surface plasmon resonance"
"18586671","8","9","enzyme linked immunosorbent assay"
"24005673","3","4","surface plasmon resonance"
"22267482","3","3","enzyme linked immunosorbent assay"
"21490156","2","3","surface plasmon resonance"
"19050261","2","3","enzyme linked immunosorbent assay"
"19632990","6","7","enzyme linked immunosorbent assay"
"18042364","4","3","solid phase assay"
"27150039","1","2","proximity ligation assay"
"15207618","1","2","anti bait coimmunoprecipitation"
"25552655","21","12","anti tag coimmunoprecipitation"
"23446637","1","2","anti tag coimmunoprecipitation"
"18723859","2","2","anti tag coimmunoprecipitation"
"26936822","1","2","anti tag coimmunoprecipitation"
"10187771","1","1","anti tag coimmunoprecipitation"
"20363749","2","2","molecular sieving"
"19805618","4","3","affinity chromatography technology"
"27015882","8","6","anti tag coimmunoprecipitation"
"27059175","2","3","anti tag coimmunoprecipitation"
"10655480","1","2","affinity chromatography technology,anti bait coimmunoprecipitation"
"17371836","1","2","anti tag coimmunoprecipitation"
"26824392","63","47","anti tag coimmunoprecipitation"
"25789606","13","10","protein kinase assay"
"26644512","4","4","anti tag coimmunoprecipitation"
"15640247","4","5","anti tag coimmunoprecipitation"
"26879394","1","2","cosedimentation,fluorescence microscopy"
"27059931","2","3","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation"
"26879157","3","3","electron microscopy,infrared spectroscopy,x ray crystallography"
"20664800","2","3","pull down"
"18614045","12","9","anti bait coimmunoprecipitation"
"32296183","46676","7668","two hybrid array,two hybrid prey pooling approach"
"27098453","1","2","anti tag coimmunoprecipitation"
"22654112","1","2","anti tag coimmunoprecipitation"
"11738041","2","3","fluorescence polarization spectroscopy,x ray crystallography"
"27001024","1","1","protein kinase assay"
"10481074","6","6","protein kinase assay"
"15661758","3","4","anti tag coimmunoprecipitation"
"27238082","3","4","anti bait coimmunoprecipitation"
"27265506","3","4","gdp/gtp exchange assay"
"21256133","1","2","bioluminescence resonance energy transfer,confocal microscopy"
"14609955","5","4","anti tag coimmunoprecipitation"
"26290419","2","2","anti tag coimmunoprecipitation"
"27357661","2","2","cross linking study"
"27314038","1","2","protein kinase assay"
"27273569","1","2","anti tag coimmunoprecipitation,confocal microscopy"
"27013965","2","2","two hybrid"
"21199867","1","2","x ray crystallography"
"25681634","5","6","bimolecular fluorescence complementation"
"23602807","3","3","fluorescence polarization spectroscopy"
"26275350","21","21","two hybrid"
"24457100","7","5","anti bait coimmunoprecipitation"
"25331875","4","5","phosphotransferase assay"
"20026052","1","2","protease assay"
"9516124","4","4","anti bait coimmunoprecipitation"
"28611246","1","2","anti tag coimmunoprecipitation"
"26559832","1","2","anti tag coimmunoprecipitation"
"unassigned1312","4882","1314","inference by socio affinity scoring"
"16339905","2","3","two hybrid"
"17289582","21","15","anti bait coimmunoprecipitation"
"27478939","21","22","affinity chromatography technology"
"17510365","43","34","tandem affinity purification"
"15205937","3","3","filter binding"
"19683501","10","8","pull down"
"20489164","4","5","pull down"
"27599036","1","2","anti tag coimmunoprecipitation,enzymatic study,pull down"
"10791967","1","2","fluorescence microscopy,pull down"
"27189942","4","4","two hybrid"
"25839164","1","2","anti bait coimmunoprecipitation"
"25216046","49","50","anti tag coimmunoprecipitation"
"15020713","3","4","two hybrid"
"27505670","61","46","tandem affinity purification"
"27451907","2","3","anti tag coimmunoprecipitation"
"27505672","7","7","protein kinase assay"
"19864458","4","5","pull down"
"27478041","2","3","protein kinase assay"
"27505673","4","4","anti bait coimmunoprecipitation"
"16698036","1","2","x ray crystallography"
"22582013","47","48","protein kinase assay"
"11756452","8","7","pull down"
"25910212","598","540","two hybrid array,validated two hybrid"
"21775429","11","8","amplified luminescent proximity homogeneous assay"
"11854298","1","2","two hybrid"
"27086836","1","2","anti bait coimmunoprecipitation"
"27152988","8","8","electron microscopy"
"27185910","1","2","anti bait coimmunoprecipitation"
"24584089","3","4","anti bait coimmunoprecipitation"
"27622334","1","2","anti bait coimmunoprecipitation,proximity ligation assay"
"27569582","26","26","anti tag coimmunoprecipitation"
"27728805","7","6","anti bait coimmunoprecipitation"
"27728806","2","3","anti tag coimmunoprecipitation"
"27728808","9","8","anti bait coimmunoprecipitation"
"12612073","2","3","anti bait coimmunoprecipitation,two hybrid"
"22396492","1","2","anti bait coimmunoprecipitation,chromatin immunoprecipitation assay"
"26153859","14","10","cross linking study"
"21610090","1","2","anti tag coimmunoprecipitation,confocal microscopy"
"12672823","1","2","anti bait coimmunoprecipitation"
"22366786","3","3","anti tag coimmunoprecipitation"
"27332895","5","4","anti tag coimmunoprecipitation"
"25588830","7","5","anti tag coimmunoprecipitation"
"27214791","3","5","pull down,two hybrid"
"23571214","1","2","pull down"
"27178753","1","2","anti bait coimmunoprecipitation"
"21346195","6","6","anti tag coimmunoprecipitation"
"27314904","1","2","surface plasmon resonance"
"24172987","1","2","pull down"
"23007647","2","3","affinity chromatography technology"
"24245804","1","2","anti bait coimmunoprecipitation"
"21957124","1","2","anti tag coimmunoprecipitation"
"26941067","3","4","pull down"
"27092946","3","3","lambda repressor two hybrid"
"26551460","2","3","surface plasmon resonance"
"17599059","1","2","pull down"
"17145773","8","5","gdp/gtp exchange assay"
"21572041","1","2","surface plasmon resonance"
"25081058","3","4","anti tag coimmunoprecipitation"
"24807708","3","3","anti tag coimmunoprecipitation"
"22045669","1","2","confocal microscopy,fluorescent resonance energy transfer"
"25147208","1","2","isothermal titration calorimetry"
"21423803","2","3","anti bait coimmunoprecipitation"
"19557502","1","2","anti tag coimmunoprecipitation"
"25865883","2","2","anti tag coimmunoprecipitation"
"28178521","25","14","anti tag coimmunoprecipitation"
"26812398","1","1","anti bait coimmunoprecipitation,confocal microscopy"
"15561711","2","3","anti bait coimmunoprecipitation"
"11773029","2","2","two hybrid"
"22164283","1","2","pull down"
"10947987","1","2","pull down,two hybrid"
"25285302","1","2","anti bait coimmunoprecipitation"
"20674861","1","2","anti tag coimmunoprecipitation,pull down"
"27940359","1","2","anti tag coimmunoprecipitation,fluorescence microscopy,pull down,two hybrid"
"28580172","1","2","pull down"
"19940036","1","2","anti tag coimmunoprecipitation,two hybrid"
"25512528","1","2","protease assay"
"25136068","1","2","confocal microscopy"
"19666841","1","2","pull down"
"12543801","1","2","pull down"
"26091039","13","14","protein kinase assay"
"23022380","135","127","tandem affinity purification"
"23640500","1","2","enzyme linked immunosorbent assay,nuclear magnetic resonance"
"20037584","7","6","pull down"
"9625766","1","2","anti bait coimmunoprecipitation"
"19858347","5","5","affinity chromatography technology"
"22916032","7","8","tandem affinity purification"
"28436967","25","26","pull down"
"18322206","2","3","affinity chromatography technology"
"24428437","2","3","solid phase assay"
"28007913","213","214","anti bait coimmunoprecipitation"
"26728129","9","5","anti tag coimmunoprecipitation"
"27824081","2","3","anti tag coimmunoprecipitation"
"23263864","6","6","anti bait coimmunoprecipitation"
"22802649","8","5","surface plasmon resonance"
"28137891","2","2","anti tag coimmunoprecipitation"
"25605870","5","4","anti bait coimmunoprecipitation"
"25277106","1","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,confocal microscopy"
"25006247","3","2","pull down"
"24219289","3","3","pull down"
"15775968","1","2","anti bait coimmunoprecipitation,pull down,two hybrid"
"10523667","5","6","surface plasmon resonance"
"20701745","5","7","pull down"
"28380382","687","683","anti bait coimmunoprecipitation"
"27528609","19","20","pull down"
"23145062","9","10","two hybrid"
"11051545","4","5","anti bait coimmunoprecipitation"
"19029303","27","28","anti tag coimmunoprecipitation"
"26769854","5","6","affinity chromatography technology"
"19564354","1","2","solid phase assay,surface plasmon resonance"
"26340423","16","11","cross linking study"
"15785774","1","2","anti tag coimmunoprecipitation"
"28018340","3","4","enzyme linked immunosorbent assay"
"25637025","2","3","pull down"
"18083576","8","6","surface plasmon resonance"
"26439010","1","2","anti bait coimmunoprecipitation"
"22759634","4","5","anti tag coimmunoprecipitation"
"28330616","933","573","pull down"
"27226626","1","2","anti tag coimmunoprecipitation,enzyme linked immunosorbent assay"
"15941852","5","6","two hybrid"
"28228557","1","2","solid phase assay"
"17964261","4","3","pull down"
"11602640","2","3","anti bait coimmunoprecipitation"
"11489943","7","6","anti bait coimmunoprecipitation"
"10049942","2","4","anti bait coimmunoprecipitation"
"27086506","457","437","anti tag coimmunoprecipitation"
"27344019","7","8","pull down"
"26749241","8","6","anti tag coimmunoprecipitation"
"28445460","4","5","anti bait coimmunoprecipitation"
"18802077","4","5","anti bait coimmunoprecipitation"
"19694902","2","3","pull down"
"21422170","1","2","surface plasmon resonance,x ray crystallography"
"19528259","1","2","cross linking study,surface plasmon resonance"
"14707061","2","4","anti bait coimmunoprecipitation,two hybrid"
"22021614","1","2","enzyme linked immunosorbent assay,pull down"
"23527218","1","2","anti bait coimmunoprecipitation"
"18055229","2","2","two hybrid"
"18852879","1","2","enzyme linked immunosorbent assay"
"23958951","1","2","far western blotting"
"17056548","1","2","anti bait coimmunoprecipitation,enzyme linked immunosorbent assay,far western blotting"
"24133212","2","2","cosedimentation in solution,enzyme linked immunosorbent assay,molecular sieving"
"21552268","1","2","anti bait coimmunoprecipitation"
"30024968","35","35","anti bait coimmunoprecipitation"
"27939641","5","5","anti tag coimmunoprecipitation"
"24688028","3","3","anti bait coimmunoprecipitation"
"23346089","6","6","anti bait coimmunoprecipitation"
"22912825","2","3","pull down"
"14744866","1","2","anti bait coimmunoprecipitation,two hybrid"
"16920955","4","4","anti bait coimmunoprecipitation"
"15153464","5","5","fluorescence activated cell sorting"
"25680266","1","2","pull down"
"25168896","1","2","enzyme linked immunosorbent assay"
"26905431","2","3","affinity chromatography technology"
"18393360","1","2","anti bait coimmunoprecipitation"
"25331951","1","2","anti tag coimmunoprecipitation"
"23460737","7","6","pull down"
"28480349","1","2","fluorescence activated cell sorting"
"28325905","7","6","filter binding,surface plasmon resonance"
"28143526","1","2","anti bait coimmunoprecipitation,confocal microscopy,pull down"
"24789099","16","11","fluorescence activated cell sorting"
"24018270","17","14","surface plasmon resonance"
"28054552","2","2","anti bait coimmunoprecipitation,anti tag coimmunoprecipitation,cross linking study"
"23333834","2","3","enzyme linked immunosorbent assay"
"22664871","2","3","pull down"
"24275655","2","2","molecular sieving"
"20164429","2","3","anti bait coimmunoprecipitation"
"27649529","15","10","surface plasmon resonance"
"20483783","3","4","surface plasmon resonance"
"28348268","2","2","surface plasmon resonance"
"12853576","7","8","surface plasmon resonance"
"16455647","9","5","surface plasmon resonance"
"24899623","4","4","fluorescence activated cell sorting"
"28877994","584","578","anti bait coimmunoprecipitation"
"9892355","1","2","two hybrid"
"19438409","1","2","confocal microscopy"
"25548275","1","2","surface plasmon resonance"
"11864996","1","2","anti tag coimmunoprecipitation"
"21621563","1","2","affinity technology"
"25315772","1","2","anti bait coimmunoprecipitation"
"26948053","10","10","two hybrid"
"28106301","2","3","anti tag coimmunoprecipitation,two hybrid"
"27708164","1","2","fluorescence activated cell sorting"
"18687691","5","6","anti bait coimmunoprecipitation"
"15286705","2","3","anti bait coimmunoprecipitation"
"26465331","80","77","two hybrid"
"24606901","62","58","two hybrid"
"21189249","3","4","anti bait coimmunoprecipitation,pull down"
"28046066","2","4","anti tag coimmunoprecipitation"
"28712572","10","8","anti tag coimmunoprecipitation"
"28564608","5","3","pull down"
"28559451","5","6","surface plasmon resonance"
"28546555","5","5","affinity chromatography technology"
"28515320","3","3","surface plasmon resonance"
"27978489","3","3","surface plasmon resonance"
"23125415","6","5","anti bait coimmunoprecipitation"
"25398877","4","4","enzyme linked immunosorbent assay"
"28219245","2","2","biosensor"
"24052308","2","2","affinity chromatography technology,anti bait coimmunoprecipitation,fluorescence microscopy,pull down"
"18544572","3","4","fluorescence activated cell sorting"
"19436053","1","2","fluorescence activated cell sorting"
"19424970","2","3","fluorescence activated cell sorting"
"19658097","3","4","fluorescence activated cell sorting"
"28514442","56415","10844","anti tag coimmunoprecipitation"
"20847312","4","5","two hybrid"
"11102519","2","3","two hybrid"
"21472142","6","3","anti tag coimmunoprecipitation"
"22807449","4","4","enzyme linked immunosorbent assay,surface plasmon resonance"
"28106549","33","34","surface plasmon resonance array"
"27754869","2","3","enzyme linked immunosorbent assay,surface plasmon resonance"
"18585785","1","2","surface plasmon resonance"
"27455421","3","4","affinity technology,surface plasmon resonance"
"22802125","2","2","affinity chromatography technology,electrophoretic mobility based method"
"26929214","103","51","tandem affinity purification"
"22305495","18","19","protein array"
"27389696","1","2","surface plasmon resonance"
"10353244","1","2","x ray crystallography"
"10360578","1","2","nuclear magnetic resonance"
"10376594","1","2","molecular sieving"
"10490030","1","2","molecular sieving,x ray crystallography"
"10638746","2","3","x ray crystallography"
"10745006","1","2","molecular sieving,pull down,x ray crystallography"
