"pvalue_degree","pvalue_bait","num_inter","n_proteins","n_NA_degree","n_NA_bait"
0.01,0.65,29222,7285,0,0
0,0,39441,7690,0,0
0.01,0,30382,6683,0,0
0,0.05,75040,12245,0,0
0.02,0.11,81261,12205,0,0
0,0.54,23423,7208,0,0
0.01,0,29786,7189,0,0
0.1,0,92972,12605,0,0
0,0,28231,6492,0,0
0,0.41,28529,7477,0,0
0,0.44,29841,7490,0,0
0.41,0.87,23696,6487,0,0
0.08,0.83,22158,6901,0,0
0.13,0,37624,8279,0,0
0.25,0,28500,6907,0,0
0.87,0.4,24864,6994,0,0
0.06,0.44,29557,7760,0,0
0,0.85,86887,12655,0,0
0,0.13,18671,5374,0,0
0.16,0.01,20902,6586,0,0
0,0.41,32461,6850,0,0
0.11,0,16299,6010,0,0
0.07,0.55,31480,7213,0,0
0.1,0,25024,7335,0,0
0,0.22,28795,7941,0,0
0.05,0.71,27780,7157,0,0
0,0,25568,7186,0,0
0.21,0.36,42336,8846,0,0
0.13,0.22,38515,8312,0,0
0.02,0,79024,12212,0,0
0,0.55,28099,6896,0,0
0,0.59,38671,7820,0,0
0.02,0.02,29885,6781,0,0
0,0.99,32185,7435,0,0
0,0,28009,7715,0,0
0.28,0,29093,7513,0,0
0.57,0.09,26779,7931,0,0
0,0.81,30608,7672,0,0
0.44,0,31049,7031,0,0
0,0.05,85449,12468,0,0
0.01,0.01,78875,12753,0,0
0.02,0.29,19071,5724,0,0
0,0.92,26746,6420,0,0
0.27,0.09,94195,12453,0,0
0,0.66,82057,12479,0,0
0,0.36,89027,12571,0,0
0.36,0,39555,8475,0,0
0.05,0,32106,6910,0,0
0,0.09,78918,12844,0,0
0,0.21,29015,7944,0,0
0.01,0,21324,5931,0,0
0,0,17391,5369,0,0
0,0,23396,6837,0,0
0.38,0,16002,6089,0,0
0,0,33443,7378,0,0
0.06,0,27882,6983,0,0
0.26,0,15182,5306,0,0
0.99,0,22411,7885,0,0
0,0.08,21627,6300,0,0
0,0,24808,7228,0,0
0.24,0.02,46332,8660,0,0
0,0.21,30165,7302,0,0
0,1,85643,12932,0,0
0,0,79964,12034,0,0
0,0.43,31762,7962,0,0
0.6,0.65,28732,6826,0,0
0.01,0.18,40208,8335,0,0
0.29,0.32,30377,8255,0,0
0.03,0,22497,6245,0,0
0.22,0.19,19838,6349,0,0
0,0.14,78827,12322,0,0
0,0.02,38710,7743,0,0
0.33,0.62,23350,7225,0,0
0.05,0,33503,7338,0,0
0,0.89,36833,8164,0,3
0,0,88763,12498,0,0
0,0,72232,12648,0,0
0,0.42,79837,12719,0,0
0.76,0,38159,8357,0,0
0,0.08,31621,8556,0,0
0.05,0.01,36888,7601,0,0
0.54,0,43513,8143,0,0
0.46,0,36245,7522,0,0
0.12,0,28799,7166,0,0
0,0.57,32718,6823,0,0
0,0,32434,6963,0,0
0.01,0,89232,12562,0,0
0,0.16,77664,12309,0,0
0,0,28326,7099,0,0
0.35,0.21,38863,8604,0,0
0,0.75,27177,6984,0,0
0,0,20088,6928,0,0
0.19,0.05,36565,7621,0,0
0.67,0,13735,5929,0,0
0,0,71553,12041,0,0
0,0.86,71376,11896,0,0
0.49,0.83,22348,7606,0,0
0,0,85888,12427,0,0
0.13,0.39,90748,12849,0,0
0.29,0,90149,12792,0,0
0,0,75687,12385,0,0
0.01,0.13,29627,8226,0,0
0.03,0.68,42831,7699,0,0
0.32,0,26548,6858,0,0
0.56,0,78575,12194,0,0
0,0.37,86473,12293,0,0
0.11,0.39,31915,7569,0,0
0.06,0,18602,5925,0,0
0,0.57,33706,8231,0,0
0,0.01,31812,7436,0,0
0.15,0.23,22855,6679,0,0
0,0,81757,12404,0,0
0.69,0.09,31071,7483,0,0
0,0.04,90654,13065,0,0
0.02,0.47,32957,7586,0,0
0,0.35,94693,12928,0,0
0,0.31,93456,13124,0,0
0,0,26917,7509,0,0
0,0.01,30083,7778,0,0
0.13,0,21461,7274,0,0
0.2,0.01,26322,6977,0,0
0.03,0,31381,7763,0,0
0.19,0.96,22406,6886,0,0
0.01,0,27468,7827,0,0
0,0.59,32018,8016,0,0
0,0.01,69995,12174,0,0
0.09,0.6,23370,6925,0,0
0,0,27387,7249,0,0
0.1,0,27653,6611,0,0
0.15,0,23388,7218,0,0
0,0,37858,8013,0,0
0.34,0.8,29106,6724,0,0
0.14,0.15,37362,7973,0,0
0.58,0.03,13568,4992,0,0
0,0.01,83429,12492,0,0
0.38,0,30897,7116,0,0
0.01,0,20799,6263,0,0
0.08,0.65,23073,6346,0,0
0.02,0,15827,5337,0,0
0.05,0,38558,7832,0,0
0.95,0.09,22277,6207,0,0
0.59,0.2,26779,6834,0,0
0.01,0.07,22040,6665,0,0
0,0.97,82614,12800,0,0
0.39,0,34789,8012,0,0
0.55,0.19,18512,5897,0,0
0,0.06,85917,12582,0,0
0,0,29619,6527,0,0
0,0.07,85478,12453,0,0
0,0,32395,8141,0,0
0.55,0,88889,12398,0,0
0.05,0.97,18025,5953,0,0
0,0.8,25086,6096,0,0
0,0,37161,7832,0,0
0.34,0,31915,7752,0,0
0,0,42666,7907,0,0
0.51,0.28,25893,8117,0,0
