"pvalue_degree","pvalue_bait","num_inter","n_proteins","n_NA_degree","n_NA_bait"
0,0.61,78796,12725,0,0
0.68,0.98,21861,7152,0,0
0.09,0,87484,12945,0,0
0.04,0.51,25479,6870,0,0
0.13,0,32657,7764,0,0
0,0.16,31971,6675,0,0
0,0,85452,12379,0,0
0.01,0,22510,6717,0,0
0.06,0.02,18727,5875,0,0
0.13,0,36555,7421,0,0
0.23,0.3,29363,7596,0,0
0.18,0,76167,12137,0,0
0.53,0.8,33571,8398,0,0
0.46,0,17078,6920,0,0
0.06,0,29180,6700,0,0
0,0.14,95472,13087,0,0
0.04,0.54,36114,7642,0,0
0.3,0.78,28063,7003,0,0
0,0.08,17586,6757,0,0
0.04,0.18,40231,7927,0,0
0,0.43,37313,7731,0,0
0,0,35136,7121,0,0
0.12,0.21,31141,7758,0,0
0.07,0,33969,6846,0,0
0,0.34,77675,12330,0,0
0,0,19635,5710,0,0
0.1,0,17377,7148,0,0
0.26,0,24954,6311,0,0
0,0.71,35678,7187,0,0
0.05,0,36695,7577,0,0
0.52,0.14,19818,7726,0,0
0,0.42,33397,7786,0,0
0.74,0,30082,7013,0,0
0.01,0,23539,6199,0,0
0,0,33079,7455,0,0
0.1,0.64,29861,7329,0,0
0.11,0.72,28376,7278,0,0
0.01,0.17,80635,12808,0,0
0,0.97,29597,7281,0,0
0,0,34524,7882,0,0
0.06,0.37,26985,7401,0,0
0.03,0.02,14680,5403,0,0
0,0,91398,12995,0,0
0.93,0,14096,5276,0,0
0,0.05,37158,7474,0,0
0.27,0,32331,7297,0,0
0,0.42,97817,13071,0,0
0.23,0,14752,5568,0,0
0.01,0.11,27949,8210,0,0
0.49,0.8,21736,6862,0,0
0,0,23388,6268,0,0
0.14,0,28428,7919,0,0
0,0,23070,6532,0,0
0,0.14,80797,12600,0,0
0,0,12348,4724,0,0
0,0.03,75924,12309,0,0
0,0.24,74908,12158,0,0
0.08,0.77,30384,7573,0,0
0.09,0.88,29384,7524,0,2
0,0,77471,12812,0,0
0,0.15,20535,6633,0,0
0,0,81823,12366,0,0
0.19,0.78,19504,6625,0,0
0,0,25558,6815,0,0
0.08,0.52,40881,7473,0,0
0.02,0.02,78128,12505,0,0
0.09,0.3,26349,7579,0,0
0.01,0.5,88961,12924,0,0
0.01,0.02,24051,6446,0,0
0.03,0.04,19820,6681,0,0
0.75,0,32604,7519,0,0
0,0,20175,6315,0,0
0.17,0.09,80526,12932,0,0
0,0,15802,5208,0,0
0.1,0,34051,7971,0,0
0,0,24547,7666,0,0
0,0,22675,6049,0,0
0.49,0,21682,6277,0,0
0,0,32559,7729,0,0
0,0.1,93802,12540,0,0
0.76,0.71,33266,7653,0,0
0,0.49,39345,8508,0,0
0.23,0.79,14856,6253,0,0
0.01,0.79,37930,7742,0,0
0,0.01,94750,12595,0,0
0.2,0,26590,6684,0,0
0.05,0,28895,6871,0,0
0.42,0,28485,6806,0,0
0.05,0.18,29130,7341,0,0
0,0,90070,12661,0,0
0,0.61,89272,12566,0,0
0.06,0.63,48000,8200,0,0
0.09,0.06,76950,12203,0,0
0,0.36,38341,8163,0,0
0,0,24142,6920,0,0
0.72,0.05,12340,5573,0,0
0.3,0.57,26719,8300,0,0
0.3,0,25454,7883,0,0
0,0.55,22758,6985,0,0
0,0.62,28406,6706,0,0
0,0.36,92912,12399,0,0
0.02,0.35,21199,6392,0,0
0.16,0.19,74159,12068,0,0
0.11,0.25,30356,8263,0,0
0.51,0,11842,4752,0,0
0.01,0.61,29496,7456,0,0
0,0,92202,12769,0,0
0.36,0.33,93338,12919,0,0
0.02,0,27999,7619,0,0
0.01,0.53,43170,7218,0,0
0,NA,23196,6360,0,NA
0,0.05,82506,12417,0,0
0.29,0,30081,7652,0,0
0.05,0,30504,7141,0,0
0.27,0.34,19836,6243,0,0
0.42,0.96,26583,7227,0,0
0.68,0.39,22653,6909,0,0
0.35,0,22132,7158,0,0
0.01,0.69,74117,12129,0,0
0,0.46,26243,7380,0,0
0.22,0,26886,6181,0,0
0,0,80574,12816,0,0
0.02,0,83087,12793,0,0
0,0,22466,7246,0,0
0.02,0.08,27156,7307,0,0
0.05,0.8,26920,7259,0,0
0.05,0,33935,7413,0,0
0.25,0,29242,7001,0,0
0.37,0.4,94793,12798,0,0
0.01,0.82,27246,7432,0,0
0.03,0.17,37883,7329,0,0
0.33,0,25374,7265,0,0
0.08,0.22,27511,7260,0,0
0.05,0.5,26271,7514,0,0
0,0.75,21074,6205,0,0
0.21,0.04,25116,7143,0,0
0,0,28474,7824,0,0
0.01,0.09,76418,12188,0,0
0.25,0,21257,5647,0,0
0,0,31676,6837,0,0
0.01,0.03,40488,8086,0,0
0.1,0.02,85198,12405,0,0
0.21,0.1,33247,7483,0,0
0.06,0.95,21625,6223,0,1
0,0,32950,7569,0,0
0,0,31317,6836,0,0
0.07,0.68,22017,6728,0,0
0.01,0.32,43966,8741,0,0
0.05,0.58,21988,6678,0,0
0.03,0.5,23443,6661,0,0
0,0.69,78730,12181,0,0
0,0.94,34100,7826,0,0
0,0,22243,5866,0,0
0.43,0.34,35569,7911,0,0
0.06,0.73,53093,8950,0,0
0,0.47,21454,7375,0,0
0.51,0,27845,7319,0,0
0.13,0.09,19612,5693,0,0
0,0.32,21773,5729,0,0
0.07,0,33603,8381,0,0
0.57,0.09,30970,6753,0,0
0,0,72961,12174,0,0
0.25,0.89,34822,8070,0,0
0,0.04,73312,12384,0,0
0.09,0,33121,7891,0,0
0.2,0.01,20142,7979,0,0
0,0.51,77844,12796,0,0
0,0,98530,12989,0,0
0,0.1,84960,12349,0,0
0,0,80615,12348,0,0
0,0,25707,6187,0,0
0,0,20766,6040,0,0
0.48,0.07,33109,7632,0,0
0.03,0.46,21322,6427,0,0
0.1,0.84,18225,5168,0,0
0.05,0,35781,7686,0,0
0.01,0,19856,5849,0,0
0.09,0.37,18942,6650,0,0
0,0.38,41851,8455,0,0
0,0.12,82594,12412,0,0
0.08,0.83,29080,7376,0,0
0.01,0.6,28645,7270,0,0
0,0.04,25154,6324,0,0
0,0.01,27021,6795,0,0
0,0.01,19867,5926,0,0
0.34,0,36165,8193,0,0
0,0.58,81824,12449,0,0
0.12,0,39521,8036,0,0
0,0.37,32833,7260,0,0
0,0,88842,12396,0,0
0.01,0,24642,6417,0,0
0,0,25815,6677,0,0
0.34,0,21511,6861,0,0
0.39,0,22337,6925,0,0
0.06,0.09,15032,5174,0,0
0.18,0,10416,4517,0,0
0.06,0.85,22066,6352,0,0
0.08,0.27,41120,7893,0,0
0.02,0.83,19333,5884,0,0
0.22,0,28513,7132,0,0
0,0,37304,8486,0,0
0.1,0.72,31479,7683,0,0
0.14,0,16814,5365,0,0
0,0,20292,6582,0,0
0,0.84,20200,5319,0,0
0.11,0,75726,12038,0,0
0,0,17054,5441,0,0
0.07,NA,17374,5559,0,NA
0.02,0.98,34262,7562,0,0
0.28,0.15,29416,7422,0,0
0.12,0.42,32731,8717,0,0
0.56,0.49,76544,12267,0,0
0,0,41057,7815,0,0
0.18,0.34,22158,6080,0,0
0.5,0.01,35440,7841,0,0
0,0.06,76447,12654,0,0
0.91,0.63,24161,7147,0,0
0.16,0,30418,7543,0,0
0.47,0,37459,8799,0,0
0.01,0,27170,7427,0,0
0,0,22027,5770,0,0
0.06,0.02,87449,12342,0,0
0,0,20494,7211,0,0
0.13,0.75,90609,12450,0,0
0.69,0.8,24499,6255,0,0
0.07,0,82385,12742,0,0
0.08,0.43,20772,5839,0,0
0.02,0.92,33891,6719,0,0
0,0.99,31517,7573,0,0
0.18,0,29020,6822,0,0
0,0.9,85401,12631,0,0
0,0.03,92763,12830,0,0
0,0.09,32369,6580,0,0
0.01,0.88,25154,6088,0,0
0,0,84129,12979,0,0
0.02,0.56,31946,6841,0,0
0,0,42366,7941,0,0
0.46,0.32,26524,7877,0,0
0,0.9,28949,7658,0,0
0,0,84404,12479,0,0
0.31,0.25,29538,7068,0,0
0.73,0,21494,6710,0,0
0.17,0,26117,6777,0,0
0.02,0,33436,8428,0,0
0.01,0.52,35794,7268,0,0
0.02,0,37815,7937,0,0
0.26,0.49,16156,5453,0,0
0.01,0,99016,12936,0,0
0.02,0.95,34154,7185,0,0
0.11,0.89,21931,6068,0,0
0.03,0.11,85845,12209,0,0
0.41,0.09,18537,6062,0,0
0,0.22,79651,12417,0,0
0,0.27,22524,6687,0,0
0,0.35,28823,7536,0,0
0,0,33251,7223,0,0
0.78,0,93198,12332,0,0
0.47,0.4,19830,6212,0,0
0.14,0,30290,7065,0,0
0,0,30477,7258,0,0
0.18,0,30605,6972,0,0
0.01,0,50060,8454,0,0
0,0,90565,13051,0,0
0.12,0,36465,7307,0,0
0.02,0.88,22377,6725,0,0
0,0,77716,12595,0,0
0,0.04,28039,8004,0,0
0.1,0.96,29477,7132,0,0
0,0.8,86137,12494,0,0
0,0.36,77940,12215,0,0
0,0.42,82618,12446,0,0
0.04,0,20271,6214,0,0
0.1,0,21511,6829,0,0
0.5,0,21755,6683,0,0
0.04,0.36,76732,12561,0,0
0.06,0.54,46265,7869,0,0
0,0,32704,8350,0,0
0.22,0,24592,6959,0,0
0.59,0,38525,7349,0,0
0,0,25958,7480,0,0
0.03,1,24535,6885,0,0
0.11,0.87,87198,12987,0,0
0,0,28495,6746,0,0
0.09,0.32,27670,6780,0,0
0,0.91,37715,8251,0,0
0,0,67921,11774,0,0
0.11,0,85726,13000,0,0
0,0,90036,12678,0,0
0,0.63,35850,8070,0,0
0.46,0.68,24062,6622,0,0
0.11,0.88,31625,7337,0,0
0.05,0.01,17128,6346,0,0
0.01,0,35045,7362,0,0
0,0,75424,12809,0,0
0.06,0.9,95790,12655,0,0
0.12,0,34618,7994,0,0
0,0.2,33581,7571,0,0
0.22,0.41,36643,7452,0,0
0.26,0.69,29074,7001,0,0
0.46,0,29320,8029,0,0
0,0.03,30142,7982,0,0
0.01,0.09,37930,8192,0,0
0.38,0.87,29201,7799,0,0
0,0.01,77784,12393,0,0
0.04,0,20875,6076,0,0
0.85,0.71,37800,7462,0,0
0,0,96982,12804,0,0
0.01,0.37,24656,7068,0,0
0.04,0,22725,6048,0,0
0.04,0.44,38110,7729,0,0
0.09,0.85,26363,6316,0,0
0.01,0,82755,12702,0,0
0.02,0,26493,7760,0,0
0,0.37,27741,7550,0,0
0.32,0.85,29684,6566,0,0
0.08,0.21,33757,6960,0,0
0.01,0.34,35647,7460,0,0
0,0,21510,6050,0,0
0,0.82,30053,7561,0,1
0.02,0.6,50337,8324,0,0
0.08,0,33225,7344,0,0
0.03,0.14,45209,8850,0,0
0.07,0.61,43654,8699,0,0
0,0.01,32470,6679,0,0
0.04,0,23680,6369,0,0
0,0.05,76435,12230,0,0
0.26,0,86105,12241,0,0
0,0,79938,12846,0,0
0,0.17,23363,6701,0,0
0.19,0,36747,7711,0,0
0.02,0,37223,7790,0,0
0.8,0.21,27726,8006,0,0
0,0,17080,6194,0,0
0.61,0.56,26695,7789,0,0
0,0.01,88038,13071,0,0
0.08,0,32320,8268,0,0
0.03,0.59,45583,8943,0,0
0.01,0,15798,5954,0,0
0,0,76263,12077,0,0
0.19,0,25547,6854,0,0
0,0.04,87366,12483,0,0
0.03,0.18,73821,12074,0,0
0,0.7,89591,12334,0,0
0.18,0.01,30000,6880,0,0
0.01,0,31246,7633,0,0
0.02,0.01,35096,8470,0,0
0,0.51,74798,12143,0,0
0.65,0.11,34579,8336,0,0
0.03,0.01,26723,6270,0,0
0,0.55,76517,12348,0,0
0,0,30472,7705,0,0
0.04,0.63,89916,12986,0,0
0.01,0,29284,6762,0,0
0.14,0.18,32939,7411,0,0
0.26,0,19334,6708,0,0
0.7,0,27543,7192,0,0
0.15,0.11,18096,6771,0,0
0.41,0,18288,6772,0,0
0.06,0.73,36717,7440,0,0
0.26,0.61,34200,7840,0,0
0.07,0,29786,7417,0,0
0,0,91033,12353,0,0
0.49,0,19936,6015,0,0
0.5,0.13,37493,7878,0,0
0.05,0,31411,7607,0,0
0.03,0.15,76590,12644,0,0
0.45,0,20049,6289,0,0
0,0.63,88138,12411,0,0
0,0,78199,12237,0,0
0.01,0,86080,12500,0,0
0.89,0.02,38307,8034,0,0
0.08,0,94199,12248,0,0
0.15,0.02,19057,5790,0,0
0,0.88,81546,12616,0,0
0.66,0.75,24084,6655,0,0
0.02,0.26,31527,8234,0,0
0.01,0,21706,6533,0,0
0.02,0.5,25508,7151,0,0
0.21,0.03,14327,5697,0,0
0.02,0,22598,6925,0,0
0.01,0.83,24063,7629,0,0
0,0,27904,6944,0,0
0.33,0,23174,6518,0,0
0.85,0,25822,6949,0,0
0,0.25,23852,6661,0,0
0,0.39,87648,13015,0,0
0.33,0.08,45626,8332,0,0
0.02,0,45666,8009,0,0
0,0.82,67483,11809,0,0
0.01,0.08,40285,8527,0,0
0.27,0,33726,8039,0,0
0,0,26228,7655,0,0
0.06,0,16631,6991,0,0
0,0,23370,5995,0,0
0.01,0.6,88053,12410,0,0
0.05,0,23027,6296,0,0
0.49,0.76,24573,7631,0,0
0.01,0,21277,5811,0,0
0.09,0.9,17116,6374,0,0
0,0.88,95018,12781,0,0
0.34,0.19,17817,6010,0,0
0.56,0.35,26532,7077,0,0
0.24,0,87360,12349,0,0
0.2,0,22870,5939,0,0
0,0.09,22879,6447,0,0
0.67,0.16,14097,5769,0,0
0.12,0,71680,12213,0,0
0.13,0.18,32098,7232,0,0
0.21,0.18,33843,7640,0,0
0.05,0.45,23868,6103,0,0
0,0,42111,7479,0,0
0,0.32,26929,6739,0,0
0.11,0.04,92621,12429,0,0
0.66,0.74,20467,6940,0,1
0.02,0.72,32930,7466,0,0
0,0,86248,12453,0,0
0.13,0.72,41248,8557,0,0
0,0.46,81967,12762,0,0
0.02,0,35944,7450,0,0
0.09,0,29687,7445,0,0
0,0.12,41010,8133,0,0
0,0.25,95593,13111,0,0
0.02,0.01,24797,7031,0,0
0.01,0,73824,12515,0,0
0.22,0.19,39863,7930,0,0
0.29,0.35,23706,6695,0,0
0,0.75,82993,12431,0,0
0.01,0.27,37576,8259,0,0
0,0,31809,7004,0,0
0,0.81,96843,12663,0,0
0.04,0,29572,7075,0,0
0,0,79363,12372,0,0
0.97,0.43,25283,6150,0,0
0,0,38911,8358,0,0
0.01,0,31429,7279,0,0
0.04,0,36186,8100,0,0
0.06,0.59,78396,12205,0,0
0.03,0.74,18884,5865,0,0
0.06,0.35,34142,7778,0,0
0.38,0.33,26360,7375,0,0
0,0,33924,6973,0,0
0,0.4,31109,7083,0,0
0,0,84698,12698,0,0
0,0,21060,6434,0,0
0.07,0,82241,12577,0,0
0.11,0.6,31245,8297,0,0
0.01,0.21,23075,7023,0,0
0,0.01,80926,12894,0,0
0.01,0.14,25998,7254,0,0
0.23,0.94,28260,7591,0,0
0,0.54,32596,6863,0,0
0,0,22005,6790,0,0
0,0.72,32229,7921,0,0
0.01,0.17,35061,7485,0,0
0.31,0.43,29210,7281,0,0
0,0.02,16052,5136,0,0
0,0.54,27363,7057,0,0
0.09,0.8,20388,6958,0,0
0.09,0.45,74371,11870,0,0
0.16,0,39952,8103,0,0
0.25,0.07,27921,6792,0,0
0.02,0,18415,5499,0,0
0.03,0,22865,5987,0,0
0.04,0.72,39850,8423,0,0
0.08,0.01,22840,6624,0,0
0,0.02,17316,5432,0,0
0.03,0,17959,5475,0,0
0.08,0,16386,6010,0,0
0.08,0.21,25587,7622,0,0
0.1,0.31,39617,8145,0,0
0.17,0,33259,7472,0,0
0,0.46,23991,7508,0,0
0.5,0,15843,5756,0,0
0,0.5,51546,8459,0,0
0.25,0,31156,7211,0,0
0,0.87,27387,8089,0,0
0,0,37252,7652,0,0
0.09,0,24079,7031,0,0
0.05,0,84250,12376,0,0
0,0.01,77609,12166,0,0
0.41,0.91,29765,7257,0,0
0.97,0,26464,6652,0,0
0.06,0.55,32255,6349,0,0
0.04,0,25035,6416,0,0
0.09,0.39,25016,7814,0,0
0.01,0.05,86266,12247,0,0
0.03,0,22285,7014,0,0
0.32,0.79,35157,8628,0,0
0.07,0.92,32042,7829,0,0
0.32,0,28272,7292,0,0
0,0.63,86060,13120,0,0
0.08,0.07,29631,7749,0,0
0.08,0,87142,12602,0,0
0,0,75936,12205,0,0
0.41,0,23226,5942,0,0
0.06,0.38,30938,7187,0,0
0,0.44,67688,12004,0,0
0.2,0.85,12594,5181,0,1
0.19,0.33,34817,7788,0,0
0,0,30980,7044,0,0
0.02,0,34490,7807,0,0
0,0,27749,7858,0,0
0.09,0.15,46007,8184,0,0
0.13,0,19841,5821,0,0
0.01,0.13,76824,12577,0,0
0.01,0,88083,12495,0,0
0,0,27284,6959,0,0
0.07,0,27453,7386,0,0
0,0,82699,12361,0,0
0.01,0,85404,12911,0,0
0,0.15,88062,12725,0,0
0.36,0.89,30838,6885,0,0
0.63,0.79,15553,5739,0,0
0.01,0,28041,7211,0,0
0,0,39084,8032,0,0
0,0,22483,7079,0,0
0.03,0,89349,12522,0,0
0.84,0.11,15738,5289,0,0
0.01,0.9,26122,7449,0,0
0.21,0,94266,12941,0,0
0.02,0.96,23259,6794,0,0
0.39,0.86,31392,7022,0,0
0,0,21863,6459,0,0
0,0.56,85658,12653,0,0
0,0.9,35337,7009,0,0
0.01,0.26,24177,6540,0,0
0,0.91,20245,5786,0,0
0.14,0,24579,6431,0,0
0.33,0.58,31659,8050,0,0
0.1,0,26904,6661,0,0
0.17,0.32,34815,7595,0,0
0.04,0.64,26818,7021,0,0
0.21,0,32195,8048,0,0
0.02,0.11,78237,12626,0,0
0,0.91,25807,6780,0,0
0.38,0.59,24465,6293,0,0
0,0,23572,6773,0,0
0.01,0,27743,7619,0,0
0,0,22266,6873,0,0
0,0.95,25590,7617,0,0
0.01,0,27026,7210,0,0
0,0.15,72089,12511,0,0
0.02,0.98,21676,7530,0,0
0.01,0,21047,6841,0,0
0,0.66,26959,6676,0,0
0.11,0.29,34056,8021,0,0
0,0,83758,12855,0,0
0.04,0.72,36694,7457,0,0
0.01,0.68,27306,6824,0,0
0.19,0.89,73842,11910,0,0
0,0,94799,12757,0,0
0.08,0.02,18389,6191,0,0
0.32,0,83658,12985,0,0
0,0.19,85566,12463,0,0
0.43,0.96,19035,6417,0,0
0,0.21,73294,12129,0,0
0,0.71,27119,7311,0,0
0.11,0.9,19669,6328,0,0
0,0.6,27275,7183,0,0
0.85,0.86,16149,6303,0,0
0,0.97,28633,7794,0,0
0.12,0.02,16061,5377,0,0
0,0,80183,12154,0,0
0.43,0.32,30766,8091,0,0
0,0.6,16750,6134,0,0
0,0,15375,5526,0,0
