"pvalue_degree","pvalue_bait","num_inter","n_proteins","n_NA_degree","n_NA_bait"
0.05,0.21,89423,11360,0,0
0,0,137772,14097,0,0
0.01,0.57,133793,13673,0,0
0.47,0.35,133076,13865,0,0
0.19,0.66,83789,11416,0,0
0.11,0.83,140749,14208,0,0
0,0.75,72217,11004,0,0
0.01,0.24,129705,14087,0,0
0.01,0,143968,14073,0,0
0.02,0.91,140342,14021,0,0
0.63,0.58,131316,14065,0,0
0,0.17,139467,14196,0,0
0,0,127493,13861,0,0
0.17,0.93,139028,14134,0,0
0,0.09,85119,11209,0,0
0.01,0.59,84301,11370,0,0
0.28,0.79,137589,13795,0,0
0,0.97,131463,14083,0,0
0.02,0.9,132585,13641,0,0
0,0.89,84821,11366,0,0
0.47,0.11,132487,14045,0,0
0,0.02,134402,14030,0,0
0,0,131604,14116,0,0
0.14,0.83,139721,14135,0,0
0,0,131870,13965,0,0
0,0.01,90506,11506,0,0
0.5,0.51,127002,13983,0,0
0.08,0.7,72110,10895,0,0
0.22,0.15,141354,14182,0,0
0,0.81,80826,10987,0,0
0,0.26,135425,13909,0,0
0.03,0.58,82150,11233,0,0
0.04,0.19,128356,13827,0,0
0.46,0.03,134082,13766,0,0
0.17,0,133000,13848,0,0
0.31,0.37,139170,13995,0,0
0.07,0.3,141439,14216,0,0
0.33,0.48,122296,13706,0,0
0.27,0.39,142472,14074,0,0
0.01,0.99,133705,14042,0,0
0.75,0.49,142380,13842,0,0
0,0,136125,14079,0,0
0.14,0.9,146154,14233,0,0
0.06,0.98,141205,14019,0,0
0.07,0.4,140088,14221,0,0
0.75,0.53,142843,14045,0,0
0.19,0.83,131469,13959,0,0
0,0.48,124227,13827,0,0
0,0.5,136308,14120,0,0
0.12,0.29,145984,14150,0,0
0,0.02,128355,13891,0,0
0.05,0.3,139308,14083,0,0
0.01,0.08,134458,14174,0,0
0.64,0.92,133561,13839,0,0
0.08,0.55,73348,10898,0,0
0.16,0.24,145467,14267,0,0
0,0.48,132349,14167,0,0
0.01,0.98,87811,11125,0,0
0.25,0,135337,14184,0,0
0.12,0.96,124827,13892,0,0
0.38,0,129548,13983,0,0
0,0.18,134731,14061,0,0
0,0.71,140361,14166,0,0
0.32,0.5,133264,14113,0,0
0,0,128790,13980,0,0
0,0.6,131775,13774,0,0
0.03,0.93,140057,14115,0,0
0.23,0.14,122245,13535,0,0
0,0.04,141238,14185,0,0
0,0.31,130065,13799,0,0
0,0.25,85163,10792,0,0
0.16,0.99,138306,14046,0,0
0.15,0,132991,14041,0,0
0.15,0.03,124179,13983,0,0
0.04,0.75,134530,14219,0,0
0.02,0.7,69345,10221,0,0
0.08,0.34,140112,14201,0,0
0,0.23,82044,11095,0,0
0,0.17,138811,14185,0,0
0.61,0.77,134066,13773,0,0
0.68,0.45,63268,10917,0,0
0.22,0.71,136637,14020,0,0
0.02,0,132988,13947,0,0
0.12,0.06,143398,14185,0,0
0,0,132789,14053,0,0
0,0.71,132078,14144,0,0
0.01,0,135046,14022,0,0
0.11,0.03,143707,14050,0,0
0.11,0.64,127083,14138,0,0
0,0.11,142185,14157,0,0
0.01,0.53,93013,11501,0,0
0,0.75,128975,13814,0,0
0.05,0.62,140145,14236,0,0
0.07,0.02,148414,14265,0,0
0,0.06,86919,11254,0,0
0.02,0.12,132722,14171,0,0
0.63,0,132976,13932,0,0
0.34,0.29,141801,13980,0,0
0,0.23,122245,13902,0,0
0.27,0.98,135899,14074,0,0
0,0.53,131379,14012,0,0
0,0.45,140128,14149,0,0
0,0.84,84661,10613,0,0
0.78,0.11,135620,14117,0,0
0,0,140605,14050,0,0
0.03,0.72,136487,14160,0,0
0,0.51,133678,14022,0,0
0,0,82376,11289,0,0
0.12,0.62,144487,14177,0,0
0.02,0.92,83518,10668,0,0
0,0.97,130751,14075,0,0
0.19,0.19,131167,14068,0,0
0.17,0,133340,14010,0,0
0.08,0.62,84400,10644,0,0
0,0.7,119725,13936,0,0
0.03,0.1,141825,14103,0,0
0,0.11,135597,14150,0,0
0,0.8,94113,11462,0,0
0.28,0.78,141421,14104,0,0
0.04,0.57,136133,14033,0,0
0.05,0.96,90730,11473,0,0
0,0,76303,10320,0,0
0,0.86,82913,11227,0,0
0,0.99,132736,14084,0,0
0.11,0.72,131570,14131,0,0
0.31,0.27,139221,14022,0,0
0,0.45,141276,14148,0,0
0.01,0.69,84056,10967,0,0
0,0.8,127038,14080,0,0
0,0,138604,14172,0,0
0.02,0.68,74594,11067,0,0
0,0.96,137400,14160,0,0
0.04,0,141579,14142,0,0
0,0.63,140647,14189,0,0
0.12,0.38,124178,14024,0,0
0.07,0,134210,13942,0,0
0.22,0.01,139844,13783,0,0
0,0.14,137518,14158,0,0
0,0.46,143504,14218,0,0
0.22,0,134419,14007,0,0
0,0.78,89900,11175,0,0
0.12,0.52,140387,14172,0,0
0.07,0.95,84508,11018,0,0
0.32,0.3,134115,13987,0,0
0.48,0.71,132483,14093,0,0
0.19,0.86,137936,14103,0,0
0,0.59,132299,13687,0,0
0.25,0.31,126733,14000,0,0
0.06,0.71,147249,14130,0,0
0,0.93,126880,14010,0,0
0.06,0.08,128839,14031,0,0
0.13,0.34,81157,11511,0,0
0.05,0.06,143594,14179,0,0
0.03,0,70846,10683,0,0
0.06,0.71,134618,14145,0,0
0,0.4,131569,14136,0,0
0.22,0.3,141521,14073,0,0
0,0.41,138701,13982,0,0
0.41,0.77,130588,14110,0,0
0.08,0.09,136211,14157,0,0
0.02,0.69,132292,13956,0,0
0,0.55,143168,14141,0,0
0.13,0,138735,14163,0,0
0.2,0.41,140744,13705,0,0
0.4,0.23,81554,11134,0,0
0.14,0.38,138356,13779,0,0
0.03,0.98,145827,13923,0,0
0.12,0.1,143017,14043,0,0
0,0.8,130559,14083,0,0
0.18,0.8,134920,13738,0,0
0,0.25,123195,14018,0,0
0,0.01,133201,14072,0,0
0,0.16,82409,11258,0,0
0.11,0.85,142206,14219,0,0
0,0.82,128334,14098,0,0
0.01,0.17,126453,13808,0,0
0.01,0.46,138840,14118,0,0
0,0.49,138866,14044,0,0
0,0.03,131798,14046,0,0
0.11,0.01,144757,14192,0,0
0,0.34,132650,14113,0,0
0.21,0,136677,13942,0,0
0.04,0.38,133450,13810,0,0
0.05,0.1,84642,10657,0,0
0.01,0.7,125466,13887,0,0
0.17,0,138867,14190,0,0
0.01,0,137276,14188,0,0
0.08,0,132273,14116,0,0
0.03,0,145465,14189,0,0
0.38,0.53,135159,14173,0,0
0,0.12,131664,14125,0,0
0,0.59,134438,14196,0,0
0,0.64,141996,14098,0,0
0,0.12,139307,13983,0,0
0.1,0,136932,14128,0,0
0,0.46,138186,14089,0,0
0,0,140230,14125,0,0
0,0.3,86164,11354,0,0
0,0.44,130710,14168,0,0
0.06,0.61,136600,13794,0,0
0.09,0,133431,13794,0,0
0.27,0,137791,14066,0,0
0.03,0.98,142432,14102,0,0
0.46,0.89,146592,14140,0,0
0,0.55,131877,13952,0,0
0.03,0.38,127157,13646,0,0
0.12,0.91,140131,13975,0,0
0,0.64,131918,13686,0,0
0.19,0.79,138165,14194,0,0
0.06,0.7,85946,10776,0,0
0.13,0.2,145948,14152,0,0
0.29,0,142779,14096,0,0
0,0.76,124882,14003,0,0
0.02,0.84,85953,10918,0,0
0.21,0.24,136829,14144,0,0
0.12,0.95,138626,14196,0,0
0,0.44,137127,14060,0,0
0.08,0,79960,10967,0,0
0.07,0.71,131684,14048,0,0
0.03,0.03,79517,11105,0,0
0.48,0.13,136908,14052,0,0
0.65,0,127752,13920,0,0
0,0.98,91303,11215,0,0
0,0.37,137639,14139,0,0
0,0,126329,14000,0,0
0.16,0.08,145380,14185,0,0
0.02,0.53,145238,14209,0,0
0.46,0.47,144886,13939,0,0
0.11,0.52,130192,14072,0,0
0.09,0.06,131073,14165,0,0
0,0.98,125660,13724,0,0
0,0.15,131074,13980,0,0
0.17,0.95,139349,13694,0,0
0,0.18,124643,14066,0,0
0.15,0,135970,14138,0,0
0.13,0.03,134049,13740,0,0
0,0.11,90078,11406,0,0
0.03,0.16,133354,13772,0,0
0.14,0.13,144734,14092,0,0
0,0.47,142125,14146,0,0
0,0.23,125382,13836,0,0
0,0.04,138931,13993,0,0
0.07,0,140333,14109,0,0
0.06,0.02,146176,14142,0,0
0.35,0.01,146224,14166,0,0
0.08,0.97,134299,13957,0,0
0,0.05,80724,10334,0,0
0,0.75,127959,13807,0,0
0,0,136214,14150,0,0
0.3,0.77,140811,14242,0,0
0.13,0.55,121985,13976,0,0
0,0.81,139695,14158,0,0
0.02,0.76,143827,14140,0,0
0.3,0.45,84817,11228,0,0
0.03,0.24,139877,13862,0,0
0.01,0.02,135325,14091,0,0
0.01,0.24,140666,13962,0,0
0.08,0.8,137995,14029,0,0
0.02,0.33,134894,13869,0,0
0.15,0.74,140146,14027,0,0
0.04,0,132411,14030,0,0
0,0.23,86869,11457,0,0
0.49,0.5,136355,14192,0,0
0,0.73,77197,11056,0,0
0.01,0.34,131467,14102,0,0
0,0,133309,13806,0,0
0,0.56,89767,11253,0,0
0,0.04,84603,11246,0,0
0,0.78,136397,13991,0,0
0.35,0.62,139078,14163,0,0
0,0.61,135818,13772,0,0
0.31,0.58,137939,13710,0,0
0,0.15,121852,14029,0,0
0.31,0.8,136028,13961,0,0
0,0.93,86868,10952,0,0
0.06,0,139220,14002,0,0
0.09,0,118732,13302,0,0
0.43,0.69,130510,13733,0,0
0.09,0.17,136089,14221,0,0
0,0,129920,14131,0,0
0,1,134894,13822,0,0
0,0.45,79604,10771,0,0
0.41,0.76,131184,13636,0,0
0.35,0.97,134963,13850,0,0
0.07,0.25,84459,11135,0,0
0,0.04,129953,13819,0,0
0,0.19,130741,14058,0,0
0,0.18,83639,11057,0,0
0,0.54,144648,14159,0,0
0.15,0.18,88751,11033,0,0
0.01,0.48,129868,13804,0,0
0.09,0.52,129164,13987,0,0
0.05,0.27,143630,14172,0,0
0.24,0,137779,14094,0,0
0.01,0,140237,14147,0,0
0.01,0.29,134751,14026,0,0
0.06,0.13,140579,14082,0,0
0.15,0.39,141286,14141,0,0
0,0.88,123785,14054,0,0
0,0.71,86037,11010,0,0
0,0.56,130246,13958,0,0
0.01,0.04,133545,14015,0,0
0.02,0.55,144099,14086,0,0
0.01,0.7,90150,10805,0,0
0,0.22,93911,11388,0,0
0.29,0,133171,14144,0,0
0,0.69,139328,14085,0,0
0.02,0.5,134810,14162,0,0
0.43,0.67,141146,13939,0,0
0.02,0.86,126910,13739,0,0
0.02,0.71,93103,11502,0,0
0.23,0.81,136373,13989,0,0
0,0.32,128596,14081,0,0
0.27,0.49,133362,14094,0,0
0,0.03,132689,14067,0,0
0,0.86,141033,14034,0,0
0.58,0.62,138649,14043,0,0
0.11,0.96,130432,13752,0,0
0.02,0.37,138274,14203,0,0
0.24,0.83,147166,14262,0,0
0.4,0.5,138664,13873,0,0
0.03,0.66,133408,14137,0,0
0.03,0.68,138163,13619,0,0
0.21,0.74,145727,14190,0,0
0.37,0.78,142766,13988,0,0
0.14,0.72,78830,11195,0,0
0.24,0.96,138755,14151,0,0
0.08,0.33,80839,11088,0,0
0,0.67,85471,11321,0,0
0.01,0.14,134939,14047,0,0
0,0,135510,14109,0,0
0.52,0.5,140025,14117,0,0
0,0.19,131317,13972,0,0
0,0.65,131931,13761,0,0
0.12,0.93,122068,13745,0,0
0.17,0.22,140767,14091,0,0
0.45,0.81,127678,14139,0,0
0,0.98,130949,13957,0,0
0.34,0.8,124420,13990,0,0
0.21,0.49,138587,14146,0,0
0.45,0.86,138249,13864,0,0
0.15,0.41,140528,14167,0,0
0.32,0.18,135441,13922,0,0
0.2,0,131103,13673,0,0
0.13,0.5,139490,13981,0,0
0.24,0,136771,14075,0,0
0,0.06,86613,11292,0,0
0.02,0.06,145165,14270,0,0
0,0,131530,14006,0,0
0,0.97,88320,11292,0,0
0.02,0.36,86509,10869,0,0
0,0.16,141390,14191,0,0
0.06,0.53,139515,14074,0,0
0.01,0.68,132280,14113,0,0
0.02,0.55,134174,13749,0,0
0.18,0.04,86537,11265,0,0
0.25,0,127187,13684,0,0
0.24,1,132454,14141,0,0
0.3,0.26,136158,13905,0,0
0.14,0.13,138930,14104,0,0
0.01,0.72,128378,13946,0,0
0.01,0.88,71924,10902,0,0
0.03,0.57,134793,14141,0,0
0,0,89197,11205,0,0
0.4,0.21,133682,13848,0,0
0.01,0.1,81083,11307,0,0
0.11,0.63,140500,13922,0,0
0.32,0.1,138489,14080,0,0
0.73,0.97,132273,13993,0,0
0,0.31,138209,14161,0,0
0.04,0.15,141439,14109,0,0
0,0,137850,14238,0,0
0.48,0.36,132703,14071,0,0
0,0.57,80262,11318,0,0
0,0.59,82353,11196,0,0
0.36,0.76,143087,14092,0,0
0.34,0.18,75945,10836,0,0
0.06,0,138057,14119,0,0
0.07,0.53,137516,13854,0,0
0,0.17,129736,13928,0,0
0,0.55,130486,14165,0,0
0.39,0.08,138908,14208,0,0
0.23,0.79,129959,14102,0,0
0,0.47,126913,14076,0,0
0.4,0.96,138351,14082,0,0
0.03,0,135559,14042,0,0
0.05,0.26,143198,14084,0,0
0.01,0.04,136305,13766,0,0
0.23,0.55,138016,14095,0,0
0.13,0.95,142464,14225,0,0
0.06,0,148113,14278,0,0
0.01,0.66,133349,14157,0,0
0.09,0,127877,13601,0,0
0.44,0.96,126316,13716,0,0
0.01,0.52,136539,14169,0,0
0.46,0.23,143674,14210,0,0
0.2,0.3,128839,14071,0,0
0.18,0,130305,13849,0,0
0.02,0.07,74492,11348,0,0
0.03,0.45,139180,14181,0,0
0,0.7,130885,14062,0,0
0.09,0.41,142707,14036,0,0
0.09,0.74,137026,13851,0,0
0,0.06,82564,11413,0,0
0.14,0.6,132277,14041,0,0
0.01,0.15,133540,14046,0,0
0.36,0.62,123274,13919,0,0
0.06,0.66,138741,13824,0,0
0.14,0,145384,14216,0,0
0.52,0.52,128218,13980,0,0
0.01,0.94,146462,14210,0,0
0,0,134845,14193,0,0
0,0,140941,14204,0,0
0.26,0.09,135549,13965,0,0
0.01,0,134825,14074,0,0
0,0.45,142559,14223,0,0
0,0,144232,14183,0,0
0.19,0.36,89182,11166,0,0
0.11,0.36,133893,14071,0,0
0.04,0.72,125841,13947,0,0
0.06,0.93,138772,14011,0,0
0.18,0.86,130964,13777,0,0
0,0.42,124572,14005,0,0
0.31,0.87,137901,13964,0,0
0.05,0.6,127243,14014,0,0
0,0.77,144404,14178,0,0
0.05,0.62,74165,10679,0,0
0.26,0.74,133458,14081,0,0
0.16,0.89,136035,14167,0,0
0.48,0.86,130237,14004,0,0
0,0.52,87920,11407,0,0
0,0.35,135736,14218,0,0
0.02,0.63,123294,14071,0,0
0.04,0,142894,14223,0,0
0.11,0.05,142494,13990,0,0
0.07,0.42,144902,14200,0,0
0.06,0.89,138234,14120,0,0
0.09,0.07,141976,13831,0,0
0,0.39,134101,14082,0,0
0.27,0,75123,10895,0,0
0.05,0,141945,14134,0,0
0.03,0.58,142806,14250,0,0
0.09,0.15,142193,14207,0,0
0.14,0.27,133274,14057,0,0
0.03,0.83,135086,13972,0,0
0.29,0.38,122046,13749,0,0
0.03,0,137695,14075,0,0
0,0,130269,14049,0,0
0,0.03,125886,13769,0,0
0,0.02,129475,13893,0,0
0.21,0.83,136181,13727,0,0
0.12,0.47,138363,14055,0,0
0,0,136494,14175,0,0
0,0,136970,14235,0,0
0.19,0,140495,14117,0,0
0.28,0.63,137043,14142,0,0
0,0.9,132228,14054,0,0
0,0.89,140512,14177,0,0
0,0,128464,14042,0,0
0.06,0.82,144559,13860,0,0
0,0.74,136541,14131,0,0
0.26,0,137769,14074,0,0
0.25,0.41,139262,14165,0,0
0.14,0.09,130865,14107,0,0
0,0.3,133483,13508,0,0
0,0.84,132480,14069,0,0
0,0.66,78749,10794,0,0
0.36,0,141989,14146,0,0
0,0.37,142960,14193,0,0
0.02,0,134177,14066,0,0
0,0.88,134314,14166,0,0
0,0.64,89136,11409,0,0
0.01,0.71,93173,11470,0,0
0.53,0.19,137169,14120,0,0
0.07,0.77,79815,11494,0,0
0,0.57,92578,11608,0,0
0,0.54,131579,13750,0,0
0.02,0.28,66838,10772,0,0
0.05,0.72,137588,13996,0,0
0.26,0.65,140881,13870,0,0
0,0.61,125415,14128,0,0
0.55,0.33,129228,13586,0,0
0.02,0.13,85064,11045,0,0
0,0.04,127814,13785,0,0
0,0.91,129763,13775,0,0
0.27,0.58,82904,10925,0,0
0,0.31,134158,14121,0,0
0.03,0.37,78776,11060,0,0
0.01,0.22,132461,13834,0,0
0.27,0.79,142046,14173,0,0
0.09,0.11,136551,13765,0,0
0.09,0.38,145699,14223,0,0
0,0.43,134140,14036,0,0
0,0.11,88736,11576,0,0
0,0.31,138000,14181,0,0
0.12,0,136625,13852,0,0
0,0.07,133985,13838,0,0
0.01,0.72,73076,11057,0,0
0.31,0.96,141119,13737,0,0
0.03,0.61,134088,14011,0,0
0.3,0.32,132591,13866,0,0
0,0.63,128425,13976,0,0
0.13,0,137626,13871,0,0
0,0.28,133194,14082,0,0
0.01,0.93,131852,13964,0,0
0.05,0,136093,14106,0,0
0.07,0.39,137140,14175,0,0
0.58,0.53,134954,14090,0,0
0.02,0.16,139965,14140,0,0
0.38,0.77,143728,14120,0,0
0,0.83,86515,11024,0,0
0,0,125373,13905,0,0
0.12,0.48,86806,11225,0,0
0.13,0.42,126855,14022,0,0
0.18,0.67,83462,11212,0,0
0.06,0,141523,13856,0,0
0.4,0.64,146734,14215,0,0
0.11,0.23,143534,14132,0,0
0.47,0.3,140398,13874,0,0
0.29,0.11,141567,13634,0,0
0,0,137066,14083,0,0
0,0,143314,14165,0,0
0.17,0.57,126460,13898,0,0
0,0.11,128343,13959,0,0
0,0.54,133490,13748,0,0
0.02,0.99,83166,11395,0,0
0.45,0.26,127543,14104,0,0
0,0.14,132119,14114,0,0
0,0,141020,14158,0,0
0.09,0.44,129340,14025,0,0
0,1,132390,14130,0,0
0,0,134852,13910,0,0
0.09,0,86510,10978,0,0
0.08,0.97,78907,11092,0,0
0.31,0.95,143570,14028,0,0
0.23,0.43,139475,14035,0,0
0,0,139775,14118,0,0
0.02,0,132052,13971,0,0
0.2,0,136530,14115,0,0
0,0.01,125436,14115,0,0
0,0.26,147705,14286,0,0
0.33,0.15,74603,11034,0,0
0.12,0.17,136573,14013,0,0
0.26,0.15,129301,13387,0,0
0.11,0.72,81036,10779,0,0
0,0,137900,14031,0,0
0,0.86,134032,13821,0,0
0.34,0,132361,13907,0,0
0,0.29,138517,14064,0,0
0.04,0.26,137003,14150,0,0
0,0.03,138735,14071,0,0
0,0.14,90089,11528,0,0
0,0.07,88850,11359,0,0
0,0.01,134392,14072,0,0
0.02,0.78,82355,11371,0,0
0.2,0.46,131290,14160,0,0
0.15,0.47,140808,14140,0,0
0.04,0.21,139174,14076,0,0
0.11,0.6,138260,14153,0,0
0.03,0.05,121881,13901,0,0
0,0.07,134809,14130,0,0
0.02,0.11,131521,14042,0,0
0.14,0.5,132087,14107,0,0
0.2,0.43,79035,11067,0,0
0.05,0.09,142054,14045,0,0
0.17,0,143547,14066,0,0
0,0.63,83071,11301,0,0
