"bait_uniprot","bait_symbol","bait_usage","degree_bait","normaliz_bait","degree","normaliz_degree"
"Q9NVH1","DNAJC11",3,22,7.33333333333333,82,27.3333333333333
"Q9P2R7","SUCLA2",3,22,7.33333333333333,82,27.3333333333333
"Q9P287","BCCIP",3,11,3.66666666666667,82,27.3333333333333
"Q13557","CAMK2D",7,83,11.8571428571429,191,27.2857142857143
"P43686","PSMC4",7,24,3.42857142857143,191,27.2857142857143
"Q6VMQ6","ATF7IP",4,51,12.75,109,27.25
"P05090","APOD",4,50,12.5,109,27.25
"P23528","CFL1",8,12,1.5,218,27.25
"P26583","HMGB2",4,31,7.75,109,27.25
"O15264","MAPK13",5,92,18.4,136,27.2
"Q9NUX5","POT1",8,41,5.125,217,27.125
"Q96ST3","SIN3A",10,44,4.4,271,27.1
"P33991","MCM4",6,8,1.33333333333333,162,27
"P49721","PSMB2",5,30,6,135,27
"O14924","RGS12",1,1,1,27,27
"Q96G01","BICD1",1,5,5,27,27
"Q7Z7L7","ZER1",1,3,3,27,27
"P85299","PRR5",1,11,11,27,27
"Q06830","PRDX1",8,10,1.25,216,27
"O60493","SNX3",4,16,4,108,27
"P78357","CNTNAP1",1,5,5,27,27
"Q9UGJ1","TUBGCP4",5,40,8,135,27
"Q96B36","AKT1S1",1,2,2,27,27
"O43474","KLF4",5,98,19.6,135,27
"Q96JB2","COG3",2,12,6,54,27
"Q9NT62","ATG3",2,17,8.5,54,27
"P48651","PTDSS1",1,1,1,27,27
"Q96Q40","CDK15",4,91,22.75,108,27
"Q9BQ90","KLHDC3",2,28,14,54,27
"P09669","COX6C",2,9,4.5,54,27
"A0FGR8","ESYT2",2,4,2,54,27
"O14976","GAK",4,63,15.75,108,27
"Q9Y6X8","ZHX2",2,4,2,54,27
"Q8TAK6","OLIG1",1,1,1,27,27
"Q9H6S3","EPS8L2",1,1,1,27,27
"P61970","NUTF2",3,44,14.6666666666667,81,27
"Q3KQV3","ZNF792",2,36,18,54,27
"Q3LXA3","TKFC",1,1,1,27,27
"Q6L8G9","KRTAP5-6",3,66,22,81,27
"Q70UQ0","IKBIP",3,26,8.66666666666667,81,27
"Q96Q83","ALKBH3",2,11,5.5,54,27
"Q9H2F3","HSD3B7",2,47,23.5,54,27
"Q9Y223","GNE",3,58,19.3333333333333,81,27
"Q9NPA3","MID1IP1",1,2,2,27,27
"Q2M2I8","AAK1",2,20,10,54,27
"Q96GX5","MASTL",1,15,15,27,27
"Q9BS26","ERP44",4,35,8.75,108,27
"Q9UBS9","SUCO",1,17,17,27,27
"Q6RFH8",NA,1,24,24,27,27
"Q9H7X7","IFT22",1,6,6,27,27
"P19823","ITIH2",1,1,1,27,27
"Q9UIG4","PSORS1C2",1,26,26,27,27
"O95336","PGLS",1,1,1,27,27
"Q8TBE1","CNIH3",1,25,25,27,27
"P21709","EPHA1",5,111,22.2,135,27
"Q8NG41","NPB",1,24,24,27,27
"P22830","FECH",2,11,5.5,54,27
"Q8WV48","CCDC107",1,16,16,27,27
"Q96S79","RASL10B",1,15,15,27,27
"Q5W0U4","BSPRY",1,18,18,27,27
"P16581","SELE",1,5,5,27,27
"O43252","PAPSS1",2,5,2.5,54,27
"P42263","GRIA3",1,15,15,27,27
"P06899","H2BC11",2,7,3.5,54,27
"Q9BYJ1","ALOXE3",1,9,9,27,27
"Q9H497","TOR3A",1,3,3,27,27
"P0C7W6","CCDC172",1,6,6,27,27
"Q6PCB5","RSBN1L",1,6,6,27,27
"P48788","TNNI2",1,4,4,27,27
"Q96Q11","TRNT1",1,2,2,27,27
"Q9NZ08","ERAP1",1,4,4,27,27
"Q14432","PDE3A",1,3,3,27,27
"Q9BY67","CADM1",1,1,1,27,27
"Q96SN8","CDK5RAP2",3,24,8,81,27
"Q9P227","ARHGAP23",1,17,17,27,27
"Q9UEE9","CFDP1",1,10,10,27,27
"Q8N3C0","ASCC3",2,2,1,54,27
"O43719","HTATSF1",3,3,1,81,27
"Q16394","EXT1",1,3,3,27,27
"Q5TC12","ATPAF1",1,1,1,27,27
"Q9Y3S1","WNK2",1,2,2,27,27
"Q8IZ73","RPUSD2",1,1,1,27,27
"Q6UX04","CWC27",1,1,1,27,27
"Q9UJW9","SERTAD3",2,3,1.5,54,27
"Q9BRT9","GINS4",2,9,4.5,54,27
"Q8TF47","ZFP90",1,2,2,27,27
"P51911","CNN1",1,4,4,27,27
"A6NI15","MSGN1",1,26,26,27,27
"Q86YV0","RASAL3",1,14,14,27,27
"Q8N609","TRAM1L1",1,23,23,27,27
"Q5JTD0","TJAP1",1,3,3,27,27
"Q8IZ83","ALDH16A1",1,3,3,27,27
"Q969E2","SCAMP4",1,14,14,27,27
"Q53FP2","TMEM35A",1,2,2,27,27
"P09455","RBP1",1,3,3,27,27
"O43610","SPRY3",1,1,1,27,27
"Q9NX00","TMEM160",1,2,2,27,27
"Q15043","SLC39A14",1,2,2,27,27
"Q16633","POU2AF1",2,5,2.5,54,27
"Q9P2M1","LRP2BP",1,1,1,27,27
"Q4KMQ1","TPRN",1,1,1,27,27
"P17900","GM2A",1,1,1,27,27
"Q969V4","TEKT1",1,1,1,27,27
"Q96RQ1","ERGIC2",1,1,1,27,27
"P49792","RANBP2",7,14,2,188,26.8571428571429
"Q9H257","CARD9",6,89,14.8333333333333,161,26.8333333333333
"Q99996","AKAP9",5,18,3.6,134,26.8
"P49674","CSNK1E",15,94,6.26666666666667,402,26.8
"Q01105","SET",8,43,5.375,214,26.75
"Q9ULV8","CBLC",4,16,4,107,26.75
"O14735","CDIPT",4,55,13.75,107,26.75
"O15145","ARPC3",4,34,8.5,107,26.75
"Q9Y586","MAB21L2",4,105,26.25,107,26.75
"Q63HR2","TNS2",7,110,15.7142857142857,187,26.7142857142857
"O00571","DDX3X",10,26,2.6,267,26.7
"Q9UKY1","ZHX1",3,4,1.33333333333333,80,26.6666666666667
"Q9Y6M1","IGF2BP2",3,4,1.33333333333333,80,26.6666666666667
"Q9NSK0","KLC4",3,31,10.3333333333333,80,26.6666666666667
"Q8TDQ0","HAVCR2",3,76,25.3333333333333,80,26.6666666666667
"Q9Y2J2","EPB41L3",5,70,14,133,26.6
"Q6PD62","CTR9",5,57,11.4,133,26.6
"O95747","OXSR1",7,21,3,186,26.5714285714286
"P0CG47","UBB",11,24,2.18181818181818,292,26.5454545454545
"Q14118","DAG1",4,41,10.25,106,26.5
"Q9NX70","MED29",4,81,20.25,106,26.5
"Q9UL18","AGO1",8,163,20.375,212,26.5
"P05089","ARG1",2,2,1,53,26.5
"P0DPB3","SCHIP1",2,48,24,53,26.5
"Q13472","TOP3A",2,3,1.5,53,26.5
"P14859","POU2F1",4,19,4.75,106,26.5
"Q9UM82","SPATA2",2,13,6.5,53,26.5
"Q96G23","CERS2",2,9,4.5,53,26.5
"Q9NYA4","MTMR4",2,8,4,53,26.5
"Q96S44","TP53RK",8,19,2.375,212,26.5
"Q8IWX8","CHERP",4,33,8.25,106,26.5
"O60282","KIF5C",2,2,1,53,26.5
"Q13439","GOLGA4",2,8,4,53,26.5
"P16435","POR",2,2,1,53,26.5
"Q8WW22","DNAJA4",2,14,7,53,26.5
"Q14D33","RTP5",2,50,25,53,26.5
"Q9BRU9","UTP23",2,23,11.5,53,26.5
"Q9P0M9","MRPL27",2,1,0.5,53,26.5
"P31150","GDI1",4,35,8.75,106,26.5
"P28838","LAP3",2,7,3.5,53,26.5
"Q9Y2M0","FAN1",2,20,10,53,26.5
"P35613","BSG",8,82,10.25,212,26.5
"Q0ZGT2","NEXN",2,16,8,53,26.5
"Q9Y696","CLIC4",2,5,2.5,53,26.5
"Q56P03","EAPP",2,12,6,53,26.5
"O60664","PLIN3",4,11,2.75,106,26.5
"O43813","LANCL1",2,9,4.5,53,26.5
"O95476","CTDNEP1",2,32,16,53,26.5
"O95456","PSMG1",2,3,1.5,53,26.5
"Q9BY32","ITPA",2,2,1,53,26.5
"Q9BTC0","DIDO1",2,2,1,53,26.5
"P24941","CDK2",29,144,4.96551724137931,768,26.4827586206897
"Q9UHX1","PUF60",7,45,6.42857142857143,185,26.4285714285714
"Q9C0C9","UBE2O",5,28,5.6,132,26.4
"Q9BQ95","ECSIT",5,62,12.4,132,26.4
"O60343","TBC1D4",3,13,4.33333333333333,79,26.3333333333333
"Q92542","NCSTN",6,57,9.5,158,26.3333333333333
"P61106","RAB14",3,3,1,79,26.3333333333333
"P07996","THBS1",3,4,1.33333333333333,79,26.3333333333333
"Q9Y2T2","AP3M1",3,15,5,79,26.3333333333333
"P35611","ADD1",3,14,4.66666666666667,79,26.3333333333333
"O95613","PCNT",3,16,5.33333333333333,79,26.3333333333333
"Q8N6G5","CSGALNACT2",3,57,19,79,26.3333333333333
"O00267","SUPT5H",7,56,8,184,26.2857142857143
"Q15554","TERF2",11,23,2.09090909090909,289,26.2727272727273
"O95218","ZRANB2",4,18,4.5,105,26.25
"P62256","UBE2H",4,47,11.75,105,26.25
"P10074","ZBTB48",4,83,20.75,105,26.25
"O60496","DOK2",4,73,18.25,105,26.25
"Q15907","RAB11B",4,28,7,105,26.25
"P07550","ADRB2",13,99,7.61538461538461,341,26.2307692307692
"P49720","PSMB3",5,51,10.2,131,26.2
"Q15287","RNPS1",10,151,15.1,262,26.2
"P55735","SEC13",5,31,6.2,131,26.2
"P50402","EMD",12,82,6.83333333333333,314,26.1666666666667
"Q9BXS5","AP1M1",5,73,14.6,130,26
"Q99436","PSMB7",4,29,7.25,104,26
"Q05086","UBE3A",13,106,8.15384615384615,338,26
"Q8TAX7","MUC7",1,9,9,26,26
"P28347","TEAD1",6,122,20.3333333333333,156,26
"P61289","PSME3",9,46,5.11111111111111,234,26
"Q9Y2X7","GIT1",4,5,1.25,104,26
"Q9UQ13","SHOC2",2,29,14.5,52,26
"Q9H6Z4","RANBP3",2,4,2,52,26
"P33993","MCM7",13,122,9.38461538461539,338,26
"P16949","STMN1",3,2,0.666666666666667,78,26
"Q13438","OS9",5,50,10,130,26
"P43490","NAMPT",2,7,3.5,52,26
"O15084","ANKRD28",5,63,12.6,130,26
"Q8N6T7","SIRT6",7,64,9.14285714285714,182,26
"O00762","UBE2C",3,5,1.66666666666667,78,26
"Q14847","LASP1",8,47,5.875,208,26
"Q8TBZ3","WDR20",2,13,6.5,52,26
"P16144","ITGB4",5,36,7.2,130,26
"Q8WVZ9","KBTBD7",6,84,14,156,26
"Q9BTU6","PI4K2A",1,1,1,26,26
"O00193","C11orf58",2,16,8,52,26
"P27707","DCK",1,3,3,26,26
"O60477","BRINP1",1,3,3,26,26
"O15226","NKRF",3,7,2.33333333333333,78,26
"Q9Y2R0","COA3",2,36,18,52,26
"Q9BZ95","NSD3",3,17,5.66666666666667,78,26
"Q9UHC1","MLH3",2,40,20,52,26
"Q12770","SCAP",1,1,1,26,26
"O43623","SNAI2",1,2,2,26,26
"P60891","PRPS1",8,130,16.25,208,26
"Q96GS4","BORCS6",3,51,17,78,26
"Q96Q77","CIB3",2,52,26,52,26
"Q9BVK8","TMEM147",2,45,22.5,52,26
"Q9Y5A6","ZSCAN21",2,20,10,52,26
"Q2KJY2","KIF26B",1,8,8,26,26
"Q9UIA0","CYTH4",1,16,16,26,26
"Q9Y337","KLK5",2,27,13.5,52,26
"Q8NHS1","CLDND2",1,24,24,26,26
"P07686","HEXB",2,26,13,52,26
"Q5T2T1","MPP7",1,4,4,26,26
"Q8IV20","LACC1",2,42,21,52,26
"B9A064","IGLL5",1,4,4,26,26
"Q9UBX7","KLK11",1,15,15,26,26
"Q5K4L6","SLC27A3",1,9,9,26,26
"Q9NZQ9","TMOD4",1,18,18,26,26
"Q96T91","GPHA2",1,13,13,26,26
"O75146","HIP1R",3,13,4.33333333333333,78,26
"Q8N307","MUC20",1,21,21,26,26
"Q96SZ6","CDK5RAP1",1,7,7,26,26
"Q8N6U8","GPR161",1,13,13,26,26
"Q86UY6","NAA40",1,13,13,26,26
"Q96F63","CCDC97",1,16,16,26,26
"Q86UZ6","ZBTB46",1,15,15,26,26
"Q9BPZ2","SPIN2B",1,17,17,26,26
"P08709","F7",1,3,3,26,26
"Q9UBL9","P2RX2",1,20,20,26,26
"Q9Y6B2","EID1",2,12,6,52,26
"Q6P1J6","PLB1",1,8,8,26,26
"Q6XE38","SCGB1D4",1,26,26,26,26
"P35237","SERPINB6",1,2,2,26,26
"P34949","MPI",1,3,3,26,26
"Q9NXG2","THUMPD1",1,6,6,26,26
"Q8TBC3","SHKBP1",2,4,2,52,26
"Q96L73","NSD1",2,6,3,52,26
"Q9H4Z2","ZNF335",1,17,17,26,26
"Q9C0H5","ARHGAP39",1,13,13,26,26
"Q13017","ARHGAP5",1,2,2,26,26
"Q9BXB4","OSBPL11",1,1,1,26,26
"P22059","OSBP",2,2,1,52,26
"Q9H1E3","NUCKS1",1,1,1,26,26
"Q9P1U0","POLR1H",1,4,4,26,26
"Q8IYF1","ELOA2",1,1,1,26,26
"P23368","ME2",1,4,4,26,26
"P53634","CTSC",1,2,2,26,26
"Q9H2S9","IKZF4",1,2,2,26,26
"Q9Y2I1","NISCH",2,4,2,52,26
"Q8TF01","PNISR",1,1,1,26,26
"Q96PD2","DCBLD2",1,5,5,26,26
"P51800","CLCNKA",1,23,23,26,26
"Q9NRU3","CNNM1",1,2,2,26,26
"Q9P202","WHRN",1,11,11,26,26
"P0CB47","UBTFL1",1,26,26,26,26
"O95864","FADS2",1,4,4,26,26
"Q9NYZ1","TVP23B",1,15,15,26,26
"P82094","TMF1",1,1,1,26,26
"O95236","APOL3",1,25,25,26,26
"Q96LD4","TRIM47",1,2,2,26,26
"Q04727","TLE4",1,1,1,26,26
"O15270","SPTLC2",1,2,2,26,26
"Q9UKB1","FBXW11",16,64,4,415,25.9375
"P27540","ARNT",7,8,1.14285714285714,181,25.8571428571429
"Q9BWG6","SCNM1",7,168,24,181,25.8571428571429
"Q9UNS2","COPS3",6,25,4.16666666666667,155,25.8333333333333
"P05109","S100A8",4,19,4.75,103,25.75
"P63027","VAMP2",4,25,6.25,103,25.75
"Q53FD0","ZC2HC1C",4,45,11.25,103,25.75
"Q92890","UFD1",4,14,3.5,103,25.75
"Q9Y3Z3","SAMHD1",4,21,5.25,103,25.75
"Q99614","TTC1",4,6,1.5,103,25.75
"P62805","H4C9",17,49,2.88235294117647,437,25.7058823529412
"O00213","APBB1",9,145,16.1111111111111,231,25.6666666666667
"Q8N2W9","PIAS4",6,44,7.33333333333333,154,25.6666666666667
"Q6GQQ9","OTUD7B",3,9,3,77,25.6666666666667
"Q53GS7","GLE1",3,58,19.3333333333333,77,25.6666666666667
"Q9NQC3","RTN4",6,26,4.33333333333333,154,25.6666666666667
"Q96A33","CCDC47",3,6,2,77,25.6666666666667
"P35080","PFN2",3,12,4,77,25.6666666666667
"Q02962","PAX2",3,65,21.6666666666667,77,25.6666666666667
"Q8NBM4","UBAC2",3,45,15,77,25.6666666666667
"Q8TBE0","BAHD1",3,36,12,77,25.6666666666667
"Q96GN5","CDCA7L",3,43,14.3333333333333,77,25.6666666666667
"P26006","ITGA3",3,5,1.66666666666667,77,25.6666666666667
"P68871","HBB",3,3,1,77,25.6666666666667
"Q12933","TRAF2",22,129,5.86363636363636,564,25.6363636363636
"O43707","ACTN4",8,11,1.375,205,25.625
"P56945","BCAR1",13,230,17.6923076923077,333,25.6153846153846
"P53999","SUB1",5,5,1,128,25.6
"P03950","ANG",5,118,23.6,128,25.6
"O14544","SOCS6",5,11,2.2,128,25.6
"P06702","S100A9",7,46,6.57142857142857,179,25.5714285714286
"P27037","ACVR2A",2,5,2.5,51,25.5
"O76003","GLRX3",6,46,7.66666666666667,153,25.5
"Q9P1Z2","CALCOCO1",2,2,1,51,25.5
"Q9UGY1","NOL12",4,56,14,102,25.5
"Q14596","NBR1",2,6,3,51,25.5
"Q14689","DIP2A",2,16,8,51,25.5
"P13987","CD59",2,2,1,51,25.5
"Q13115","DUSP4",4,62,15.5,102,25.5
"Q9NX24","NHP2",2,2,1,51,25.5
"Q96DF8","ESS2",2,12,6,51,25.5
"Q9HCG8","CWC22",2,5,2.5,51,25.5
"P25686","DNAJB2",2,14,7,51,25.5
"P30679","GNA15",2,10,5,51,25.5
"O95365","ZBTB7A",2,12,6,51,25.5
"O43790","KRT86",2,21,10.5,51,25.5
"P14210","HGF",2,3,1.5,51,25.5
"P19237","TNNI1",2,4,2,51,25.5
"Q494U1","PLEKHN1",2,40,20,51,25.5
"Q96EH3","MALSU1",2,7,3.5,51,25.5
"Q9BZL3","SMIM3",2,30,15,51,25.5
"Q9UK22","FBXO2",2,3,1.5,51,25.5
"O60701","UGDH",2,3,1.5,51,25.5
"Q92544","TM9SF4",2,26,13,51,25.5
"Q8N8Y5","ZFP41",2,38,19,51,25.5
"Q9H6R7","WDCP",2,3,1.5,51,25.5
"Q96S82","UBL7",2,6,3,51,25.5
"Q9H0U9","TSPYL1",2,26,13,51,25.5
"Q9BPX5","ARPC5L",2,7,3.5,51,25.5
"Q9P1Y5","CAMSAP3",2,3,1.5,51,25.5
"Q8N0S2","SYCE1",2,3,1.5,51,25.5
"P62140","PPP1CB",13,173,13.3076923076923,331,25.4615384615385
"P01137","TGFB1",11,57,5.18181818181818,280,25.4545454545455
"P41235","HNF4A",11,209,19,280,25.4545454545455
"P63104","YWHAZ",36,478,13.2777777777778,915,25.4166666666667
"Q13492","PICALM",5,38,7.6,127,25.4
"P10599","TXN",8,17,2.125,203,25.375
"Q7L5D6","GET4",3,21,7,76,25.3333333333333
"P02549","SPTA1",3,6,2,76,25.3333333333333
"P78358","CTAG1B",3,11,3.66666666666667,76,25.3333333333333
"Q9UKF6","CPSF3",3,22,7.33333333333333,76,25.3333333333333
"O95684","CEP43",6,112,18.6666666666667,152,25.3333333333333
"Q14669","TRIP12",3,8,2.66666666666667,76,25.3333333333333
"Q6P3W7","SCYL2",3,10,3.33333333333333,76,25.3333333333333
"Q3B820","FAM161A",6,123,20.5,152,25.3333333333333
"Q9BSG1","ZNF2",3,70,23.3333333333333,76,25.3333333333333
"Q9UBE0","SAE1",3,12,4,76,25.3333333333333
"Q9NNW5","WDR6",3,5,1.66666666666667,76,25.3333333333333
"Q86UX6","STK32C",3,69,23,76,25.3333333333333
"Q8WVJ2","NUDCD2",3,4,1.33333333333333,76,25.3333333333333
"Q9BRX2","PELO",3,17,5.66666666666667,76,25.3333333333333
"Q16851","UGP2",3,3,1,76,25.3333333333333
"Q9BQ89","FAM110A",4,52,13,101,25.25
"Q9UPW6","SATB2",4,6,1.5,101,25.25
"O14787","TNPO2",4,40,10,101,25.25
"Q9Y3Y2","CHTOP",4,9,2.25,101,25.25
"Q12846","STX4",4,12,3,101,25.25
"Q9Y265","RUVBL1",14,78,5.57142857142857,353,25.2142857142857
"P13667","PDIA4",5,5,1,126,25.2
"Q13422","IKZF1",6,43,7.16666666666667,151,25.1666666666667
"O94906","PRPF6",6,16,2.66666666666667,151,25.1666666666667
"P17096","HMGA1",7,34,4.85714285714286,176,25.1428571428571
"P04899","GNAI2",8,29,3.625,201,25.125
"Q86YD7","FAM90A1",8,193,24.125,201,25.125
"Q9Y5V3","MAGED1",9,60,6.66666666666667,226,25.1111111111111
"P08575","PTPRC",3,3,1,75,25
"Q9Y576","ASB1",1,2,2,25,25
"P30793","GCH1",2,25,12.5,50,25
"Q13972","RASGRF1",1,2,2,25,25
"Q13585","GPR50",1,5,5,25,25
"Q01968","OCRL",9,165,18.3333333333333,225,25
"P21359","NF1",5,5,1,125,25
"O75190","DNAJB6",7,80,11.4285714285714,175,25
"Q9C0K0","BCL11B",1,3,3,25,25
"Q9Y248","GINS2",1,1,1,25,25
"Q9NZM4","BICRA",1,6,6,25,25
"Q9NZV5","SELENON",1,5,5,25,25
"Q9UPN9","TRIM33",5,44,8.8,125,25
"Q6ZMZ0","RNF19B",3,39,13,75,25
"Q9Y2K6","USP20",3,45,15,75,25
"P20929","NEB",2,2,1,50,25
"Q9H147","DNTTIP1",3,6,2,75,25
"Q9Y2F5","ICE1",1,3,3,25,25
"P20701","ITGAL",1,1,1,25,25
"P05026","ATP1B1",4,10,2.5,100,25
"O94763","URI1",4,26,6.5,100,25
"P36896","ACVR1B",2,3,1.5,50,25
"Q9BSJ8","ESYT1",3,7,2.33333333333333,75,25
"Q13007","IL24",1,1,1,25,25
"Q70E73","RAPH1",1,3,3,25,25
"Q5T5A8","LCE3C",2,39,19.5,50,25
"Q5TA79","LCE2A",2,36,18,50,25
"Q68E01","INTS3",3,5,1.66666666666667,75,25
"Q96C00","ZBTB9",3,13,4.33333333333333,75,25
"Q99598","TSNAX",6,76,12.6666666666667,150,25
"Q9BTA9","WAC",2,10,5,50,25
"Q9NRW7","VPS45",2,2,1,50,25
"Q969F0","FATE1",4,15,3.75,100,25
"Q96LR4","TAFA4",2,50,25,50,25
"Q8NI17","IL31RA",1,1,1,25,25
"Q8IXQ5","KLHL7",1,4,4,25,25
"Q9P2W9","STX18",2,15,7.5,50,25
"Q9UGU5","HMGXB4",2,8,4,50,25
"Q9UPS6","SETD1B",1,9,9,25,25
"Q969M3","YIPF5",2,27,13.5,50,25
"Q9NSG2","C1orf112",1,7,7,25,25
"Q9Y587","AP4S1",1,12,12,25,25
"Q9NQC8","IFT46",1,14,14,25,25
"Q99972","MYOC",2,5,2.5,50,25
"P10145","CXCL8",2,2,1,50,25
"Q7Z769","SLC35E3",1,7,7,25,25
"Q9UHF4","IL20RA",2,32,16,50,25
"Q8IUW5","RELL1",1,8,8,25,25
"Q8IYS4","DNAAF8",1,25,25,25,25
"Q9UI38","PRSS50",1,11,11,25,25
"Q9HCJ2","LRRC4C",2,25,12.5,50,25
"P01568","IFNA21",1,22,22,25,25
"O00626","CCL22",2,28,14,50,25
"P09016","HOXD4",1,3,3,25,25
"Q9UJW2","TINAG",1,20,20,25,25
"O75752","B3GALNT1",1,19,19,25,25
"Q6ZMY9","ZNF517",1,25,25,25,25
"Q96J88","EPSTI1",1,4,4,25,25
"O95238","SPDEF",1,8,8,25,25
"Q8WUY3","PRUNE2",1,4,4,25,25
"P32456","GBP2",2,15,7.5,50,25
"Q9HBD1","RC3H2",1,2,2,25,25
"Q9BYZ2","LDHAL6B",2,4,2,50,25
"Q8IUN9","CLEC10A",1,2,2,25,25
"Q76N32","CEP68",1,7,7,25,25
"O15055","PER2",1,1,1,25,25
"Q6ZV73","FGD6",1,2,2,25,25
"Q9H6W3","RIOX1",1,12,12,25,25
"P49354","FNTA",2,14,7,50,25
"Q9HAD4","WDR41",1,2,2,25,25
"Q9UNN4","GTF2A1L",1,17,17,25,25
"Q86YN6","PPARGC1B",1,5,5,25,25
"Q3T906","GNPTAB",1,3,3,25,25
"Q5JR12","PPM1J",1,13,13,25,25
"Q96QE5","TEFM",1,9,9,25,25
"Q00597","FANCC",3,3,1,75,25
"Q13641","TPBG",1,1,1,25,25
"P57721","PCBP3",2,10,5,50,25
"P02765","AHSG",2,2,1,50,25
"P27144","AK4",1,1,1,25,25
"Q9UMS6","SYNPO2",1,1,1,25,25
"Q15744","CEBPE",2,2,1,50,25
"O75342","ALOX12B",1,1,1,25,25
"Q9H6S1","AZI2",1,2,2,25,25
"Q6GPH4","XAF1",1,5,5,25,25
"Q4G176","ACSF3",1,5,5,25,25
"Q5JUK2","SOHLH1",1,13,13,25,25
"P59942","MCCD1",1,1,1,25,25
"Q9UHR4","BAIAP2L1",2,2,1,50,25
"Q96NB2","SFXN2",1,5,5,25,25
"Q6ZS10","CLEC17A",1,5,5,25,25
"Q6ZVE7","GOLT1A",1,4,4,25,25
"Q96KA5","CLPTM1L",1,1,1,25,25
"P06127","CD5",1,1,1,25,25
"Q9UPU7","TBC1D2B",1,1,1,25,25
"Q5VTE6","ANGEL2",1,1,1,25,25
"Q8TAM1","BBS10",1,1,1,25,25
"P80075","CCL8",1,4,4,25,25
"Q9Y5S1","TRPV2",1,20,20,25,25
"Q99873","PRMT1",9,39,4.33333333333333,224,24.8888888888889
"P42566","EPS15",9,89,9.88888888888889,224,24.8888888888889
"P63279","UBE2I",20,109,5.45,497,24.85
"P30307","CDC25C",5,16,3.2,124,24.8
"P06756","ITGAV",5,9,1.8,124,24.8
"O75593","FOXH1",4,83,20.75,99,24.75
"Q92922","SMARCC1",8,42,5.25,198,24.75
"Q9NVX0","HAUS2",4,26,6.5,99,24.75
"O43615","TIMM44",4,5,1.25,99,24.75
"P20674","COX5A",4,10,2.5,99,24.75
"Q53G59","KLHL12",4,7,1.75,99,24.75
"P28482","MAPK1",16,74,4.625,395,24.6875
"Q6MZP7","LIN54",3,34,11.3333333333333,74,24.6666666666667
"Q96T58","SPEN",3,7,2.33333333333333,74,24.6666666666667
"Q9H7D0","DOCK5",3,61,20.3333333333333,74,24.6666666666667
"Q14573","ITPR3",3,3,1,74,24.6666666666667
"P13805","TNNT1",3,44,14.6666666666667,74,24.6666666666667
"Q8N5F7","NKAP",3,24,8,74,24.6666666666667
"Q8IX03","WWC1",3,31,10.3333333333333,74,24.6666666666667
"P06737","PYGL",3,2,0.666666666666667,74,24.6666666666667
"P42772","CDKN2B",3,18,6,74,24.6666666666667
"P52435","POLR2J",3,5,1.66666666666667,74,24.6666666666667
"Q9H9Q2","COPS7B",3,28,9.33333333333333,74,24.6666666666667
"P53701","HCCS",3,15,5,74,24.6666666666667
"O96006","ZBED1",3,13,4.33333333333333,74,24.6666666666667
"Q9BT25","HAUS8",3,11,3.66666666666667,74,24.6666666666667
"Q9BXK5","BCL2L13",3,7,2.33333333333333,74,24.6666666666667
"O94776","MTA2",8,44,5.5,197,24.625
"Q92870","APBB2",5,104,20.8,123,24.6
"P18754","RCC1",5,44,8.8,123,24.6
"P21964","COMT",5,59,11.8,123,24.6
"Q14627","IL13RA2",5,98,19.6,123,24.6
"P10636","MAPT",26,538,20.6923076923077,639,24.5769230769231
"P04075","ALDOA",7,6,0.857142857142857,172,24.5714285714286
"Q9Y4J8","DTNA",2,4,2,49,24.5
"Q5VT25","CDC42BPA",2,4,2,49,24.5
"P13647","KRT5",4,15,3.75,98,24.5
"O43294","TGFB1I1",2,2,1,49,24.5
"P09913","IFIT2",2,37,18.5,49,24.5
"O15550","KDM6A",4,13,3.25,98,24.5
"Q9NPC1","LTB4R2",2,45,22.5,49,24.5
"P14316","IRF2",4,74,18.5,98,24.5
"P28749","RBL1",4,4,1,98,24.5
"Q8IYX7","SAXO1",2,17,8.5,49,24.5
"P17482","HOXB9",4,45,11.25,98,24.5
"P78337","PITX1",4,76,19,98,24.5
"Q5T5B0","LCE3E",2,37,18.5,49,24.5
"Q9BQY4","RHOXF2",4,48,12,98,24.5
"Q9BSR8","YIPF4",2,24,12,49,24.5
"Q9H4P4","RNF41",4,25,6.25,98,24.5
"Q6ZNH5","ZNF497",2,36,18,49,24.5
"P08240","SRPRA",2,13,6.5,49,24.5
"Q9UPN4","CEP131",4,6,1.5,98,24.5
"Q9NZE8","MRPL35",2,35,17.5,49,24.5
"Q6ZN55","ZNF574",2,20,10,49,24.5
"Q8N697","SLC15A4",2,38,19,49,24.5
"Q6PI78","TMEM65",2,33,16.5,49,24.5
"P61978","HNRNPK",17,58,3.41176470588235,416,24.4705882352941
"P51692","STAT5B",5,24,4.8,122,24.4
"Q96BK5","PINX1",5,90,18,122,24.4
"Q9UEU0","VTI1B",5,72,14.4,122,24.4
"P42338","PIK3CB",5,12,2.4,122,24.4
"Q5S007","LRRK2",60,1227,20.45,1461,24.35
"P04233","CD74",6,97,16.1666666666667,146,24.3333333333333
"Q9BV38","WDR18",3,6,2,73,24.3333333333333
"Q7Z3K3","POGZ",6,64,10.6666666666667,146,24.3333333333333
"Q8IZU1","FAM9A",3,15,5,73,24.3333333333333
"Q9UHD4","CIDEB",3,5,1.66666666666667,73,24.3333333333333
