"pubmedID","pvalue","xmin_est","xmax","ntail","len_degree","unique_degree","gof","alpha","n_inter"
"20676093","0.82","4","7","5","10","6","0.100842935660911","4.79940099091152",17
"12411495","0.09","2","4","8","9","4","0.307157501297805","2.40446669133006",14
"22439931","0.17","6","9","8","11","4","0.228602641353791","4.94210595209793",32
"8895581","0.09","3","8","9","9","3","0.211141494352216","3.23984647187901",20
"20460684","0.57","1","13","21","21","6","0.0724111199105988","1.96676368534019",29
"9528857","0.46","2","5","6","9","4","0.148723655513935","3.08930934905226",10
"11430826","0.14","1","6","8","8","4","0.206917503612689","1.85473376684825",10
"29028833","0.89","4","39","12","41","9","0.0930932107180501","2.18859621920038",95
"9412493","0.43","2","5","5","8","4","0.176059005445973","2.77373675375819",9
"16697956","0.78","5","7","7","13","6","0.0875211357307242","6.47113746296978",27
"15694340","0.37","5","8","10","14","7","0.117196909617927","4.47786520878589",37
"15721256","0.68","2","8","6","10","4","0.10422962114691","2.76987899613227",12
"17289999","0.02","1","8","10","10","4","0.23562591350482","1.69806141662431",18
"17962807","0.72","5","9","8","14","8","0.0962807500145065","4.21958708396916",33
"17274640","0","2","26","24","39","6","0.147626362088887","2.59671198135691",63
"9427749","0.69","2","9","8","12","6","0.0898105862938144","2.45025066804075",17
"22649097","0.69","2","8","9","11","5","0.0940185708028107","2.94193983531497",15
"18838386","0.14","7","17","9","25","10","0.161200837514522","3.19975071439017",67
"17318177","0.31","4","6","6","8","5","0.241149139939375","4.47644707875986",16
"22323595","0.19","1","6","8","8","4","0.191135390187049","1.88604230829507",10
"10373544","0.03","1","5","8","8","4","0.325178231093136","1.62476791727098",14
"12482968","0.68","5","14","5","16","7","0.120980065490917","3.32274685771535",30
"8684459","0.62","2","6","6","8","4","0.1275362802511","2.95143858585239",10
"9710619","0.14","5","9","6","13","5","0.196049103704495","4.15152940626768",24
"15146057","0.95","5","7","6","9","5","0.0508905562217934","6.97538653098932",20
"27716508","0.6","1","28","48","48","10","0.0443559476135238","2.02486043751756",73
"11926829","0.64","3","5","4","8","5","0.11417240748773","3.92889386328696",11
"10747088","0.05","1","7","10","10","3","0.300059146260796","1.83799273913582",13
"12032298","0.01","1","8","7","7","3","0.507932613374894","1.51568799544875",17
"23540691","0.13","1","6","10","10","3","0.183321735733607","1.93136093145234",12
"14565974","0.15","2","4","7","8","4","0.272939688027087","2.68813338842059",11
"15138260","0.15","1","10","11","11","3","0.146760179238712","2.07469768509685",13
"11244092","0.64","3","5","4","8","5","0.11417240748773","3.92889386328696",11
"14718166","0.27","2","11","9","13","5","0.145717501042827","2.63837329380633",19
"22195966","0.06","1","4","8","8","4","0.283713823971704","1.7449502723056",11
"18255255","0.05","3","19","15","29","8","0.135410581191057","2.54293557249695",57
"9242638","0","5","8","10","14","6","0.309664119417776","3.58426460786115",37
"12096124","0.46","4","7","3","9","6","0.149484417211891","3.67267058041058",13
"12192000","0.09","3","5","7","7","3","0.341980317866338","3.02515910449473",15
"11359773","0.05","2","4","7","8","4","0.359074479945397","2.43226789995508",12
"9162092","0.53","2","6","7","7","5","0.132040998103862","2.49130032416417",12
"18000879","0.06","3","18","16","23","8","0.144749485597185","2.6120031678879",53
"17574030","0.38","3","8","7","9","5","0.147054969016676","2.82434809392389",19
"22500027","0.24","3","10","10","14","9","0.160432326268162","2.35709350927999",32
"12668731","0.08","1","4","6","6","3","0.456916468950753","1.67483970148052",9
"23221635","0.67","7","10","5","14","8","0.129558297029131","6.324965639019",30
"24923560","0.58","1","18","20","20","4","0.0547406929085451","2.49915480990618",21
"26700805","0.85","3","6","4","7","5","0.110954362205421","3.55795440886737",10
"29180510","0.15","2","9","8","8","5","0.202296256570945","2.04983537578144",19
"27485016","0.59","3","6","4","11","5","0.110954371957654","3.55795450114322",12
"12943985","0.22","2","9","9","11","4","0.173717249543676","2.9196362274784",16
"22002062","0.83","1","25","28","28","5","0.0399444581538828","2.26549633472135",35
"17363905","0.36","2","6","8","13","5","0.128061211469396","2.72119018369604",15
"18685082","0.12","2","8","10","14","4","0.173802298908982","2.64237129868318",20
"17190602","0.88","9","11","4","13","7","0.0892803666615208","9.05339655940966",36
"26382858","0","1","87","109","109","4","0.0511371522223745","2.93722013430346",124
"23665581","0.27","3","5","5","7","4","0.33832717991573","3.36642909466346",11
"18423201","0.79","3","6","6","10","5","0.100852919381644","3.82217112967051",14
"27637333","0","1","157","176","176","4","0.0874856634107297","2.66521181785162",222
"27621311","0.91","1","10","14","14","4","0.0441189082309322","2.31914800221031",14
"22331464","0.35","2","7","5","7","4","0.200761025386358","2.51775060461715",10
"11500364","0.78","2","6","6","11","5","0.087917120434101","2.705592535038",12
"27649529","0.79","4","7","4","10","6","0.114059595432088","4.27479797788099",15
"16306228","0.63","2","27","21","33","8","0.0683425789504482","2.41114967105025",52
"24550280","0.06","1","38","69","69","7","0.0528128443789311","2.63767818799564",78
"17923090","0.25","2","6","6","8","4","0.183310427827849","2.40900825173436",12
"10069390","0.08","1","6","9","9","3","0.31278893986899","1.8088528154977",12
"15964851","0.7","2","10","7","13","5","0.087104591130292","2.49130039858196",16
"11002417","0.82","3","6","5","11","5","0.0976476476468068","3.96190720547072",13
"14695475","0.19","1","6","8","8","4","0.191135390187049","1.88604230829507",10
"11024021","0.54","2","7","7","9","4","0.142562817335696","2.74914067814542",12
"24438103","0.17","1","7","11","11","4","0.13516789698075","1.94874872651745",13
"11577104","0.62","2","8","5","9","4","0.119984645765002","2.56314142487776",11
"19953087","0","1","120","163","163","4","0.0853697189822964","2.67464328739365",203
"16209941","0.8","3","7","5","8","4","0.129856581750137","3.3097070340853",12
"18805092","0.06","2","6","10","15","5","0.178660468419144","2.39079466429661",21
"27565346","0.04","1","116","120","120","4","0.0318427872501241","3.66813320295733",122
"24358021","0.83","6","11","5","16","8","0.0941767475512807","4.49700093227598",29
"20211142","0.23","3","50","176","495","24","0.0393431919638528","2.42801729260875",774
"21119685","0.7","2","9","9","12","5","0.0901055942674964","2.57534735867672",17
"12052866","0.27","2","10","7","12","4","0.148508309218446","2.72272605119162",15
"28883622","0.01","1","72","105","105","5","0.0481491983034352","2.76999028217617",123
"17183367","0.96","3","5","5","8","5","0.075373437338758","4.36700469364832",11
"12149480","0.61","3","6","5","8","5","0.157595465626364","3.49962106250372",12
"17392787","0.38","1","15","19","19","5","0.0815500748879038","2.08741205693048",25
"16964240","0.03","2","29","28","31","4","0.22116071609144","3.57302080071442",56
"17041588","0.3","3","18","15","28","9","0.119083935833473","2.19880260536242",65
"16949367","0","1","30","31","31","6","0.222154868375717","1.77737209920149",60
"19295130","0.29","5","33","23","56","18","0.102925475975875","2.1350462132752",187
"12732143","0.2","2","12","13","13","3","0.126147626091818","2.79950292767616",24
"27203177","0.22","1","5","8","8","5","0.182698406429322","1.79736434067279",11
"17500065","0.75","8","14","7","18","10","0.116966055552152","4.48193718712173",51
"15758953","0.4","4","11","5","12","6","0.151460033955735","3.78136395346306",20
"22464731","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"16391231","0.83","4","12","6","11","7","0.0979030852048294","3.26889114772846",22
"8940050","0.15","1","5","8","8","3","0.222018285662835","1.89310354482487",10
"10921873","0.74","3","6","5","9","6","0.122830803234478","3.23422456352619",13
"9482852","0.13","3","8","6","7","5","0.270267760463824","2.604690727226",16
"9751720","0.09","4","9","8","8","3","0.212372506168342","3.03597980049946",25
"14729954","0.16","3","7","7","8","4","0.220624958173931","3.02994833689046",17
"11013263","0.61","1","11","15","15","4","0.0750241885872067","2.3000113052298",16
"19377461","0.06","1","40","48","48","3","0.088880912606044","3.31289928517788",47
"25303530","0.17","1","27","28","28","4","0.0912601970731447","2.15531867147454",38
"17242407","0.17","2","13","15","15","3","0.127251139289345","2.9305919761382",27
"9611234","0.68","3","6","5","7","4","0.157595459768445","3.49962102109423",11
"23555304","0.19","4","31","31","40","17","0.111394845429842","2.12386245226606",171
"20811636","0","2","160","89","190","6","0.149527131264406","3.91172404784797",283
"12080061","0.47","2","10","6","12","4","0.115929489530684","2.65217571375861",14
"21044950","0","1","174","335","335","11","0.126522440387736","2.01500920691645",623
"15383534","0.32","6","11","4","13","6","0.160702084398336","4.76282785155636",22
"15316005","0.24","1","6","8","8","5","0.186728279354885","1.80658171185186",11
"29467281","0.03","1","99","122","122","8","0.0412579045501799","2.73344764888724",142
"20661446","0.14","6","8","9","15","7","0.247425289639943","6.2770674520959",41
"24584437","0.07","1","4","8","8","3","0.313433912198383","1.87910108319028",9
"26555259","0.77","3","6","4","8","5","0.110954364547591","3.55795443102903",11
"27845895","0.12","2","4","5","6","4","0.288866783829693","2.37774598859895",9
"18468998","0.31","1","11","20","20","3","0.0830221880735617","2.44443900124414",21
"24927568","0.66","1","26","56","56","11","0.0416744317773264","1.86915849763415",104
"27097363","0.42","5","8","6","13","6","0.140080681881419","5.53894250211246",26
"17525332","0.77","1","7","14","14","5","0.0679226204910766","2.09496763083158",15
"16275660","0.61","2","8","8","19","5","0.0740978807492152","2.90234645449824",18
"17872946","0.42","5","10","5","13","8","0.153330319774871","3.76595506555234",25
"21343306","0.38","2","24","23","27","6","0.0815969969023772","2.74637613934065",50
"22119785","0","1","54","176","176","18","0.0601305576738804","1.93011049638984",303
"26424800","0.26","2","9","10","10","3","0.139612906224361","2.65765136712519",18
"18775313","0.59","4","39","24","63","14","0.0781900190981875","2.27268224344521",152
"22466964","0.06","2","8","9","11","5","0.216295695506223","2.18074040358782",20
"26389662","0","1","63","204","204","16","0.0812496394614108","2.39909165441169",279
"21832065","0.38","3","5","4","7","4","0.245693612503707","3.09132237002856",10
"24424410","0.28","2","5","6","9","4","0.165871285125989","2.68446298885167",11
"9417867","0.07","1","6","7","7","3","0.372264797337859","1.74340687480825",10
"21081503","0.03","1","384","387","387","6","0.0254014979923094","4.65668987296191",394
"11266503","0.56","2","10","11","13","6","0.114450760198526","2.33387057830777",23
"18286207","0.27","2","8","6","8","4","0.194891414023165","2.56769530152939",12
"10490659","0.2","2","9","7","8","4","0.200797397854566","2.57096507466135",14
"11697890","0.15","3","7","9","10","4","0.179417334234311","3.42437367021523",20
"11931757","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"17716973","0.06","1","5","6","6","3","0.489139831736406","1.59759697010181",11
"11784859","0.3","2","13","9","15","6","0.124999448729805","2.23940765731319",23
"11118440","0.68","3","6","5","7","4","0.157595459768445","3.49962102109423",11
"12374985","0.47","2","10","6","9","4","0.128174224478107","2.80737148336202",12
"23708667","0.11","1","8","12","12","4","0.170757368898898","1.94248640999994",15
"10444591","0.44","4","9","8","11","6","0.134484020141906","3.33071152677137",26
"19703393","0.15","2","10","9","14","6","0.156706414927731","2.37177288800254",21
"17255935","0.02","3","12","12","13","4","0.263088985724144","3.03768285929707",32
"9790534","0.13","3","8","8","9","4","0.220551856176192","2.98763583040749",20
"11102443","0.17","1","12","13","13","5","0.131867421019864","1.96242257519745",17
"9885572","0.41","4","12","6","11","6","0.149279201904462","2.70815598249051",26
"10220385","0.08","1","4","9","9","3","0.316728493251368","1.81829882499251",11
"21670149","0.52","11","22","7","23","10","0.145932721964814","5.95954930349917",73
"12015313","0.24","4","9","9","13","6","0.157178334157634","3.8452580068249",28
"26028330","0.48","1","18","47","47","9","0.051754945473188","2.02062972934736",73
"25123934","0.02","1","20","22","22","4","0.185121632649462","1.96117014572865",33
"11533236","0.4","2","6","7","8","4","0.164735663039949","2.99803079922326",11
"12493763","0.24","1","17","17","17","5","0.11086890743588","1.92634438494555",26
"9804427","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"29911972","0","1","96","244","244","9","0.0533681504991707","3.09316068881624",286
"26841866","0.01","1","58","107","107","8","0.056866727144032","2.50666563952376",142
"20711169","0.04","1","11","10","10","3","0.257831542844258","1.80105262152051",16
"19498464","0.78","1","16","24","24","7","0.0479953355632472","1.96553735443946",35
"21724829","0.28","1","8","10","10","4","0.146456940935607","1.96012871180291",12
"26527279","0","1","177","179","179","5","0.0266841153656345","3.65783287567348",188
"20932476","0.43","2","4","5","8","4","0.167401294581297","2.73069661738613",9
"12609980","0.06","1","5","10","10","4","0.240812722266005","1.76151531205559",14
"16959763","0.38","1","6","12","12","5","0.11048374806486","2.00740544981292",13
"12874272","0.5","2","5","6","7","4","0.165871286111607","2.68446299450908",10
"11340065","0.43","2","4","5","8","4","0.167401294581297","2.73069661738613",9
"11927591","0.29","2","9","7","10","5","0.159795649907319","2.31706775883335",16
"12438698","0.6","2","6","7","8","5","0.129126971985228","2.43226789995521",13
"27312108","0.59","3","5","6","8","4","0.136458492912381","4.11637368426799",12
"29656893","0","1","275","513","513","8","0.0507891443355731","2.63048115382809",683
"17148452","0.02","1","45","85","85","6","0.0576867277842557","2.40060413304258",111
"14505570","0.7","5","7","7","16","7","0.08752114340078","6.4711375792245",33
"21757351","0.04","1","5","7","7","4","0.371800912835904","1.60045584656831",13
"16260778","0.36","1","10","14","14","6","0.118707391840253","1.81447451019725",21
"20178742","0.1","5","8","7","9","5","0.308516528209869","4.03110002622772",25
"16916636","0.37","2","14","8","15","5","0.109123504781682","2.49217463228755",20
"20562857","0.64","2","7","5","8","4","0.135852041771685","2.63640849279609",10
"18256688","0.43","2","4","5","8","4","0.167401294581297","2.73069661738613",9
"10531037","0.39","1","18","17","17","3","0.0786115914560974","2.31623694944584",20
"10531035","0.48","4","11","9","15","4","0.112036202905172","4.38020711271937",26
"17463251","0.5","1","13","17","17","6","0.0814683280047179","2.06798580634776",21
"23770852","0.06","1","5","7","7","3","0.402676745084283","1.65484565496802",12
"28614300","0.59","1","10","18","18","5","0.0624341376612726","2.2093220223728",18
"10230407","0.72","3","5","4","10","5","0.114172407701485","3.92889386503037",12
"16759355","0.64","2","7","5","8","4","0.135852041771685","2.63640849279609",10
"12684064","0.82","2","5","6","8","5","0.102894851751666","2.80737153616394",10
"24912152","0.77","3","5","4","9","5","0.114172407697093","3.92889386499455",11
"25332235","0.04","1","98","122","122","5","0.0384289389728748","3.11427908803764",132
"20596027","0.79","1","14","22","22","4","0.0374117762769555","2.57348510650698",20
"23319600","0.67","1","9","14","14","4","0.0675544407100718","2.30165592365356",14
"29507117","0.76","1","11","15","15","5","0.0676214592844097","2.13803960123444",17
"17081987","0.14","1","6","8","8","4","0.206917503612689","1.85473376684825",10
"11337588","0.54","8","13","7","15","6","0.126624762474333","8.15108288178736",42
"25143387","0.54","1","5","11","11","5","0.0920421243923518","2.08911233221762",11
"14615539","0.5","2","6","8","10","4","0.128844656436478","2.67528806959285",14
"15102850","0.09","7","9","6","8","5","0.28626449390713","5.25209711725137",30
"22203680","0.16","3","7","8","8","3","0.197899669493307","2.84058748881871",19
"19369211","0.33","2","8","6","9","4","0.160148796340809","2.65217593329406",12
"21926987","0.21","3","8","6","9","4","0.194400805470456","3.06226646261836",15
"22100920","0.04","1","7","7","7","5","0.328849706075728","1.53275390304251",17
"19826003","0.74","3","8","8","14","5","0.0844808352865146","3.32893876161228",20
"25012665","0.65","2","5","5","7","5","0.139428200106511","2.59766227421668",9
"24464857","0.15","1","9","10","10","4","0.163959126516288","1.88044681955792",14
"25669885","0.19","1","5","9","9","4","0.187931951012588","1.76754701891128",13
"25673878","0.84","5","7","4","9","5","0.0997971618097557","5.64647514846459",17
"25482201","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"25750436","0.54","2","10","11","13","6","0.103545027886593","2.50255553955285",22
"24151075","0.27","3","5","5","7","4","0.33832717991573","3.36642909466346",11
"26986935","0.51","3","11","5","12","6","0.115458195709339","2.74114128047754",17
"23275563","0.01","1","84","137","137","4","0.0392518844100219","3.4232593272615",145
"20921139","0.08","1","7","8","8","5","0.254869655799472","1.68686176209476",13
"22094255","0.04","1","5","7","7","4","0.371800912835904","1.60045584656831",13
"24457600","0","1","617","1042","1042","10","0.0761654582466306","2.25271667934767",1738
"28068325","0.36","1","16","18","18","4","0.0655494708219818","2.60910876827608",18
"22990118","0","1","196","644","644","13","0.0337058506330652","2.48223662317988",910
"23086937","0.62","2","6","6","8","4","0.1275362802511","2.95143858585239",10
"25252691","0.49","2","6","6","8","5","0.149813424303222","2.5965296793537",11
"18001825","0.33","2","8","6","9","4","0.160148796340809","2.65217593329406",12
"18001824","0.64","2","7","6","8","4","0.112390614689991","3.05035484693083",10
"26121674","0.14","1","5","8","8","4","0.219302316216608","1.88604230829498",10
"24835590","0","1","71","121","121","4","0.0570607630865295","2.89265784815461",139
"11238380","0.52","3","8","8","9","6","0.136300640462172","2.84971448041671",20
"9845365","0.63","2","8","7","9","5","0.121900984978666","2.43226770789402",14
"15985610","0.11","2","10","9","11","6","0.196679757163732","2.1090576336869",22
"18809673","0.2","2","14","13","13","7","0.146401186905623","2.08074662542414",33
"23602572","0","3","28","27","31","8","0.264868881762576","3.19936420852074",82
"30108113","0","1","136","200","200","4","0.0476960537399158","3.08233172251974",230
"11018012","0.11","2","7","10","11","4","0.211108091281392","2.47148463607546",18
"9153201","0.6","2","4","7","8","4","0.109886900548203","3.15130660657988",10
"9575161","0.12","2","6","8","8","3","0.201708447199484","2.48388432218731",14
"24743594","0.54","1","13","17","17","4","0.0699683490515151","2.18186964198015",20
"19240029","0.78","2","15","10","19","6","0.0681374879964662","2.37274595329025",26
"17426036","0.09","1","6","9","9","5","0.22025975460805","1.75766667256141",13
"23695783","0.59","6","9","10","16","9","0.0877831357270372","6.0578766200286",44
"17461779","0","2","34","27","40","9","0.154493164612814","2.47608867363843",75
"12370081","0.5","2","5","7","8","4","0.147136827080777","2.86680099716411",11
"17540176","0","2","28","20","33","5","0.183463114940037","2.98821910703365",50
"15380617","0.75","1","9","12","12","4","0.0658159005721851","2.12646680055032",13
"16990800","0.08","1","31","39","39","5","0.0670088197893514","2.53812270158654",45
"21182203","0","1","287","303","303","4","0.020009041429808","3.69736114841917",326
"17525340","0.39","2","5","6","7","5","0.179709809719468","2.39488097868628",11
"23524849","0.15","2","19","18","24","5","0.124409847582738","2.88614894034333",39
"11279055","0.71","2","12","10","14","6","0.0932272826982606","2.56726851457346",21
"12612062","0.39","4","6","3","7","6","0.203236560823246","4.12410431712121",11
"15310755","0.05","1","6","11","11","3","0.272489789496227","1.90634106976012",13
"26578655","0.1","1","5","13","13","5","0.148450275464604","2.01208239209039",14
"9891079","0.65","2","13","9","15","5","0.0886292672649676","2.8282034420806",19
"18765789","0.01","1","15","15","15","3","0.377183661405266","1.75206199057382",27
"12917342","0.2","1","7","11","11","5","0.133462081989614","1.98224916464776",14
"28420882","0.07","1","4","6","6","3","0.433285309706649","1.63148189175029",10
"12837248","0.79","1","12","19","19","5","0.0549464663663933","2.13851584962073",22
"11336697","0.23","1","9","8","8","4","0.178245992999559","1.78732361489289",13
"17141982","0.03","1","4","8","8","3","0.49305327910745","1.66443958063292",12
"19262567","0.61","1","6","11","11","3","0.0862754982650392","2.06697798704234",12
"23142077","0.31","4","6","6","8","5","0.241149139939375","4.47644707875986",16
"22864571","0.15","1","5","8","8","3","0.222018285662835","1.89310354482487",10
"22585859","0.38","2","6","6","7","5","0.183310387946313","2.40900809433957",11
"27810922","0.56","1","12","13","13","4","0.0863024995029863","2.04978695435754",16
"9325248","0.06","1","4","7","7","3","0.488137126720545","1.68903526784902",10
"19427028","0.43","2","9","9","14","5","0.116238635099884","2.32183033954829",21
"11965497","0.22","2","7","5","6","4","0.236434132620396","2.43348264274933",10
"25517094","0.08","3","11","9","13","6","0.190881948114245","2.9710947811074",26
"21382349","0.08","1","68","70","70","4","0.0415787149218819","3.21184290364864",73
"16902406","0.31","1","8","10","10","4","0.137716997564063","1.8153310200892",15
"10861224","0.28","2","8","8","9","5","0.181024510637257","2.14436671228736",18
"25752541","0","1","20","30","30","7","0.133133656496146","1.97681199196796",43
"25065758","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"17510365","0.62","1","20","34","34","7","0.0465586328081796","2.2104955488401",43
"21782231","0.58","2","6","5","7","4","0.152273723214656","2.65765136621347",9
"17711858","0.61","1","7","11","11","4","0.0860223765357112","2.07033237458225",12
"16730941","0.06","1","19","58","58","11","0.0857578394431726","1.89748323410652",101
"20972456","0.06","1","4","7","7","4","0.349714043143375","1.69767388288691",10
"17081986","0.5","3","6","5","9","5","0.15759546909646","3.49962108703375",13
"23395904","0.29","2","8","8","10","4","0.158486382259136","2.90234614097199",14
"15561718","0.01","2","38","37","42","5","0.198052996491768","3.67577330166951",76
"18806873","0.44","1","9","13","13","4","0.0991429176927512","2.08945173775259",14
"9687515","0.04","1","5","8","8","3","0.406826894257088","1.74099365142114",11
"19287395","0.62","2","8","5","9","4","0.119984645765002","2.56314142487776",11
"9822659","0.16","2","7","7","9","5","0.197077195767777","2.15508019873389",16
"14519125","0.16","1","10","11","11","4","0.138975697790704","1.95925141299417",14
"18599441","0.08","5","12","10","13","6","0.170422328144575","3.42777357903795",41
"24396066","0.02","1","4","8","8","4","0.353988066618785","1.63869134143607",13
"16541103","0.07","1","5","8","8","3","0.295473222154913","1.83413817430576",10
"21282530","0.54","1","69","154","154","12","0.0227962439074795","2.2217843490562",238
"22325352","0.14","14","39","12","40","17","0.14243418198484","4.70824702030593",187
"16943429","0.42","3","8","7","11","7","0.155108916887575","2.67240669848668",20
"21596310","0.19","1","6","8","8","4","0.191135390187049","1.88604230829507",10
"19636380","0.11","2","9","11","12","6","0.171098654721113","2.2005031423833",24
"20601937","0.18","3","20","13","21","11","0.142090330387036","2.06268669136876",57
"24510904","0.01","1","50","52","52","7","0.0724896475500612","2.63973668909618",61
"15670829","0.52","1","9","13","13","4","0.0849127627534054","2.22072486176055",14
"17258210","0.27","3","5","4","6","5","0.245693621696149","3.09132242668213",10
"15107846","0.8","2","8","6","11","5","0.0813186816276535","2.56769486062082",13
"21911421","0.39","3","9","10","14","7","0.133534105096225","2.65423006806163",29
"17403899","0.02","2","14","14","21","5","0.217060514651828","2.73686598226829",31
"20016603","0.04","1","5","10","10","4","0.232973100573229","1.80400114072144",13
"25944111","0.08","1","33","37","37","4","0.0636356582032093","2.97367970711377",37
"11719186","0.53","7","14","7","15","6","0.123240566112131","5.97886631318939",37
"20531386","0.06","3","17","11","18","7","0.169743146464788","2.60118928548193",38
"12788944","0.65","1","10","11","11","4","0.080906297788874","2.0546369737395",13
"12419256","0.24","3","6","7","10","5","0.197843091716741","3.5596169848232",16
"25756610","0","1","115","171","171","4","0.0888670586517248","2.6520549699992",216
"20508642","0.09","1","91","93","93","4","0.0416504327251792","3.70882681320256",94
"17588522","0.04","4","6","11","15","5","0.296782182980824","3.63933385728188",32
"17719543","0.03","2","5","8","8","3","0.386489505428384","2.23706247619076",15
"26949039","0.29","3","12","19","26","5","0.115727608610697","5.70341327530924",38
"25527291","0.68","1","12","17","17","4","0.0630789973989544","2.20658539474733",18
"27507811","0.15","1","20","23","23","4","0.0794059701648758","2.7305058424073",23
"20797634","0.81","1","10","13","13","4","0.055864790493238","2.15548338390729",14
"26399832","0.11","3","11","9","14","6","0.160481328951765","2.62333122336466",29
"15553237","0.15","3","9","10","15","6","0.150333150821258","2.79109044890602",27
"11927603","0.15","1","10","12","12","7","0.159430462086858","1.71285520646925",21
"20153263","0.67","5","10","6","11","6","0.124370280264528","4.09025933820827",23
"24367103","0.81","4","7","5","9","6","0.119526887916862","3.85903228642519",16
"29845934","0","3","797","409","1117","6","0.109562307779198","7.77673753543383",2180
"19914168","0.6","5","8","4","13","5","0.116061540435593","4.98421144947779",23
"20305087","0.85","3","18","33","59","13","0.0465387383194936","2.73240644987556",109
"15328539","0.27","2","7","9","9","4","0.164961757570299","2.41693987152048",16
"26659056","0.89","4","7","7","11","7","0.0833272207693838","4.60340814067851",21
"11739402","0.77","3","6","4","8","5","0.110954364547591","3.55795443102903",11
"22792062","0.1","1","13","22","22","4","0.10417746703786","2.56716469373933",22
"21481793","0.61","3","7","4","8","5","0.135947273250499","3.31417738764924",11
"16209946","0.12","2","5","7","8","5","0.236051948276817","2.33741965959346",13
"23084401","0","2","176","167","180","6","0.0960741418748068","5.24433284159543",350
"24785657","0.59","2","6","5","7","4","0.154917425402038","2.73069687572982",9
"11046156","0.19","3","7","5","6","4","0.264604113733093","2.89830766308543",12
"22658674","0","2","981","786","1220","8","0.0600202068241814","3.60105040614337",2321
"11546873","0.04","2","5","7","7","3","0.45727840481372","2.11865940192635",14
"11546874","0.79","5","7","4","10","7","0.0997971295443387","5.64647473370839",20
"23299939","0.8","5","8","5","10","8","0.117196909897488","4.47786521153248",21
"20642453","0.19","2","10","8","12","4","0.169173596507641","2.79783860064657",16
"17641689","0.49","1","9","15","15","4","0.0783615659942319","2.32800104013241",15
"11250900","0.15","3","6","6","8","5","0.194400857447197","3.06226676266899",15
"22540012","0.22","3","11","6","12","5","0.174482212140825","3.06977370052715",18
"25963833","0","1","751","777","777","4","0.0409124723661823","3.30502948872254",896
"23993743","0.8","3","7","5","8","4","0.129856581750137","3.3097070340853",12
"26929214","0.19","1","35","52","52","10","0.0710532112820513","1.80621846926134",107
"10531379","0.13","1","5","9","9","3","0.20641803463076","1.82022961148469",12
"19616115","0.18","1","10","22","22","4","0.0790155546957713","2.47123280199865",21
"24141787","0.61","3","7","4","8","5","0.135947273250499","3.31417738764924",11
"16415788","0.37","2","9","9","11","4","0.144180905190775","3.08593998065546",15
"16622419","0.05","2","19","21","33","8","0.13086424069537","2.21855538801878",60
"25281560","0","1","288","635","635","9","0.0410067689663305","2.7423572668321",812
"11163245","0.06","2","7","9","9","3","0.22441180726196","2.35326809508655",17
"22193957","0.17","4","16","13","18","8","0.142495756623715","3.04838451888324",46
"27114510","0.3","2","11","13","15","4","0.124078233727667","2.84816364086678",24
"23288039","0.42","3","8","5","14","5","0.122753132266004","3.2342245272559",17
"23160376","0.08","1","11","16","16","8","0.159039937453342","1.71988204311229",28
"20381137","0.84","4","8","6","9","4","0.0854885488139391","4.34242477158751",18
"25561175","0.12","1","47","67","67","13","0.0682465147506655","1.9383947460816",118
"20176811","0.31","3","8","7","7","4","0.168659271532743","2.73864123744653",17
"20797629","0.58","4","6","5","7","5","0.186499749357851","4.59495298561463",14
"23530056","0.87","1","11","13","13","4","0.053828726993118","2.19412019074528",14
"20347428","0.27","3","15","15","16","7","0.127123885481769","2.62929454492282",45
"17289582","0.53","3","11","8","15","6","0.11830267078387","3.15992600060928",23
"20347429","0.83","5","15","6","14","7","0.105712093622088","3.40364197981758",28
"19690564","0","6","51","42","121","19","0.119267550599452","2.63945865779764",328
"18063693","0.3","2","8","9","10","4","0.163709596005967","2.97446199818901",15
"14657022","0.04","2","14","13","13","3","0.227605823253975","2.99949617806072",24
"11057907","0.32","2","4","7","8","4","0.201835324879314","3.06730394230474",10
"25260751","0","3","78","72","112","7","0.214973589528969","3.2776035451235",276
"11780067","0.89","3","8","7","10","5","0.0753119178665305","3.49635114541633",16
"15048123","0.1","1","8","9","9","3","0.263537425399453","1.8573689715331",12
"22405651","0.32","5","9","4","12","7","0.142688619347461","4.54547509983396",22
"24076655","0.11","1","10","15","15","6","0.146229149042567","1.79027705189837",23
"25515538","0.07","1","219","227","227","5","0.0312309377538316","4.17486642402893",230
"15448697","0.33","1","5","10","10","5","0.134831267735389","1.92743043040112",12
"17452440","0.79","5","9","5","16","7","0.0931658098803062","4.20399863946911",24
"20399188","0.01","1","8","11","11","3","0.40442714412476","1.60756309072039",22
"16036220","0.6","1","16","16","16","4","0.0717722938572546","2.14654084372801",20
"17079684","0.04","2","25","17","26","5","0.193049238018755","3.06773092458385",38
"23658844","0.04","1","34","36","36","4","0.0768737401689684","2.44275766331671",42
"19141280","0.35","3","8","7","9","4","0.161601865876393","3.30103773348755",17
"12923177","0.58","3","8","7","9","6","0.128094342892532","3.09209161115037",17
