"pvalue_degree","pvalue_bait","num_inter","n_proteins","n_NA_degree","n_NA_bait"
0,0.78,119297,13372,0,0
0,0.74,108770,13436,0,0
0.01,0,43592,8986,0,0
0.32,0.32,98606,13353,0,0
0,0.02,107267,13228,0,0
0,0.2,65014,10056,0,0
0,0.74,115517,13619,0,0
0.07,0.01,51104,8883,0,0
0,0,118747,13837,0,0
0.37,0.67,118692,13472,0,0
0.37,0,129074,13796,0,0
0.03,0.56,101713,12944,0,0
0,0.45,62854,10199,0,0
0.14,0.61,108542,13212,0,0
0.39,0.01,111708,13593,0,0
0.31,0,116309,13658,0,0
0.16,0.43,59248,9915,0,0
0.26,0.74,113570,13402,0,0
0.04,0,105934,12963,0,0
0.03,0.46,104241,13399,0,0
0.06,0,57812,9954,0,0
0.03,0,114536,13771,0,0
0.91,0.08,107064,13188,0,0
0.05,0.45,51851,9573,0,0
0,0.23,106670,13634,0,0
0,0.25,73095,10831,0,0
0,0,120524,13792,0,0
0.11,0.14,113178,13494,0,0
0,0.42,103150,13476,0,0
0.09,0.4,56595,10222,0,0
0.01,0.8,57306,10234,0,0
0,0.03,70221,10952,0,0
0.17,0,109339,13702,0,0
0.01,0.24,62289,9999,0,0
0.06,0.18,56794,9343,0,0
0,0.57,107915,13241,0,0
0,0,116241,13322,0,0
0.95,0.16,62421,10293,0,0
0,0.69,59981,9957,0,0
0.21,0.15,103895,13615,0,0
0.03,0.36,57749,9957,0,0
0,0.93,64839,10312,0,0
0,0.86,125322,13504,0,0
0.03,0.24,108145,13729,0,0
0,0.74,63216,9960,0,0
0,0,61557,9803,0,0
0.32,0.64,50772,9926,0,0
0.02,0.63,56445,10428,0,0
0.08,0.91,124528,13941,0,0
0,0.99,58587,9657,0,0
0.02,0.55,117644,13428,0,0
0,0.48,104058,13556,0,0
0,0.23,104821,13622,0,0
0.32,0,107545,13196,0,0
0.01,0.49,48405,9796,0,0
0,0.34,63673,10355,0,0
0.73,0.74,112337,13485,0,0
0,0.62,106905,13663,0,0
0,0.33,50287,9819,0,0
0,0.69,94554,12811,0,0
0,0,107084,13438,0,0
0.07,0.41,67784,9906,0,0
0.01,0.6,112573,13502,0,0
0,0,58875,9268,0,0
0.03,0.93,64613,10433,0,0
0,0,101021,13289,0,0
0,0.27,104329,13609,0,0
0,0.01,108860,13639,0,0
0.03,0.8,70251,10561,0,0
0,0.26,56120,9863,0,0
0.04,0.2,62311,9860,0,0
0,0.24,57108,9447,0,0
0.16,0.25,102325,13260,0,0
0.1,0.57,121647,13632,0,0
0.03,0.94,50379,9511,0,0
0.13,0,106277,13319,0,0
0,0.3,103469,13214,0,0
0.01,0.79,50406,10381,0,0
0.7,0.61,115204,13721,0,0
0,0.94,119857,13764,0,0
0.1,0.27,57328,10104,0,0
0.19,0.36,47935,9773,0,0
0.18,0.71,56672,9230,0,0
0,0.08,93438,13247,0,0
0.3,0.92,67137,10671,0,0
0.4,0.28,110184,13284,0,0
0.71,0.39,51141,9132,0,0
0.49,0.23,113800,13553,0,0
0.36,0.02,55836,10114,0,0
0.11,0.06,120353,13714,0,0
0.03,0.53,65643,9709,0,0
0.01,0.63,56429,10483,0,0
0,0.32,42012,8042,0,0
0,0.78,101054,13632,0,0
0.07,0.77,109038,13342,0,0
0,0,98483,13551,0,0
0,0.65,119280,13848,0,0
0,0.03,105142,13182,0,0
0.05,0.94,59010,10160,0,0
0.08,0.74,107591,13566,0,0
0.29,0.09,128147,13764,0,0
0,0.82,120429,13691,0,0
0,0.22,65316,10458,0,0
0,0,59529,9865,0,0
0.71,0.8,130968,13471,0,0
0,0.74,103193,13265,0,0
0.02,0.61,54776,9265,0,0
0.02,0.03,115837,13240,0,0
0.02,0.78,75979,10544,0,0
0.22,0,116443,13256,0,0
0.01,0.12,60687,9911,0,0
0.56,0.35,106507,13165,0,0
0,0.46,59346,9520,0,0
0.09,0,107397,13613,0,0
0.09,0.73,48355,9234,0,0
0,0.84,119143,13709,0,0
0,0.1,63494,10038,0,0
0,0,68812,10503,0,0
0.11,0.73,116945,13234,0,0
0.27,0.66,56701,9933,0,0
0.1,0.12,46947,9628,0,0
0,0.97,107781,13131,0,0
0.05,0.01,121280,13708,0,0
0.05,0.98,71038,10822,0,0
0,0.86,122458,13613,0,0
0.11,0.02,104075,13623,0,0
0.19,0,59163,9811,0,0
0,0.56,45796,9742,0,0
0.11,0.32,57814,10361,0,0
0.71,0.46,102355,13413,0,0
0,0.15,59288,10172,0,0
0.46,0,86957,13020,0,0
0.9,0.9,107692,13360,0,0
0.06,0.9,50643,9477,0,0
0.15,0.24,117749,13720,0,0
0.28,0,119539,13632,0,0
0.1,0,68980,10004,0,0
0,0.47,120475,13733,0,0
0,0.41,55839,10004,0,0
0.3,0.09,116336,13508,0,0
0.61,0.49,117000,13713,0,0
0,0.53,61551,10057,0,0
0.11,0.25,105207,13342,0,0
0.04,0.29,70906,10916,0,0
0.19,0,54834,9790,0,0
0,0.85,113196,13682,0,0
0,0.04,95229,13210,0,0
0.24,0.26,122637,13774,0,0
0,0.21,119023,13640,0,0
0,0,61559,10191,0,0
0.19,0.04,109457,13600,0,0
0.18,0.02,62537,10055,0,0
0,0,126987,13399,0,0
0.06,0.67,68620,10341,0,0
0.03,0,59265,10342,0,0
0.05,0.28,62162,10448,0,0
0.01,0.57,101383,13398,0,0
0.01,0.15,111280,13227,0,0
0.01,0.68,108559,13151,0,0
0.03,0,71618,9957,0,0
0.21,0.58,45790,9652,0,0
0.01,0.91,64625,9512,0,0
0.1,0,121849,13248,0,0
0.17,0.12,52687,9954,0,0
0.08,0,50964,9029,0,0
0.01,0,49589,9182,0,0
0,0.32,52043,10030,0,0
0.01,0.41,61245,10479,0,0
0.08,0.75,63066,10208,0,0
0,0.13,59176,9536,0,0
0.17,0.24,116596,13199,0,0
0.08,0.01,51735,9423,0,0
0,0,105755,12971,0,0
0.02,0.81,56880,10036,0,0
0.22,0.03,53065,9371,0,0
0.18,0.53,103415,13126,0,0
0.06,0.92,50572,9076,0,0
0,0.03,109344,13509,0,0
0.01,0.87,51796,9642,0,0
0,0,71732,10061,0,0
0.04,0.59,59514,10243,0,0
