"pvalue","num_inter","n_proteins","xmin","alpha","ntail","pubmedIDs"
"0.51","172977","13968","79","2.94930172968053","826","10069390,10092678,10220385,10329441,10545207,10790433,10827173,11163245,11359773,11546873,11564863,11585930,11839770,12032298,12032305,12234937,12242293,12376551,12411495,12522145,12609980,12614612,12668731,12676926,14523017,14636569,14657022,14743216,14968112,15047060,15084259,15096576,15231747,15324660,15488952,15998806,16253997,16263121,16307923,16325183,16510448,16679322,16730941,16893902,16923123,16964240,16990800,17000644,17079684,17148452,17178841,17215244,17353931,17461779,17588522,17719543,17785442,18654987,18723680,18729074,18765789,19172752,19193609,19343720,19369418,19377461,19380743,19447967,19470757,19549727,19597476,19615732,19622774,19688755,19692572,19920073,20133760,20186120,20399188,20562864,20603019,20614026,20808282,20811636,20936779,20959446,20972456,21044950,21145461,21177249,21314817,21382349,22119785,22195966,22402981,22441691,22453275,22453919,22466964,22658674,22751105,22889411,22939629,22990118,23091066,23275563,23349634,23443559,23444366,23455922,23464991,23602572,23623729,23954414,23956175,23986595,24189400,24344204,24366813,24412244,24457600,24463511,24550280,24584437,24835590,24882805,24976009,24981860,25011449,25324306,25604459,25609649,25670202,25684205,25752541,25900982,25940091,25944111,26167880,26186194,26297806,26382858,26389662,26472760,26527279,26638075,26655834,26748699,26972000,27086506,27107012,27113764,27152988,27229929,27432908,27472814,27505670,27563068,27626385,27637333,27684187,27880917,28190768,28420882,28514442,28515276,28533407,28883622,28977666,29053956,29104064,29251827,29507755,29568061,29656893,29721183,29774127,29845934,29867216,29911972,29985131,30108113,30194290,30833792,31617661,31694235,32203420,32707033,33436498,34316702,34799561,35016035,8652557,8654373,8657117,9115257,9751720,unassigned1312,unassigned3273,unassigned3314"
"0.31","99778","11643","84","2.9077088090945","381","10220385,10329441,10545207,10608806,10747088,10827173,10862698,10882111,11163245,11546873,11564863,11745344,11940657,12032305,12234937,12376551,12522145,12609980,12615911,12676926,14523017,14532007,14636569,14657022,14743216,15047060,15084259,15102850,15174051,15190072,15231747,15310755,15383276,15488952,15561718,15616580,15960975,15983046,15989967,16159877,16263121,16469706,16510448,16582099,16620772,16730941,16893902,17079684,17101133,17141982,17174955,17178841,17215244,17235358,17255935,17289999,17361185,17461779,17588522,17620599,17719543,17932509,18000879,18029035,18632619,18654987,18765789,18850631,19167051,19193609,19214193,19369418,19377461,19549727,19596686,19597476,19615732,19622774,19690564,19766566,19995937,20080579,20085707,20133760,20399188,20504901,20508642,20562864,20618440,20711169,20808282,20972456,21044950,21255825,21382349,21555454,21575865,21674799,21757351,21965653,22094255,22119785,22195966,22407294,22441691,22446626,22658674,22939624,22990118,23084401,23091066,23236378,23292512,23443559,23455922,23464991,23602568,23770852,23956175,23975195,23986595,24337577,24366813,24396066,24457600,24463511,24584437,24606901,24654937,24658140,24811749,24882805,24947832,25027693,25036637,25281560,25324306,25332235,25517094,25582440,25604459,25752541,25910212,25940091,25944111,25959826,25963833,26186194,26344197,26355680,26389662,26514267,26527279,26593974,26638075,26748699,26972000,27086506,27107012,27173435,27193682,27291054,27432908,27505670,27545878,27565346,27609421,27684187,27705803,27986371,28190768,28533407,28611094,28805820,28977470,28977666,29104064,29251827,29511261,29513927,29656893,29721183,29774127,29845934,29911972,29985131,30194290,31413325,31617661,35016035,8641358,8654373,90000000,9115257,9325248,9452425,9660939,9687515,unassigned1312,unassigned5"
"0.67","118211","12960","121","3.00075433557594","279","10069390,10085298,10329441,10373544,10608806,10862698,11585930,11893732,12192000,12376551,12411495,12577067,12614612,12615911,12665583,12676926,12724401,14636569,14638676,14657022,15096576,15174051,15207703,15231747,15383276,15488952,15561718,15576338,15983046,15998806,16159877,16263121,16307923,16374509,16469706,16541103,16679322,16730941,16964240,17000644,17141982,17148452,17174955,17215244,17235358,17361185,17403899,17426036,17588522,18029035,18599441,18654987,18765789,18850631,19168127,19193609,19343720,19369418,19447967,19470757,19549727,19596235,19690564,20085707,20133760,20186120,20368287,20431927,20434986,20467437,20504901,20508642,20603019,20711169,20808282,20811636,20921139,20936779,20959446,21113135,21163940,21199919,21314817,21382349,21555454,21575865,21642987,21757351,21965653,21988832,22094255,22337587,22441691,22446626,22558309,22623428,22751105,22889411,22939624,22939629,23160376,23236378,23275563,23292512,23349634,23443559,23455922,23464991,23572552,23602568,23602572,23623729,23752268,23770852,23975195,24189400,24366813,24463511,24606901,24711643,25123934,25260751,25324306,25332235,25515538,25517094,25604459,25665578,25670202,25702638,25756610,25900982,25910212,26167880,26186194,26297806,26355680,26382858,26472760,26527279,26638075,26655834,26686862,26687479,26748699,26841866,26906416,26972000,27107012,27193682,27229929,27291054,27565346,27609421,27626385,27684187,27693506,27880917,27986371,28215707,28533407,28611094,28628118,28883622,28977470,28977666,29021621,29104064,29251827,29426014,29507755,29568061,29656893,29721183,29774127,29845934,29985131,29997244,31391242,31413325,31548606,31617661,31980649,32707033,32761762,32814053,33436498,7739537,8641358,8652557,8654373,8657117,90000000,9159119,9169421,9242638,9624153,9660939,unassigned3273,unassigned5"
"0.61","130020","13657","63","2.97052325240779","708","10069390,10085298,10092678,10220385,10329441,10373544,10747088,10827173,10852826,10882111,11163245,11509230,11546873,11585930,11893732,11940657,12242293,12376551,12376572,12453419,12522145,12609980,12614612,12615911,12724401,14532007,14580349,14638676,14657022,14968112,15084259,15102850,15175163,15190072,15207703,15231747,15231748,15310755,15561718,15616580,15998806,16115810,16253997,16263121,16307923,16582099,16622419,16713569,16923123,17101133,17148452,17235358,17274640,17289999,17314511,17361185,17403899,17426036,17461779,17540176,17588522,17719543,17785442,18255255,18330356,18632619,18729074,18850631,19172752,19380743,19447967,19549727,19596686,19615732,19692572,20098423,20186120,20195357,20308539,20332121,20431927,20467437,20504901,20508642,20531386,20562864,20603015,20603019,20614026,20711169,20808282,20921139,20959446,21044950,21113135,21123453,21177249,21182203,21252943,21255825,21382349,21525244,21674799,22094255,22337587,22365833,22402981,22441691,22623428,22939624,22990118,23201271,23236378,23275563,23349634,23414517,23443559,23444366,23455922,23455924,23602568,23602572,23623729,23658844,23986595,24366813,24550280,24658140,24711643,24728074,24835590,24947832,24976009,24981860,25123934,25260751,25324306,25515538,25609649,25752541,25756610,25910212,25940091,26355680,26382858,26472760,26514267,26593974,26638075,26655834,26686862,26687479,26748699,26972000,27086506,27107012,27113764,27153538,27229929,27291054,27432908,27472814,27505670,27563068,27565346,27609421,27626385,27705803,27880917,28215707,28514442,28533407,28628118,28977666,29021621,29100370,29128334,29467281,29507755,29513927,29636472,29656893,29867216,30108113,31617661,31694235,31980649,32707033,32761762,33436498,34799561,8652557,8654373,90000000,9115257,9169421,9242638,9417867,9751720,9852078"
"0.27","149170","13395","129","3.09259564339753","326","10085298,10373544,10608806,10790433,10852826,10862698,11163245,11279102,11564863,11839770,11893732,12032305,12522145,12577067,12615911,12668731,12724401,14523017,14657022,14697242,14743216,15047060,15161933,15190072,15231747,15231748,15383276,15488952,15561718,15616580,15960975,15998806,16253997,16273093,16325183,16374509,16484223,16541103,16622419,16679322,16730941,16949367,16990800,17000644,17043677,17101133,17174955,17314511,17353931,17361185,17426036,17461779,17474147,17620599,17932509,18000879,18157088,18255255,18599441,18765789,19156129,19168127,19172752,19193609,19293945,19343720,19369418,19447967,19549727,19596686,19597476,19615732,19622774,19688755,19766566,20085707,20098423,20308539,20399188,20434986,20467437,20562864,20603015,20614026,20618440,20808282,20811636,20921139,20930030,21113135,21163940,21182203,21199919,21255825,21314817,21555454,21653829,21965653,21988832,22100920,22337587,22365833,22402981,22446626,22453275,22466964,22751105,22863883,23022380,23084401,23160376,23236378,23292512,23414517,23455922,23455924,23464991,23623729,23752268,23954414,24315095,24366813,24396066,24463511,24510904,24606901,24654937,24658140,24711643,24882805,25036637,25123934,25324306,25402006,25582440,25609649,25665578,25670202,25752541,25963833,26167880,26186194,26297806,26344197,26355680,26382858,26472760,26508657,26514267,26527279,26593974,26638075,26687479,26748699,26816005,26841866,26906416,26972000,27107012,27193682,27229929,27291054,27432908,27472814,27565346,27637333,27684187,28190768,28515276,28611094,28628118,28883622,28977666,29100370,29104064,29426014,29568061,29643511,29656893,29845934,29867216,29985131,30108113,30833792,31391242,31413325,31694235,31980649,32707033,32814053,33436498,7739537,8657117,90000000,9159119,9325248,9660939,unassigned1312,unassigned3273,unassigned5"
"0.47","150275","13631","79","3.08105112905925","665","10085298,10329441,10545207,10608806,10790433,10827173,10882111,11163245,11279102,11359773,11893732,11940657,12032305,12234937,12376572,12609980,12614612,12615911,12724401,14580349,14657022,14743216,15047060,15084259,15161933,15231747,15561718,15616580,15989967,16115810,16263121,16273093,16469706,16510448,16541103,16582099,16620772,16679322,16730941,16964240,17000644,17174955,17178841,17235358,17289999,17314511,17620599,17785442,17932509,18654987,18723680,18805092,19156129,19168127,19193609,19343720,19369418,19377461,19380743,19615732,19688755,19690564,19766566,19953087,20016603,20080579,20098423,20133760,20195357,20308539,20368287,20431927,20467437,20603019,20614026,20618440,20711169,20921139,20936779,20972456,21163940,21182203,21252943,21555454,21575865,21642987,21653829,21757351,21888893,22441691,22453275,22453919,22558309,22623428,22939624,22939629,22990118,23022380,23160376,23201271,23236378,23292512,23414517,23455924,23463506,23464991,23572552,23602568,23623729,23770852,23956175,24255178,24315095,24337577,24366813,24584437,24711643,24728074,24947832,24981860,25011449,25324306,25332235,25502805,25517094,25604459,25665578,25684205,25702638,25756610,25900982,25910212,25963833,26186194,26355680,26389662,26508657,26514267,26655834,26687479,26748699,26816005,26841866,26906416,27086506,27153538,27193682,27229929,27291054,27432908,27545878,27609421,27626385,27637333,27684187,27705803,28215707,28514442,28515276,28628118,28805820,28883622,28977666,29104064,29467281,29507755,29511261,29513927,29643511,29656893,29845934,29911972,29985131,29997244,30194290,30824926,30833792,31391242,31413325,31548606,31617661,31694235,31980649,32707033,32960270,34316702,34799561,8652557,8657117,8895581,9159119,9169421,9325248,9452425,9624153,9660939,9751720,9852078,unassigned3314,unassigned5"
"0.16","147297","13885","63","2.96067103012201","839","10085298,10373544,10545207,10608806,10747088,10827173,10852826,10862698,10882111,11163245,11546873,11564863,11585930,11839770,11940657,12032305,12234937,12376551,12376572,12411495,12522145,12577067,12614612,12665583,14523017,14636569,14743216,15084259,15096576,15102850,15161933,15231748,15324660,15383276,15488952,15616580,15989967,16115810,16230350,16253997,16273093,16307923,16325183,16374509,16469706,16484223,16541103,16620772,16679322,16713569,16730941,16893902,16923123,16949367,17101133,17148452,17174955,17178841,17215244,17235358,17255935,17274640,17361185,17403899,17426036,17620599,17716973,17719543,18029035,18157088,18599441,18729074,18805092,18850631,19168127,19172752,19214193,19377461,19470757,19596235,19597476,19615732,19688755,19690564,19692572,19920073,20085707,20098423,20399188,20434986,20467437,20504901,20508642,20562864,20603019,20618440,20811636,20930030,20959446,21078624,21081503,21113135,21123453,21255825,21555454,21642987,21757351,21965653,22100920,22119785,22195966,22402981,22446626,22558309,22623428,22658674,22863883,22939624,23022380,23084401,23160376,23414517,23443559,23602572,23623729,23658844,23752268,23954414,24315095,24337577,24344204,24396066,24457600,24711643,24835590,24976009,24981860,25036637,25604459,25609649,25684205,25702638,25752541,25756610,25900982,25940091,25963833,26186194,26297806,26355680,26389662,26472760,26514267,26638075,26686862,26687479,26748699,26906416,26972000,27113764,27229929,27291054,27432908,27472814,27563068,27565346,27626385,27637333,28215707,28420882,28514442,28628118,28883622,29021621,29053956,29251827,29426014,29467281,29511261,29568061,29643511,29845934,29997244,31548606,31617661,32203420,32707033,32960270,33436498,8652557,8654373,9115257,9169421,9242638,9417867,9452425,9624153,9751720,unassigned3273,unassigned3314"
"0.2","110817","12734","84","2.94072249901129","432","10092678,10220385,10329441,10545207,10827173,10852826,10862698,11163245,11546873,11585930,11745344,12032298,12032305,12192000,12234937,12411495,12522145,12614612,12615911,12665583,12676926,14636569,14638676,14697242,15047060,15084259,15161933,15190072,15324660,15561718,15960975,15989967,15998806,16159877,16230350,16253997,16273093,16307923,16325183,16374509,16469706,16510448,16541103,16582099,16620772,16893902,16964240,16990800,17000644,17101133,17235358,17255935,17361185,17403899,17426036,17474147,17588522,17716973,17719543,18599441,18632619,18723680,18729074,19156129,19167051,19172752,19193609,19214193,19293945,19369418,19377461,19447967,19470757,19596235,19596686,19622774,19738201,19766566,19920073,20080579,20085707,20098423,20133760,20195357,20308539,20434986,20467437,20504901,20508642,20562864,20808282,20811636,20921139,20930030,20936779,20972456,21113135,21145461,21163940,21182203,21252943,21255825,21314817,21382349,21525244,21555454,21575865,21653829,21674799,22623428,22751105,22889411,22939624,22939629,23201271,23414517,23444366,23572552,23602568,23623729,23658844,23956175,23986595,24189400,24315095,24344204,24412244,24457600,24510904,24550280,24658140,24728074,24835590,24882805,24981860,25027693,25036637,25260751,25281560,25324306,25332235,25402006,25517094,25582440,25604459,25609649,25752541,25963833,26186194,26382858,26508657,26638075,26655834,26687479,26748699,27086506,27153538,27173435,27432908,27472814,27505670,27684187,27693506,27705803,28190768,28420882,28533407,28628118,28805820,28883622,28977666,29021621,29104064,29128334,29507755,29511261,29643511,29721183,29911972,29985131,29997244,30021884,30833792,31413325,31548606,32707033,32761762,32960270,33436498,8641358,8652557,8654373,8895581,9169421,9325248,9452425,9472029,9624153,9660939,9852078"
"0","151774","14612","64","2.91657264664578","931","10069390,10329441,10373544,10545207,10747088,10790433,10827173,10862698,11163245,11359773,11564863,11585930,11940657,12032298,12376551,12376572,12522145,12577067,12609980,12668731,12676926,12724401,14523017,14532007,14743216,15047060,15096576,15161933,15175163,15190072,15231747,15324660,15561718,15576338,15983046,15989967,15998806,16115810,16159877,16230350,16253997,16307923,16325183,16484223,16541103,16622419,16679322,16713569,16893902,16923123,16949367,16964240,16990800,17174955,17235358,17274640,17289999,17314511,17426036,17461779,17474147,17540176,17719543,17785442,17932509,18157088,18330356,18599441,18654987,18723680,18729074,18765789,18850631,19156129,19167051,19293945,19369418,19380743,19470757,19622774,19688755,19920073,20016603,20133760,20186120,20195357,20308539,20332121,20399188,20434986,20504901,20562864,20603015,20618440,20808282,20930030,20936779,20959446,21044950,21078624,21123453,21177249,21199919,21252943,21314817,21382349,21555454,21642987,21653829,21674799,21757351,22119785,22195966,22337587,22365833,22407294,22453275,22453919,22658674,22863883,22990118,23091066,23201271,23414517,23455922,23463506,23464991,23572552,23602572,23623729,23956175,23986595,24255178,24315095,24344204,24412244,24457600,24463511,24606901,24658140,24711643,24728074,24811749,24981860,25027693,25281560,25332235,25502805,25604459,25670202,25702638,25752541,25944111,25959826,25963833,26167880,26186194,26297806,26344197,26355680,26389662,26514267,26527279,26593974,26638075,26655834,26687479,26906416,27086506,27472814,27505670,27705803,27986371,28190768,28215707,28514442,28805820,29100370,29128334,29426014,29507755,29568061,29656893,29774127,30021884,30824926,32203420,32761762,33436498,34799561,7739537,8652557,90000000,9169421,9452425,9660939,9687515,9751720,unassigned3273,unassigned5"
"0.48","114096","11438","186","3.11914356324915","140","10069390,10085298,10373544,10790433,10882111,11163245,11279102,11509230,11585930,11745344,11893732,11940657,12032298,12032305,12376572,12411495,12453419,12522145,12577067,12668731,12724401,14580349,14743216,14968112,15175163,15231747,15310755,15383276,15561718,15960975,15989967,15998806,16230350,16253997,16263121,16307923,16374509,16510448,16582099,16923123,17043677,17079684,17101133,17141982,17215244,17274640,17314511,17353931,17361185,17426036,17461779,17474147,17620599,17716973,17785442,17932509,18000879,18157088,18255255,18632619,18654987,18723680,18765789,18805092,19172752,19293945,19549727,19596686,19597476,19615732,19688755,19690564,19766566,19953087,20080579,20085707,20098423,20133760,20186120,20195357,20399188,20467437,20603019,20614026,20618440,20711169,20808282,20936779,20972456,21044950,21113135,21145461,21177249,21182203,21199919,21252943,21255825,21555454,21642987,21674799,21757351,21965653,22100920,22119785,22337587,22402981,22407294,22453275,22453919,22558309,22623428,22658674,22863883,22889411,22939629,22990118,23091066,23236378,23275563,23349634,23455922,23455924,23464991,23572552,23602568,23623729,23954414,24255178,24344204,24396066,24947832,24976009,24981860,25027693,25036637,25260751,25324306,25402006,25517094,25609649,25684205,25756610,25900982,25910212,25940091,26355680,26472760,26508657,26593974,26686862,26687479,26906416,27113764,27152988,27153538,27193682,27229929,27291054,27505670,27626385,27637333,27693506,27705803,27880917,28190768,28515276,28533407,28611094,28628118,28883622,29100370,29251827,29426014,29467281,29513927,29568061,29636472,29845934,29985131,30108113,30194290,30824926,30833792,31413325,31548606,31617661,31694235,32203420,32761762,32814053,32960270,33436498,8657117,8895581,90000000,9242638,9417867,9687515,9852078,unassigned3314"
"0.27","125199","14113","47","2.89021894647018","1054","10069390,10092678,10220385,10747088,10790433,10827173,11163245,11509230,11564863,11585930,12032298,12032305,12192000,12234937,12522145,12577067,12609980,12665583,12676926,12724401,14580349,14636569,14657022,14697242,14743216,14968112,15161933,15174051,15175163,15231747,15310755,15324660,15616580,16159877,16273093,16307923,16374509,16469706,16510448,16541103,16582099,16679322,16949367,16964240,17079684,17148452,17215244,17274640,17314511,17361185,17403899,17426036,17461779,17474147,17540176,17620599,17716973,17785442,18000879,18029035,18157088,18654987,18765789,18805092,19167051,19168127,19293945,19343720,19369418,19380743,19549727,19596686,19597476,19738201,19766566,19920073,19995937,20016603,20085707,20195357,20308539,20368287,20431927,20508642,20531386,20603015,20603019,20618440,20808282,20936779,20959446,20972456,21078624,21145461,21177249,21252943,21382349,21525244,21575865,21653829,21757351,21965653,22100920,22119785,22195966,22337587,22441691,22466964,22558309,22751105,22889411,22990118,23091066,23275563,23292512,23443559,23444366,23455924,23463506,23572552,23602568,23770852,23954414,23956175,23975195,24344204,24412244,24457600,24463511,24510904,24584437,24654937,24658140,24711643,24728074,24981860,25011449,25281560,25515538,25517094,25684205,25702638,25752541,25910212,25940091,25944111,25963833,26186194,26297806,26382858,26389662,26508657,26514267,26686862,26906416,26972000,27107012,27153538,27229929,27291054,27472814,27545878,27565346,27637333,28190768,28215707,28514442,28515276,28628118,28977470,29021621,29100370,29104064,29426014,29467281,29636472,29643511,29656893,29867216,29911972,29985131,29997244,30021884,30824926,30833792,31617661,32203420,35016035,8654373,8657117,8895581,9159119,9242638,9325248,9417867,9624153,9660939,9751720,unassigned1312,unassigned5"
"0.8","166751","14631","117","3.30035374646421","372","10069390,10085298,10092678,10220385,10329441,10827173,10882111,11279102,11359773,11585930,11893732,12032305,12411495,12453419,12577067,12609980,12614612,12665583,12676926,12724401,14523017,14638676,14697242,14743216,14968112,15207703,15310755,15488952,15576338,15983046,15989967,15998806,16253997,16263121,16325183,16541103,16582099,16620772,16622419,16679322,16949367,16990800,17000644,17043677,17141982,17148452,17289999,17426036,17461779,17474147,17540176,17620599,17785442,18157088,18255255,18330356,18599441,18723680,18765789,18805092,19172752,19193609,19214193,19377461,19549727,19596235,19597476,19690564,19738201,19766566,20016603,20080579,20098423,20308539,20368287,20434986,20562864,20603019,20808282,20921139,20930030,20936779,20972456,21044950,21078624,21113135,21163940,21177249,21182203,21199919,21255825,21382349,21555454,21653829,21888893,21988832,22100920,22119785,22337587,22446626,22453275,22466964,22939629,22990118,23091066,23160376,23201271,23236378,23275563,23292512,23349634,23443559,23444366,23463506,23464991,23602572,23623729,23752268,23770852,23954414,23975195,23986595,24189400,24315095,24457600,24463511,24550280,24606901,24658140,24711643,24728074,24811749,24835590,24882805,24976009,25281560,25502805,25609649,25665578,25684205,25910212,25940091,25959826,26186194,26344197,26382858,26514267,26638075,26655834,26906416,27086506,27107012,27291054,27505670,27563068,27565346,27986371,28215707,28420882,28514442,28533407,28611094,28628118,28805820,28977470,29426014,29467281,29513927,29568061,29643511,29656893,29774127,29845934,29911972,29997244,30021884,30108113,31391242,31548606,31617661,31694235,31980649,32203420,32707033,32761762,32814053,32960270,33436498,34799561,35016035,8657117,90000000,9115257,9169421,9417867,9452425,9472029,9660939,9687515,unassigned5"
"0.03","165564","14221","99","3.26958610141293","509","10069390,10092678,10220385,10373544,10608806,10790433,10882111,11509230,11564863,11745344,11893732,12032298,12242293,12376551,12522145,12577067,12609980,12668731,12676926,14532007,14636569,14743216,14968112,15084259,15096576,15102850,15161933,15175163,15488952,15989967,16115810,16159877,16253997,16263121,16273093,16582099,16620772,16730941,16893902,16923123,17000644,17043677,17079684,17148452,17174955,17178841,17274640,17289999,17314511,17461779,17474147,17588522,17620599,17716973,17719543,17785442,17932509,18157088,18255255,19168127,19193609,19214193,19293945,19447967,19470757,19596235,19596686,19597476,19688755,19690564,19738201,19920073,19953087,20080579,20085707,20186120,20467437,20504901,20562864,20603019,20808282,20811636,20930030,20972456,21078624,21113135,21123453,21163940,21182203,21252943,21255825,21314817,21575865,21642987,21674799,21965653,21988832,22094255,22100920,22195966,22365833,22402981,22407294,22441691,22446626,22558309,22863883,22939624,22939629,22990118,23022380,23084401,23201271,23349634,23414517,23443559,23455924,23463506,23464991,23572552,23602572,23954414,23975195,24189400,24255178,24344204,24457600,24463511,24728074,24835590,24976009,24981860,25011449,25260751,25324306,25502805,25515538,25517094,25604459,25665578,25702638,25944111,26167880,26186194,26297806,26344197,26355680,26382858,26389662,26472760,26508657,26514267,26593974,26638075,26655834,26906416,26972000,27086506,27472814,27545878,27565346,27637333,27705803,27880917,28190768,28215707,28514442,28515276,28883622,28977666,29053956,29104064,29511261,29513927,29656893,29774127,29911972,29985131,29997244,30108113,30194290,30833792,31413325,31694235,32707033,32960270,33436498,34799561,8657117,8895581,90000000,9169421,9417867,9452425,9624153,9687515,9852078,unassigned3273,unassigned3314,unassigned5"
"0.65","98485","12586","91","2.96533531008774","320","10092678,10220385,10790433,10827173,10852826,10882111,11279102,11509230,11546873,11564863,11940657,12234937,12411495,12609980,12665583,14523017,14580349,14638676,14968112,15047060,15096576,15102850,15161933,15174051,15190072,15207703,15231747,15231748,15310755,15324660,15383276,15576338,15998806,16115810,16159877,16230350,16253997,16325183,16374509,16484223,16620772,16622419,16713569,16893902,16990800,17000644,17043677,17101133,17215244,17235358,17274640,17289999,17461779,17474147,17932509,18000879,18029035,18255255,18723680,18765789,18805092,18850631,19156129,19293945,19380743,19470757,19549727,19596235,19597476,19615732,19622774,19688755,19738201,19920073,19995937,20098423,20133760,20186120,20467437,20504901,20508642,20562864,20603019,20614026,20711169,20808282,20811636,20921139,21123453,21177249,21199919,21255825,21382349,21555454,21575865,21653829,21674799,21757351,21988832,22119785,22195966,22337587,22365833,22402981,22441691,22466964,22558309,22623428,22751105,22863883,22939624,22990118,23022380,23275563,23292512,23414517,23455924,23463506,23572552,23602568,23623729,23658844,23752268,23954414,23975195,24255178,24315095,24337577,24344204,24366813,24550280,24654937,24711643,24811749,24882805,24981860,25027693,25036637,25123934,25260751,25324306,25402006,25502805,25582440,25665578,25702638,25940091,25944111,26167880,26344197,26593974,26686862,26748699,26816005,26841866,27113764,27152988,27153538,27173435,27229929,27563068,27565346,27609421,27637333,27693506,27705803,27986371,28190768,28420882,28883622,28977470,29021621,29053956,29100370,29104064,29128334,29467281,29507755,29511261,29513927,30021884,30108113,30824926,31413325,31548606,31694235,32203420,32761762,32814053,34316702,35016035,7739537,8657117,8895581,9115257,9325248,9472029,9660939,9751720,unassigned5"
"0","143337","14186","48","2.75691353751554","1367","10092678,10373544,10608806,10790433,10852826,10862698,11585930,11745344,11893732,12032298,12242293,12453419,12522145,12577067,12665583,14523017,14580349,14636569,14657022,14697242,14743216,15047060,15084259,15231747,15310755,15324660,15561718,15616580,15983046,15989967,16230350,16253997,16307923,16325183,16469706,16484223,16510448,16541103,16582099,16622419,16679322,16730941,16923123,16990800,17000644,17043677,17079684,17101133,17174955,17178841,17215244,17289999,17314511,17403899,17426036,17461779,17588522,17716973,17932509,18000879,18330356,18599441,18632619,18729074,18765789,18805092,18850631,19168127,19172752,19193609,19214193,19293945,19343720,19447967,19470757,19549727,19596235,19596686,19615732,19688755,19692572,20080579,20098423,20133760,20186120,20195357,20332121,20368287,20431927,20434986,20467437,20504901,20508642,20531386,20603015,20603019,20711169,20921139,20930030,21044950,21078624,21081503,21113135,21123453,21145461,21177249,21182203,21252943,21255825,21314817,21382349,21525244,21653829,21888893,22337587,22402981,22446626,22453919,22623428,22751105,22863883,22990118,23275563,23292512,23414517,23455922,23463506,23752268,23986595,24189400,24255178,24337577,24396066,24510904,24654937,24728074,24811749,24835590,24882805,24947832,25027693,25402006,25502805,25517094,25604459,25702638,25756610,25910212,25963833,26167880,26186194,26297806,26344197,26355680,26472760,26514267,26593974,26655834,26906416,27086506,27113764,27152988,27432908,27472814,27545878,27609421,27684187,27986371,28420882,28514442,28533407,28883622,28977470,29021621,29128334,29426014,29507755,29511261,29513927,29656893,29774127,29867216,29985131,29997244,30021884,30108113,31391242,31694235,31980649,32761762,32960270,33436498,34316702,34799561,8652557,8654373,8657117,9159119,9472029,9852078"
"0","112581","12210","55","2.71357677460469","872","10092678,10329441,10608806,10862698,11163245,11279102,11509230,11564863,12242293,12376551,12376572,12453419,12522145,12577067,12609980,12614612,12615911,12668731,12724401,14523017,14743216,14968112,15047060,15084259,15096576,15102850,15161933,15174051,15175163,15488952,15561718,15616580,15960975,15983046,16115810,16159877,16263121,16273093,16307923,16469706,16510448,16620772,16713569,16730941,16923123,16949367,17043677,17079684,17101133,17141982,17148452,17174955,17215244,17255935,17274640,17314511,17620599,17719543,18157088,18255255,18654987,18729074,18850631,19156129,19167051,19168127,19193609,19343720,19380743,19549727,19597476,19688755,19690564,19920073,20016603,20080579,20098423,20133760,20332121,20431927,20467437,20508642,20531386,20603015,20930030,20959446,20972456,21044950,21113135,21123453,21177249,21182203,21314817,21525244,21575865,21642987,21757351,21965653,21988832,22094255,22100920,22119785,22365833,22407294,22441691,22446626,22558309,22623428,22863883,22939624,23201271,23236378,23275563,23349634,23414517,23443559,23455922,23455924,23463506,23464991,23602568,23602572,23623729,23770852,24189400,24255178,24366813,24396066,24412244,24463511,24584437,24606901,24654937,24728074,24811749,24976009,25123934,25324306,25332235,25502805,25517094,25670202,25684205,25752541,25900982,25910212,25940091,25944111,25963833,26167880,26186194,26344197,26355680,26472760,26527279,26593974,26655834,26686862,26972000,27472814,27505670,27545878,27565346,27609421,27637333,27684187,27880917,27986371,28190768,28515276,28611094,28628118,29104064,29128334,29251827,29426014,29467281,29507755,29513927,29568061,29636472,29643511,29656893,29845934,29867216,29985131,31391242,31548606,32203420,32707033,34799561,7739537,8652557,8895581,9115257,9169421,9325248,9660939,9852078,unassigned5"
