"pvalue","num_inter","n_proteins","xmin","alpha","ntail","pubmedIDs"
"0.02","59826","9010","65","3.20242253551649","327","10069390,11163245,11509230,11564863,11745344,12411495,12609980,12614612,12615911,12665583,14638676,14697242,15175163,15561718,16325183,16469706,16620772,16949367,17141982,17148452,17274640,17289999,17474147,17620599,18157088,18255255,18330356,18723680,18805092,19156129,19214193,19549727,19597476,19920073,20195357,20603015,20603019,20921139,20972456,21044950,21081503,21182203,21382349,21555454,21642987,21965653,22119785,22337587,22446626,22658674,22863883,22939624,23084401,23464991,23572552,23986595,24658140,25036637,25582440,25609649,25756610,25900982,25940091,26344197,26389662,26472760,26514267,26527279,26906416,27086506,27152988,27153538,27291054,27432908,27505670,27563068,27880917,28977666,29021621,29104064,29507755,29511261,29774127,30108113,30824926,31980649,32707033,32761762,32960270,7739537,8652557,8895581,9115257,9159119,9417867,9452425,9472029,9751720,unassigned3273,unassigned5"
"0.38","70786","9880","82","3.02650386238872","323","10373544,10608806,10862698,11564863,12234937,12453419,12724401,14523017,14697242,15161933,15174051,15175163,15190072,15324660,15488952,15561718,15989967,16620772,16964240,17101133,17148452,17215244,17289999,17314511,17426036,17461779,17474147,18599441,18632619,19167051,19193609,19293945,19596686,19597476,19692572,20016603,20085707,20508642,20603015,20614026,20959446,21199919,21314817,21382349,22466964,22558309,23084401,23201271,23349634,23444366,23572552,23986595,24412244,25011449,25260751,25684205,25702638,25752541,25756610,25900982,25940091,25959826,25963833,26344197,26472760,26508657,26638075,26655834,26748699,26816005,26906416,27113764,27291054,27432908,27545878,27684187,27986371,28215707,28515276,28883622,29128334,29251827,29426014,29467281,29985131,29997244,31694235,31980649,32814053,32960270,35016035,8895581,90000000,9115257,9242638,9472029,9751720,unassigned3273,unassigned3314,unassigned5"
"0.35","41246","7866","17","2.34462200496049","1044","10085298,10092678,10852826,10882111,12234937,12453419,12522145,12614612,12665583,14638676,14657022,15102850,15174051,15310755,15324660,15998806,16273093,16510448,16582099,16893902,17043677,17178841,17361185,17932509,18029035,18330356,18729074,18805092,19380743,19597476,19622774,19690564,20133760,20562864,20808282,20936779,21081503,21525244,21757351,21965653,22094255,22446626,22466964,22558309,22889411,22990118,23022380,23084401,23236378,23414517,23455924,23752268,23770852,23986595,24255178,24315095,24654937,24835590,24882805,24976009,25332235,25502805,25515538,25609649,25665578,25670202,25702638,25900982,25910212,26389662,26472760,26527279,26816005,27107012,27152988,27153538,27173435,27229929,27291054,27472814,27609421,28420882,28628118,28805820,28883622,28977470,29100370,29128334,29568061,29636472,29867216,29997244,30108113,32707033,32960270,7739537,9159119,9417867,9452425,9852078"
"0.53","76068","9661","95","3.03004779642682","266","10373544,10862698,11585930,11839770,11940657,12192000,12609980,12724401,14532007,14638676,14657022,15190072,15561718,16307923,16469706,16510448,16582099,16964240,17000644,17101133,17174955,17215244,17289999,17361185,17540176,17932509,18255255,18599441,18654987,18723680,19377461,19380743,19692572,19995937,20368287,20808282,20972456,21081503,21113135,21255825,21382349,21555454,21642987,21988832,22623428,22939629,22990118,23443559,23463506,23770852,24344204,24811749,24882805,24976009,25260751,25582440,25670202,25684205,25702638,25756610,26344197,26472760,26508657,26514267,26593974,26638075,26841866,26906416,26972000,27086506,27152988,27609421,27684187,27705803,27986371,28420882,28515276,28611094,28977666,29053956,29507755,29511261,29568061,29636472,29997244,30833792,31391242,32814053,7739537,8654373,8895581,90000000,9169421,9325248,9417867,9472029,9624153,9687515,9751720,unassigned5"
"0.98","39544","7482","89","3.21896004945961","91","10085298,11163245,11279102,11546873,11564863,11745344,12032305,12242293,12609980,12615911,12676926,14523017,14580349,14636569,15310755,15576338,16253997,16374509,16484223,16964240,16990800,17079684,17101133,17148452,17215244,17274640,17403899,17461779,17540176,17716973,18029035,18157088,18599441,18723680,18805092,19168127,19172752,19193609,19293945,19377461,19470757,19549727,19597476,19690564,19920073,19953087,20080579,20332121,20603015,20603019,20614026,20930030,20959446,20972456,21252943,21382349,21525244,21965653,22100920,22889411,23084401,23160376,23201271,23602568,23623729,24255178,24315095,24344204,24711643,24882805,24947832,24976009,25123934,25670202,25910212,26167880,26344197,26527279,26655834,26686862,27086506,27153538,27193682,27229929,27563068,27565346,27637333,27693506,27705803,28190768,28215707,29426014,29997244,31548606,33436498,8895581,9115257,9242638,9624153,unassigned3314"
"0.24","57530","10795","16","2.43259602547364","1552","11359773,12234937,12242293,12522145,12614612,14523017,14580349,14636569,14657022,15096576,15161933,15561718,15576338,16325183,16582099,16622419,16713569,16893902,17000644,17101133,17274640,17289999,17426036,17474147,17588522,17719543,18157088,18729074,19156129,19168127,19172752,19369418,19549727,19596235,19596686,19690564,19692572,19738201,20080579,20614026,20930030,21044950,21123453,21163940,21575865,21888893,21965653,22119785,22402981,22441691,22889411,22990118,23160376,23201271,23414517,23455922,23455924,23463506,23464991,23572552,23602568,23954414,23956175,23986595,24510904,24658140,25027693,25324306,25582440,25752541,25910212,25944111,26186194,26297806,26355680,26389662,26472760,26527279,26593974,26972000,27472814,27565346,27693506,27705803,27880917,28515276,28883622,28977470,29104064,29511261,29513927,29845934,29911972,30194290,31391242,32203420,32960270,7739537,9687515,9751720"
"0.1","97203","13932","25","2.70724514075194","1895","10329441,11279102,11940657,12234937,12376551,12376572,12522145,12615911,12668731,14636569,14743216,15102850,15576338,15616580,15989967,16115810,16230350,16307923,16484223,16541103,16923123,16949367,17235358,17314511,17361185,17716973,17719543,17785442,18255255,18632619,18654987,18729074,18765789,19156129,19377461,19470757,19596235,19596686,19597476,19690564,19738201,20504901,20531386,20562864,20603019,20618440,20808282,20930030,20972456,21081503,21123453,21252943,21555454,21575865,21988832,22365833,22407294,22466964,22939624,23022380,23275563,23349634,23444366,23455922,23752268,24366813,24463511,24728074,25011449,25402006,25684205,25944111,26382858,26508657,26593974,26655834,26748699,27153538,27193682,27229929,27432908,27563068,27565346,28514442,28977470,29104064,29128334,29568061,29867216,29997244,30021884,30108113,31413325,31617661,34316702,35016035,8652557,8657117,9660939,unassigned3273"
"0.02","63217","9110","46","2.74381413212022","619","10220385,10545207,10608806,10852826,11279102,12032305,12192000,12453419,12614612,14638676,15096576,15102850,15174051,15207703,15231748,15324660,15488952,16253997,16325183,16374509,16620772,17000644,17079684,17274640,17289999,17353931,17932509,18632619,18654987,18805092,19214193,19293945,19380743,19447967,19596235,19615732,19622774,19692572,19738201,19995937,20098423,20368287,20434986,20562864,20603019,20711169,20921139,21145461,21182203,21252943,21575865,21888893,22094255,22337587,22558309,22658674,22751105,22939624,22990118,23275563,23444366,23986595,24315095,24344204,25027693,25515538,25517094,25582440,25604459,25665578,25684205,25944111,26344197,26655834,26906416,27173435,27229929,27505670,27545878,27565346,27626385,27637333,27684187,27880917,28977470,29021621,29053956,29251827,29511261,29845934,29911972,29997244,31694235,31980649,32761762,34316702,34799561,8657117,8895581,unassigned1312"
"0.23","111573","13092","68","3.10057740938624","495","10085298,10545207,10608806,11546873,11585930,11745344,11893732,12032298,12522145,12577067,12609980,12668731,15096576,15161933,15190072,15998806,16159877,16253997,16307923,16374509,17141982,17174955,17178841,17215244,17461779,17588522,18157088,18599441,18729074,18765789,19167051,19193609,19343720,19596686,19920073,19953087,20085707,20504901,20508642,20618440,21044950,21081503,21113135,21163940,21177249,21525244,21757351,22119785,22337587,22365833,22402981,22441691,22453275,22558309,22751105,22939624,22939629,23022380,23236378,23349634,23455924,23463506,23602572,23658844,24344204,24366813,24396066,24412244,24510904,24584437,24947832,24981860,25027693,25123934,25332235,25670202,26389662,26638075,26655834,26906416,27152988,27193682,27291054,27684187,27986371,28215707,28514442,28533407,28628118,29251827,29656893,29845934,29867216,29985131,30108113,31413325,32203420,32814053,34316702,9660939"
"0","85178","12029","54","3.0329407578515","589","10069390,10373544,10827173,11279102,11893732,12032305,12192000,12376551,12522145,12577067,12615911,12676926,14638676,14697242,15175163,15231748,15324660,15383276,15616580,16620772,17000644,17148452,17274640,17361185,17540176,17588522,18157088,19738201,19920073,20186120,20434986,20467437,20603019,20811636,20936779,21044950,21163940,21199919,21642987,21674799,21757351,21888893,22100920,22119785,22337587,22441691,23275563,23455924,23602568,23658844,24412244,24835590,25027693,25402006,25502805,25702638,25900982,25910212,25940091,25959826,25963833,26186194,26297806,26344197,26514267,26638075,26686862,26816005,26841866,26972000,27086506,27229929,27432908,27472814,27565346,27609421,27986371,28215707,28628118,28805820,28883622,28977470,29021621,29104064,29507755,29513927,29845934,30021884,31413325,32707033,32761762,34799561,7739537,8654373,8895581,9115257,9169421,9417867,9751720,unassigned1312"
"0.28","41497","7900","31","2.47933744999907","535","10882111,11585930,12192000,12615911,12676926,14743216,14968112,15096576,15174051,15231748,15998806,16230350,16541103,16679322,16964240,16990800,17000644,17079684,17141982,17174955,17215244,17255935,17314511,17361185,18765789,18850631,19168127,19193609,19293945,19377461,19470757,19597476,19615732,19688755,19766566,19920073,20016603,20431927,20936779,20959446,21078624,21145461,21199919,21525244,21888893,22094255,22195966,22453275,22466964,22623428,23160376,23201271,23292512,23414517,23602568,23623729,23956175,24189400,24255178,24344204,24412244,24463511,24811749,24947832,25011449,25036637,25123934,25332235,25582440,25684205,25910212,25940091,26167880,26297806,26355680,26687479,26816005,26972000,27173435,27563068,27626385,28420882,28611094,28977666,29100370,29104064,29636472,29643511,29774127,29867216,29911972,32960270,8641358,8657117,9159119,9242638,9417867,9660939,unassigned1312,unassigned3314"
"0.77","68451","10358","32","2.58894886862873","867","10092678,10329441,10790433,11546873,11564863,12234937,12376551,12411495,12609980,12668731,12676926,14636569,14657022,14743216,15084259,15096576,16307923,16325183,16990800,17000644,17079684,17148452,17215244,17461779,17588522,17719543,17785442,18729074,19193609,19343720,19369418,19380743,19470757,19549727,19622774,19692572,19920073,20399188,20562864,20936779,20959446,21044950,21177249,21314817,21382349,22195966,22402981,22751105,22889411,22990118,23091066,23349634,23443559,23444366,23455922,23602572,23956175,23986595,24344204,24366813,24463511,24550280,24584437,24882805,24981860,25684205,25944111,26186194,26472760,26527279,26655834,26748699,26972000,27086506,27107012,27152988,27432908,27637333,27684187,27880917,28420882,28883622,28977666,29053956,29251827,29568061,29656893,29845934,29867216,29985131,31617661,31694235,32203420,32707033,34316702,34799561,35016035,8652557,8654373,9751720"
"0.29","60271","10222","30","2.56267732362344","774","10329441,10608806,10747088,10827173,11546873,12234937,12522145,12609980,12615911,14523017,14532007,14636569,14657022,15047060,15102850,15310755,15383276,15561718,15960975,16159877,16263121,16510448,16620772,16893902,17101133,17215244,17361185,17461779,17932509,18654987,18765789,18850631,19369418,19377461,19596686,19597476,19615732,19766566,20080579,20085707,20504901,20508642,20711169,21044950,21382349,21555454,21674799,21757351,21965653,22195966,22441691,22658674,22990118,23292512,23443559,23455922,23464991,24366813,24457600,24606901,24654937,25027693,25324306,25517094,25582440,25604459,25752541,25910212,25959826,25963833,26186194,26355680,26389662,26593974,26638075,26748699,27086506,27173435,27291054,27432908,27505670,27609421,28190768,28805820,28977470,28977666,29251827,29511261,29513927,29721183,29845934,29985131,35016035,90000000,9115257,9325248,9660939,9687515,unassigned1312,unassigned5"
"0.01","47870","8712","16","2.224150623211","1270","10085298,10329441,10862698,11893732,12376551,12411495,12577067,12614612,12665583,12676926,14636569,14657022,15096576,15231747,15488952,15561718,15576338,15998806,16307923,16469706,16679322,16730941,17000644,17174955,17215244,17235358,18599441,18654987,18765789,19193609,19343720,19369418,19447967,19549727,20603019,20811636,20921139,20936779,21163940,21314817,21575865,21757351,22094255,22441691,22558309,22623428,22751105,22889411,23160376,23236378,23349634,23464991,23572552,23602568,23623729,23752268,23975195,24189400,24711643,25260751,25324306,25332235,25604459,25665578,25702638,25910212,26167880,26297806,26355680,26472760,26686862,26687479,27107012,27626385,27684187,28533407,28611094,28628118,28883622,28977470,28977666,29021621,29426014,29656893,29721183,29985131,29997244,31413325,31548606,31617661,31980649,32707033,32814053,8652557,8657117,90000000,9169421,9242638,9624153,unassigned5"
"0.62","97970","12963","68","3.23549309257046","375","10085298,10092678,10220385,10329441,10827173,10852826,11163245,11546873,11585930,12376551,12376572,12615911,12724401,14532007,14580349,14638676,15190072,15207703,15231748,15561718,16115810,16263121,16582099,16713569,16923123,17101133,17289999,17361185,17461779,17719543,18255255,18632619,19380743,19549727,19596686,19692572,20098423,20195357,20308539,20332121,20467437,20504901,20531386,20603015,20603019,20614026,20711169,20808282,20959446,21113135,21123453,21177249,21182203,22094255,22365833,22402981,23201271,23236378,23349634,23455922,23455924,23602572,23623729,24366813,24550280,24658140,24711643,24947832,24981860,25123934,25260751,25324306,25515538,25752541,25910212,25940091,26514267,26638075,26686862,26748699,27113764,27153538,27229929,27505670,27565346,27880917,28215707,28514442,29128334,29636472,30108113,31694235,32707033,32761762,33436498,8652557,8654373,9169421,9242638,9751720"
"0.8","99800","12284","110","2.8871128351064","201","10373544,10790433,10862698,11564863,11839770,12522145,12577067,12724401,14697242,15047060,15616580,15960975,16374509,16622419,16730941,16990800,17000644,17101133,17174955,17314511,17353931,17361185,17426036,17461779,17474147,18000879,18157088,18255255,18765789,19156129,19172752,19193609,19293945,19615732,19622774,19766566,20399188,20434986,20562864,20614026,20808282,20811636,20921139,20930030,21113135,21163940,21182203,21314817,21965653,22100920,22337587,22365833,22402981,23455924,23623729,23752268,24396066,24606901,24658140,24711643,25036637,25123934,25324306,25402006,25582440,25609649,25665578,25670202,25752541,26186194,26297806,26344197,26472760,26527279,26638075,27107012,27193682,27229929,27565346,27684187,28515276,28611094,28628118,28977666,29100370,29656893,29845934,29867216,30108113,30833792,31413325,31980649,32814053,33436498,7739537,90000000,9159119,9325248,unassigned3273,unassigned5"
"0.18","96282","12661","64","3.12178246462418","419","10545207,10790433,10827173,11163245,11359773,11893732,11940657,12032305,12234937,12609980,12615911,14580349,14743216,15047060,15161933,15231747,15561718,15989967,16541103,16620772,16679322,16730941,17174955,17235358,17289999,17785442,18723680,19156129,19193609,19369418,19615732,20098423,20195357,20308539,20368287,20431927,20614026,20711169,20921139,21182203,21555454,21575865,22441691,22453275,22990118,23022380,23201271,23236378,23455924,23463506,23464991,23572552,23602568,23623729,24366813,24584437,24947832,24981860,25332235,25502805,25517094,25665578,25702638,25756610,25900982,26508657,26514267,26655834,26687479,26748699,26816005,26906416,27193682,27291054,27432908,27545878,27626385,27637333,27684187,28215707,28514442,28515276,28805820,28883622,29104064,29656893,29845934,29911972,31391242,31413325,31617661,31694235,8652557,8657117,8895581,9169421,9452425,9624153,9751720,unassigned3314"
"0","97308","12439","23","2.69713901276373","2363","10373544,10862698,11564863,11585930,11839770,11940657,12376551,12376572,12411495,12522145,12577067,12614612,14523017,14636569,14743216,15084259,15102850,15231748,15324660,15383276,15488952,15989967,16230350,16325183,16469706,16923123,16949367,17174955,17215244,17361185,17403899,18029035,18157088,18599441,18729074,18805092,19214193,19470757,19596235,19615732,19692572,20399188,20508642,20562864,20603019,20618440,20811636,20959446,21081503,21555454,21642987,21757351,22195966,22402981,22446626,22558309,22939624,23160376,23414517,23602572,23623729,23954414,24315095,24344204,24711643,24835590,24976009,25036637,25604459,25684205,25702638,25752541,26186194,26297806,26355680,26514267,26638075,26686862,26687479,26748699,26972000,27113764,27565346,27626385,28420882,28514442,28628118,28883622,29053956,29467281,29511261,31617661,32203420,32960270,33436498,8652557,9169421,9417867,9452425,unassigned3314"
"0.05","61534","11371","40","2.80646273466563","586","10092678,10220385,10545207,10862698,11163245,11546873,11585930,12192000,12234937,12411495,12614612,12615911,12676926,14638676,15047060,15084259,15190072,15324660,15989967,15998806,16159877,16230350,16253997,16273093,16374509,16510448,16541103,16893902,17000644,17101133,17235358,17255935,17361185,17403899,17474147,17588522,17719543,18632619,18723680,19156129,19167051,19214193,19293945,19369418,19596235,19622774,19920073,20085707,20308539,20467437,20562864,20808282,20811636,21113135,21163940,21182203,21255825,21525244,21653829,22751105,22889411,22939624,22939629,23201271,23444366,23572552,24412244,24457600,24510904,24550280,24981860,25036637,25260751,25324306,25752541,26186194,26655834,26687479,27086506,27505670,27693506,28420882,28533407,28883622,29021621,29128334,29511261,29721183,29911972,30021884,31548606,33436498,8652557,8895581,9325248,9452425,9472029,9624153,9660939,9852078"
"0","38762","9343","15","2.28522076547169","1031","10069390,10329441,10373544,10545207,10790433,10827173,10862698,11359773,12032298,12376572,12609980,12668731,12676926,15047060,15231747,15324660,15576338,15983046,15998806,16115810,16230350,16307923,16484223,16679322,16713569,16949367,17174955,17235358,17274640,17474147,17540176,17719543,18599441,18729074,18765789,19156129,19167051,19369418,19380743,19470757,20016603,20133760,20186120,20332121,20434986,20562864,20603015,20936779,20959446,21044950,21078624,21123453,21177249,21252943,21382349,21674799,21757351,22119785,22337587,22365833,22453275,22658674,22990118,23201271,23414517,23455922,23463506,23464991,23572552,23602572,23623729,24315095,24412244,24457600,24463511,24658140,24711643,24728074,24981860,25027693,25604459,25670202,25944111,25959826,26355680,26514267,26593974,26655834,26906416,28215707,29100370,29656893,30021884,32203420,32761762,7739537,90000000,9452425,9660939,9687515"
"0.59","67726","9625","73","2.91165106486962","293","10085298,10373544,10790433,10882111,11163245,11509230,11940657,12032298,12411495,12453419,12522145,12577067,12668731,12724401,14580349,15310755,15960975,15998806,16263121,16374509,17101133,17314511,17353931,17361185,17461779,17932509,18157088,18632619,18765789,19293945,19549727,19597476,19953087,20098423,20399188,20618440,20711169,20808282,20972456,21044950,21177249,21182203,21199919,21252943,21642987,21757351,22119785,22337587,22402981,22407294,22453275,22558309,22623428,22863883,22889411,22939629,22990118,23091066,23275563,23349634,23572552,23623729,24344204,24396066,24947832,24976009,24981860,25036637,25517094,25609649,25684205,25940091,26472760,26508657,26593974,26906416,27113764,27626385,27637333,27693506,27880917,28515276,28883622,29100370,29426014,29467281,29513927,29636472,29845934,30833792,31413325,31694235,32203420,32761762,32814053,32960270,8657117,8895581,9417867,9687515"
"0","50125","11349","13","2.44232368155679","1767","10092678,10220385,10790433,10827173,11163245,11509230,12032298,12032305,12522145,12577067,12676926,12724401,14580349,14636569,14657022,15161933,15310755,16159877,16273093,16307923,16469706,16541103,16582099,16949367,17215244,17274640,17314511,17403899,17426036,17474147,18029035,18805092,19168127,19293945,19343720,19766566,19995937,20195357,20308539,20431927,20531386,20603019,21078624,21382349,21525244,21575865,21757351,22100920,22195966,22441691,22466964,22558309,22889411,23292512,23443559,23444366,23455924,23463506,23572552,23602568,23770852,23954414,23956175,23975195,24463511,24510904,24658140,24711643,25011449,25517094,25940091,25963833,26186194,26382858,26389662,26514267,26686862,27107012,27229929,27545878,28215707,28515276,28628118,28977470,29021621,29100370,29104064,29636472,29867216,30021884,30833792,32203420,35016035,8657117,8895581,9159119,9242638,9417867,9751720,unassigned5"
"0.13","50731","8622","12","2.23960165107628","1856","10329441,11359773,12411495,12453419,12614612,12665583,12724401,14523017,14743216,15207703,15310755,15488952,15576338,15989967,15998806,16253997,16263121,16541103,16622419,16949367,16990800,17043677,17148452,17540176,17620599,18599441,18723680,18765789,18805092,19172752,19377461,19549727,19596235,19597476,19690564,19766566,20016603,20308539,20368287,20434986,20808282,20930030,21113135,21163940,21177249,21182203,21199919,21653829,21888893,22446626,22466964,22990118,23091066,23201271,23444366,23770852,23954414,23986595,24315095,24457600,24606901,24711643,24835590,24882805,25502805,25609649,25665578,25940091,25959826,26382858,26638075,26655834,27086506,27107012,27505670,27563068,27986371,28215707,28420882,28805820,28977470,29467281,29513927,29568061,29643511,29656893,29774127,30108113,31391242,31548606,31617661,31694235,32707033,32814053,33436498,8657117,90000000,9115257,9169421,9417867"
"0.06","51594","8608","17","2.29531272741721","1401","10092678,10373544,10608806,10790433,11509230,11893732,12032298,12242293,12376551,12522145,12577067,12676926,14532007,14743216,15989967,16115810,16159877,16253997,16273093,16620772,16893902,17043677,17079684,17178841,17274640,17314511,17474147,17588522,17932509,19168127,19214193,19293945,19447967,19596686,19690564,19738201,19953087,20085707,20808282,20811636,20972456,21252943,21314817,21642987,21674799,21965653,22094255,22195966,22365833,22402981,22407294,22441691,22446626,22990118,23084401,23455924,23463506,24255178,24344204,24457600,24728074,24976009,24981860,25011449,25260751,25324306,25515538,25517094,25604459,25665578,25702638,25944111,26167880,26355680,26382858,26389662,26508657,26638075,26655834,26906416,26972000,27086506,27472814,27637333,28215707,28883622,28977666,29511261,29513927,29656893,29774127,30108113,30194290,31413325,32707033,33436498,8895581,9169421,unassigned3314,unassigned5"
"0","45241","8832","33","2.76973414322504","636","10827173,10852826,11279102,11509230,11940657,12411495,12609980,12665583,14523017,15047060,15102850,15190072,15207703,15231747,15324660,15998806,16159877,16253997,16620772,16622419,16893902,16990800,17043677,17101133,17215244,17274640,17474147,18029035,18255255,18765789,19380743,19597476,19615732,19688755,19995937,20186120,20504901,20711169,20808282,20921139,21123453,21199919,21255825,21382349,21555454,21575865,21653829,21757351,21988832,22195966,22402981,22441691,22751105,22990118,23275563,23455924,23463506,23572552,23658844,23975195,24255178,24315095,24337577,24550280,24882805,25036637,25260751,25324306,25502805,25940091,25944111,26167880,26344197,26686862,26748699,26816005,27113764,27152988,27153538,27173435,27229929,27563068,27609421,27637333,27693506,27705803,28190768,29021621,29053956,29100370,29104064,29128334,29507755,29513927,30108113,30824926,31413325,31548606,8895581,9472029"
"0.91","111365","13580","88","3.4874668152053","313","10373544,10608806,10852826,10862698,11745344,11893732,12032298,12522145,12577067,14523017,14580349,14636569,14657022,14743216,15047060,15231747,15310755,15561718,15616580,15983046,15989967,16253997,16325183,16541103,16622419,16990800,17000644,17043677,17079684,17174955,17289999,17314511,17403899,17588522,17932509,18330356,18765789,18850631,19172752,19293945,19447967,19596235,20133760,20186120,20467437,20531386,20603015,20603019,20711169,20930030,21044950,21081503,21113135,21177249,21182203,21252943,21255825,21314817,21525244,21888893,22337587,22402981,22446626,23292512,23414517,23455922,23986595,24189400,24255178,24510904,24654937,24835590,24882805,25502805,25756610,25963833,26167880,26186194,26344197,26355680,26472760,26514267,26593974,26906416,27086506,27432908,27609421,27986371,28514442,28533407,29021621,29426014,29985131,30021884,30108113,31694235,31980649,8652557,9159119,9472029"
"0.18","42689","7861","19","2.31112533665244","947","11509230,12376551,12376572,12453419,12522145,12609980,12614612,12615911,14523017,15047060,15161933,15174051,15175163,15561718,16273093,16307923,16510448,16949367,17043677,17079684,17101133,17141982,17174955,17314511,17620599,18157088,18850631,19156129,19168127,19343720,19549727,19597476,20098423,20431927,20531386,20930030,20959446,21044950,21113135,21182203,21965653,22094255,22119785,22365833,22446626,23349634,23414517,23455922,23455924,23463506,23602568,23602572,23623729,23770852,24189400,24255178,24366813,24412244,24584437,24728074,24811749,24976009,25324306,25332235,25502805,25517094,25684205,25752541,25910212,25940091,25944111,26167880,26355680,26472760,26655834,27472814,27505670,27545878,27609421,27684187,27880917,28515276,28611094,28628118,29467281,29513927,29568061,29636472,29643511,29656893,29867216,31391242,32203420,32707033,34799561,7739537,8895581,9115257,9660939,9852078"
"0.25","40511","9202","11","2.25489237962733","1471","10092678,10329441,10545207,10608806,10862698,11279102,11839770,12192000,12234937,12453419,12615911,12724401,14532007,15175163,15190072,15488952,15576338,15616580,15983046,16115810,16253997,16325183,16484223,16713569,16730941,16893902,16964240,17043677,17079684,17361185,17403899,17426036,17474147,17785442,18000879,18157088,18723680,19156129,19167051,19168127,19293945,19692572,19766566,20080579,20133760,20332121,20921139,20930030,20936779,21177249,21182203,21382349,21525244,21757351,21988832,22337587,22407294,22453919,22623428,22751105,22939624,22990118,23443559,23623729,23658844,23956175,24189400,24457600,24510904,24811749,24882805,25027693,25123934,25260751,26389662,26638075,26687479,26906416,27086506,27505670,27565346,27626385,27705803,28215707,28515276,28533407,28611094,28628118,29053956,29467281,29774127,29997244,30108113,30194290,30824926,31413325,31548606,9159119,9242638,unassigned5"
"0","56231","8712","44","2.94369704466865","584","10747088,10790433,10882111,11279102,11564863,12192000,12376572,12411495,12668731,12724401,14580349,14638676,14968112,15096576,15231748,15488952,16115810,16159877,16253997,16263121,16374509,16541103,16679322,16949367,17000644,17079684,17289999,17540176,17588522,18029035,18157088,18723680,18729074,18850631,19167051,19369418,19380743,19766566,19920073,20016603,20098423,20186120,20195357,20431927,20531386,20711169,20808282,20921139,21078624,21382349,21555454,21965653,22119785,22365833,22407294,22446626,22863883,23022380,23292512,23455924,23658844,23954414,23956175,24255178,24412244,24457600,24550280,24711643,24947832,25027693,25036637,25324306,25332235,25944111,25963833,26344197,26655834,26687479,26816005,27107012,27152988,27173435,27291054,27472814,27565346,27684187,27880917,28628118,28883622,29507755,29867216,30108113,30833792,31413325,31548606,8652557,9417867,9624153,9751720,unassigned3273"
"0.05","48171","10468","17","2.36222091916224","1240","10882111,11546873,11564863,11940657,12376551,12411495,12453419,14968112,15084259,15161933,15174051,15310755,15576338,15616580,16159877,16230350,16622419,16713569,17000644,17148452,17289999,17426036,17620599,17716973,18157088,19214193,19377461,19447967,19470757,19596686,19738201,19920073,19995937,20399188,20434986,20504901,20603015,20921139,20936779,20959446,21044950,21078624,21177249,21182203,21199919,21382349,21525244,21575865,22094255,22195966,22407294,22441691,22446626,22558309,22889411,23022380,23091066,23414517,23443559,23464991,23602568,23658844,23956175,23975195,24189400,24344204,24366813,24457600,24658140,24811749,24882805,24981860,25011449,25123934,25515538,25609649,25944111,26167880,26389662,26514267,26638075,26841866,27107012,27505670,27693506,28190768,28420882,28533407,28977470,29467281,29513927,29721183,30021884,31694235,32707033,90000000,9115257,9624153,9660939,unassigned3273"
"0.08","48671","8059","28","2.42265223242543","693","10085298,10092678,10220385,10827173,10852826,11564863,11585930,11745344,12376551,12522145,12676926,14697242,14743216,15161933,15310755,15561718,16115810,16273093,16620772,16893902,17000644,17043677,17141982,17148452,17215244,17314511,17361185,18632619,18723680,18765789,18850631,19193609,19214193,19549727,19596686,19615732,19688755,20186120,20508642,20562864,20603019,20711169,20936779,21177249,21255825,21314817,21382349,21525244,21575865,21674799,21757351,22119785,22337587,22402981,22558309,22658674,22939624,23022380,23091066,23160376,23455922,23463506,23464991,23572552,23602568,23975195,24463511,24658140,24711643,24981860,25011449,25324306,25402006,25515538,25944111,26472760,26748699,26816005,27505670,27637333,28420882,28515276,28611094,29053956,29100370,29467281,29568061,29636472,29721183,29845934,29985131,31413325,32707033,32960270,34799561,8654373,8895581,9325248,9417867,unassigned1312"
"0.38","53310","7724","43","2.7481094388943","551","10092678,10373544,10747088,10827173,10882111,11509230,11585930,11745344,11940657,12376551,12615911,12668731,14638676,15096576,15190072,15207703,15310755,15324660,15383276,15576338,15616580,15998806,16923123,16964240,17141982,17148452,17178841,17235358,17540176,17785442,18654987,19549727,19596235,19690564,19920073,20016603,20308539,20431927,20434986,20504901,20711169,20811636,20930030,21078624,21314817,21382349,21674799,21757351,22337587,22863883,22939624,22990118,23022380,23443559,23956175,24315095,24337577,24344204,24412244,24550280,25260751,25281560,25332235,25402006,25502805,25515538,25604459,25609649,25665578,25959826,25963833,26508657,26593974,26655834,26816005,27684187,27693506,27705803,28515276,28533407,28883622,29021621,29128334,29774127,29985131,30824926,30833792,31413325,31980649,32761762,33436498,7739537,8641358,8895581,9159119,9169421,9325248,9624153,unassigned1312,unassigned3314"
