"pvalue","num_inter","n_proteins","xmin","alpha","ntail","pubmedIDs"
"0.01","70228","9978","51","2.93573279390619","546","10069390,10092678,10790433,11745344,11893732,12242293,12724401,14523017,14638676,14657022,15047060,15207703,15383276,15488952,15561718,15983046,15989967,16159877,16253997,16273093,16620772,16713569,16730941,16893902,17141982,17235358,17353931,17426036,17719543,18000879,18729074,19168127,19369418,19596686,19738201,19953087,20368287,20504901,20508642,20808282,20972456,21078624,21113135,21123453,21177249,21199919,21525244,21575865,21674799,21988832,22100920,22441691,22453275,22558309,22658674,22863883,22889411,23236378,23275563,23349634,23414517,23572552,23602572,23623729,23954414,23975195,24337577,24396066,24457600,24550280,24606901,24728074,24947832,24981860,25011449,25324306,25702638,26344197,26508657,26593974,26655834,26687479,26906416,27153538,27173435,27193682,28215707,28515276,28611094,29100370,29507755,29867216,31548606,32814053,32960270,34799561,8895581,9169421,9325248,9751720"
"0.92","39730","9337","27","2.60909792456237","608","10069390,10329441,10373544,10747088,10827173,11279102,11585930,12032298,12609980,12615911,12665583,14523017,14638676,14743216,15161933,15174051,15175163,15383276,15576338,15989967,16990800,17079684,17215244,17255935,17289999,17403899,17474147,17719543,17785442,18029035,18157088,18850631,19168127,19214193,19377461,19470757,19690564,19920073,19995937,20133760,20399188,20467437,20531386,20618440,20930030,21113135,21252943,21555454,21988832,22094255,22407294,22751105,22863883,22990118,23292512,23444366,23956175,24337577,24366813,24396066,24457600,24606901,24654937,24658140,24947832,25123934,25260751,25281560,25582440,25670202,25702638,25756610,25910212,25944111,26514267,26748699,26816005,27086506,27705803,28420882,28977470,29100370,29467281,29511261,29656893,29997244,30021884,30824926,31391242,31694235,31980649,32960270,8657117,8895581,90000000,9159119,9242638,9325248,9452425,9751720"
"0.04","89371","12477","39","2.97250985613834","856","10085298,10329441,10747088,11893732,11940657,12376572,12577067,12668731,12724401,15047060,15161933,15324660,15576338,15983046,15998806,16159877,16325183,16374509,16679322,16730941,16949367,17079684,17178841,17314511,17588522,18805092,19167051,19369418,19615732,19692572,19995937,20195357,20399188,20531386,20603015,20614026,21177249,21182203,21525244,21555454,21653829,22094255,22119785,22402981,22407294,22453275,22466964,22751105,22889411,23084401,23349634,23770852,24189400,24337577,24366813,24412244,24550280,24606901,24728074,24811749,24976009,25011449,25281560,25517094,25582440,25665578,25670202,25752541,25756610,25940091,25944111,26355680,26508657,26655834,26748699,27291054,27505670,27563068,27609421,27705803,28514442,29021621,29053956,29100370,29128334,29507755,29643511,29721183,29845934,30833792,31413325,32203420,32707033,32960270,33436498,34799561,90000000,9159119,9417867,9660939"
"0","92369","12804","18","2.64188496118654","3058","10092678,10329441,10790433,10827173,10862698,10882111,11359773,11564863,11745344,11839770,12234937,12453419,12615911,12665583,12676926,14532007,14743216,15231748,15310755,15324660,15488952,15561718,15998806,16115810,16230350,16253997,16273093,16510448,16713569,16730941,16893902,16990800,17000644,17079684,17148452,17235358,17353931,17461779,17588522,17716973,18157088,18255255,18723680,18765789,18805092,19369418,19377461,19953087,19995937,20016603,20186120,20467437,20711169,20930030,20972456,21382349,22094255,22100920,22466964,23160376,23444366,23770852,23954414,24337577,24344204,24550280,24654937,25011449,25332235,25502805,25684205,25756610,25963833,26297806,26472760,26527279,27153538,27505670,27565346,28190768,28215707,28420882,28514442,28628118,29104064,29507755,29511261,29568061,29656893,29911972,31980649,34316702,7739537,8895581,9115257,9159119,9242638,9325248,9624153,unassigned5"
"0.4","120080","13796","80","3.75144734091796","393","10085298,10747088,10790433,11509230,11745344,11839770,12032298,12376551,12609980,12676926,14523017,14532007,15207703,15231747,15561718,15998806,16263121,16374509,16582099,16679322,16923123,16964240,16990800,17000644,17314511,17403899,17474147,17719543,17785442,18850631,19156129,19343720,19688755,20016603,20080579,20186120,20614026,20930030,20936779,21044950,21113135,21575865,21653829,21757351,21988832,22402981,22889411,22990118,23658844,23975195,23986595,24337577,24463511,24584437,24606901,24658140,24811749,25011449,25402006,25502805,25515538,25517094,25609649,25665578,25702638,25752541,25910212,25959826,26186194,26344197,26514267,27107012,27229929,27432908,27505670,28190768,28215707,28514442,28611094,28628118,29021621,29104064,29128334,29467281,29985131,31413325,31980649,32707033,8652557,8654373,90000000,9159119,9242638,9452425,9472029,9660939,9687515,9751720,unassigned1312,unassigned3273"
"0.04","100373","12864","39","2.92761694073573","1034","10092678,10220385,10790433,10827173,11163245,11940657,12032298,12234937,12522145,12577067,12665583,14523017,14532007,15190072,15383276,15488952,15960975,15998806,16263121,16273093,16469706,16541103,17079684,17174955,17178841,17215244,17588522,18330356,18723680,18729074,19156129,19168127,19214193,19447967,19549727,19615732,19688755,19690564,19738201,20085707,20133760,20186120,20368287,20434986,20504901,21177249,21757351,22402981,22889411,22939624,23084401,23463506,23602572,23658844,23956175,24189400,24255178,24396066,24457600,24882805,25011449,25260751,25517094,25756610,25963833,26355680,26382858,26389662,26655834,26906416,27113764,27505670,27545878,27565346,27880917,28514442,28533407,28611094,28977666,29104064,29507755,29513927,29867216,29997244,31548606,31617661,32203420,32707033,32761762,32814053,32960270,33436498,35016035,7739537,8654373,8657117,9115257,9159119,9852078,unassigned1312"
"0.07","51761","8989","41","2.45313284875701","529","10092678,10862698,11509230,11546873,11564863,12032305,12242293,12522145,12665583,12668731,15161933,15207703,15324660,15488952,15561718,15616580,15989967,16263121,16307923,16469706,16510448,16893902,16949367,17000644,17141982,17361185,17588522,17716973,17719543,18029035,18255255,18723680,19214193,19293945,19596235,19596686,19597476,19622774,19692572,20531386,20603019,20930030,20972456,21113135,21163940,21382349,21525244,21757351,22466964,22558309,22939624,23022380,23201271,23443559,23455922,23455924,23602568,23752268,23770852,23954414,23986595,24366813,24463511,24550280,24658140,24711643,25011449,25027693,25260751,25281560,25402006,25502805,26167880,26508657,26527279,26748699,26841866,27545878,27626385,27684187,28977470,29511261,29643511,29845934,29867216,29997244,30108113,31391242,31413325,31617661,31980649,32960270,33436498,34316702,8895581,9325248,9687515,unassigned1312,unassigned3273,unassigned3314"
"0.1","34169","8438","22","2.45900673840951","615","10827173,10882111,11940657,12234937,12376551,12376572,12614612,12676926,14636569,14743216,15231747,15576338,16263121,16307923,16325183,16469706,16541103,16679322,16923123,16964240,17148452,17174955,17215244,17314511,17361185,17474147,17716973,17785442,18157088,18255255,18330356,19156129,19193609,19214193,19377461,19596235,19622774,19692572,19766566,20080579,20399188,20434986,20959446,20972456,21081503,21123453,21145461,21177249,21382349,21525244,21555454,21642987,21674799,22453275,23022380,23084401,23091066,23201271,23236378,23414517,23572552,23602568,23623729,23770852,23956175,23975195,24189400,24366813,24550280,24835590,24947832,25123934,25324306,25609649,25665578,25670202,25963833,26389662,26527279,26655834,26748699,26906416,27173435,27432908,27505670,27626385,27637333,27880917,28190768,28883622,29643511,30021884,32761762,8641358,8652557,9169421,9452425,9624153,9751720,unassigned5"
"0.77","73545","11433","64","2.80183689840226","338","10092678,10747088,10852826,10862698,11359773,11839770,12242293,12577067,12609980,14523017,14580349,15047060,15102850,15616580,16159877,16541103,16582099,16713569,16964240,17043677,17101133,17148452,17174955,17361185,17426036,18632619,18765789,19156129,19167051,19380743,19447967,19549727,19690564,19920073,20085707,20368287,20603019,21044950,21123453,21145461,21163940,21177249,21182203,21255825,21555454,21965653,22094255,22365833,22402981,22466964,22889411,22939624,23022380,23084401,23414517,23455922,23602572,23623729,23975195,23986595,24255178,24366813,24510904,24550280,24976009,25036637,25260751,25332235,25402006,25944111,26186194,26389662,26472760,26816005,26841866,26972000,27107012,27472814,27565346,27626385,27693506,27705803,28190768,28883622,29021621,29426014,29513927,29643511,29845934,29911972,30833792,32203420,32814053,34799561,9159119,9169421,9417867,9624153,9660939,unassigned1312"
"0.01","60266","10507","55","2.80188465668704","380","10545207,10852826,10882111,11163245,11279102,11359773,11585930,11745344,12376551,12411495,12609980,12614612,12724401,14523017,14636569,15174051,15190072,15310755,15324660,15616580,16115810,16273093,16307923,16469706,16582099,16964240,16990800,17403899,17588522,17785442,18330356,18599441,18850631,19156129,19172752,19293945,19549727,19692572,19738201,19953087,20098423,20186120,20959446,21078624,21113135,21252943,21555454,21642987,22100920,22119785,22195966,22337587,22453275,22453919,22658674,22990118,23602572,23658844,24344204,24606901,24811749,24882805,24976009,25332235,25402006,25609649,25900982,26297806,26344197,26355680,26382858,26472760,26527279,26687479,26748699,26816005,27153538,27193682,27693506,28805820,28883622,29021621,29100370,29426014,29467281,29507755,29643511,29656893,29985131,29997244,30021884,32203420,32814053,32960270,34316702,8895581,9325248,9417867,9687515,unassigned1312"
"0.2","43756","9418","18","2.35700546167113","1057","10373544,10852826,11359773,11585930,12192000,12376551,12577067,14523017,14580349,14636569,14657022,14968112,15084259,15324660,15561718,15616580,15983046,15989967,16115810,16159877,16484223,16730941,16923123,16964240,16990800,17174955,17235358,17255935,17588522,17719543,18330356,18632619,18729074,19168127,19622774,19738201,19766566,19920073,20080579,20098423,20399188,20618440,20711169,20959446,21555454,21757351,21988832,22119785,22407294,22453919,22889411,23160376,23349634,23444366,23464991,24337577,24344204,24457600,24835590,25027693,25260751,25502805,25517094,25665578,25900982,25944111,26389662,26472760,26638075,26655834,26906416,27086506,27107012,27153538,27432908,27565346,27609421,27684187,27705803,28883622,28977666,29021621,29100370,29104064,29251827,29507755,29511261,29513927,30021884,30824926,31694235,32203420,33436498,34799561,8895581,9159119,9169421,9624153,unassigned3314,unassigned5"
"0.78","107304","13625","48","2.93315708132008","795","10092678,10882111,11359773,11509230,12411495,12453419,12614612,14697242,15084259,15383276,15488952,15576338,15960975,15989967,16253997,16307923,16374509,16469706,16541103,16620772,16990800,17235358,17274640,17353931,17361185,17461779,17540176,18654987,19156129,19214193,19293945,19596686,19622774,19766566,19995937,20016603,20080579,20085707,20332121,20431927,20603019,20711169,20921139,21113135,21199919,21314817,21382349,21555454,21653829,21757351,21888893,22337587,22558309,22751105,22939624,23091066,23160376,23201271,23414517,23443559,23954414,23975195,24315095,24337577,24344204,24396066,24606901,24658140,24981860,25752541,25756610,25963833,26297806,26389662,26472760,26527279,26748699,27229929,27432908,27563068,27880917,27986371,28190768,28514442,28515276,29104064,29568061,29656893,29845934,29867216,29985131,30021884,31617661,32960270,34316702,8654373,9624153,9687515,9852078,unassigned3314"
"0.01","65685","9795","59","2.99367908632181","425","10747088,10852826,11564863,11839770,11893732,12032305,12376572,14532007,14968112,15096576,15324660,15383276,15488952,16159877,16230350,16253997,16325183,16620772,16622419,16949367,16990800,17101133,17141982,17178841,17215244,17785442,18000879,18765789,19156129,19167051,19293945,19470757,19549727,19596235,19596686,19688755,20332121,20368287,20399188,20467437,20504901,20614026,21123453,21314817,21382349,21674799,21888893,22195966,22402981,22466964,22939629,23022380,23275563,23349634,23414517,23444366,23464991,24255178,24412244,24457600,24463511,24811749,24976009,24981860,25027693,25036637,25515538,25752541,26167880,26508657,26593974,26638075,26687479,26748699,26816005,26906416,27107012,27113764,27153538,27291054,27563068,27565346,27609421,27626385,28628118,29656893,29721183,29774127,29911972,30833792,31413325,31617661,31980649,32707033,32761762,33436498,8657117,9452425,unassigned1312,unassigned3273"
"0.91","126717","13695","87","3.3686312104358","395","10069390,10220385,10373544,10608806,10852826,11585930,12234937,12376572,14580349,14743216,14968112,15174051,16253997,16679322,16713569,16964240,17043677,17148452,17174955,17255935,17361185,17426036,17588522,17716973,18157088,18599441,18632619,18654987,19343720,19596235,19615732,19688755,19690564,19738201,19995937,20133760,20811636,20936779,20972456,21081503,21163940,21199919,21255825,21314817,21525244,21642987,21965653,22094255,22195966,22407294,22441691,22558309,23084401,23201271,23236378,23414517,23455922,23455924,23464991,23602572,23623729,24189400,24255178,24315095,24412244,24550280,24606901,24658140,24711643,24835590,24882805,25281560,25502805,25515538,25582440,25670202,25684205,25944111,25963833,26186194,26344197,26593974,26638075,26748699,26816005,26841866,27229929,27626385,27705803,28514442,29513927,29911972,30194290,31391242,31980649,32707033,34316702,8654373,9660939,unassigned3273"
"0.8","49052","8631","26","2.62305525252252","894","10790433,10862698,10882111,11279102,11564863,11893732,12032298,12577067,12676926,14523017,14743216,15175163,15207703,15231748,15488952,15561718,15960975,16253997,16469706,16713569,16923123,17461779,17474147,18632619,19193609,19343720,19688755,19766566,19920073,20016603,20080579,20098423,20368287,20399188,20467437,20504901,20562864,20959446,21044950,21081503,21163940,21177249,21255825,21314817,21674799,21965653,22119785,22453919,22863883,23084401,23201271,23236378,23275563,23292512,23463506,23986595,24344204,24654937,24728074,24835590,24947832,25036637,25123934,25502805,25582440,25604459,25684205,25702638,25963833,26382858,26514267,26593974,26686862,26687479,26816005,27107012,27153538,27173435,27565346,27880917,28190768,28977666,29053956,29128334,29636472,29774127,30194290,30833792,31617661,31694235,31980649,32203420,34316702,34799561,7739537,8654373,9325248,9472029,9624153,9751720"
"0.07","44495","9586","15","2.27277512782782","1191","10545207,10747088,10852826,11839770,12522145,12609980,12614612,12615911,12665583,12668731,14697242,14968112,15084259,15096576,15102850,15175163,15310755,15616580,15960975,15983046,16469706,16620772,16679322,16713569,16923123,16964240,17079684,17141982,17148452,17289999,17314511,17361185,17461779,17474147,18029035,18255255,18330356,18654987,18729074,19168127,19214193,19369418,19615732,19995937,20080579,20431927,20467437,20614026,20936779,21081503,21314817,21653829,22100920,22446626,22623428,22889411,22990118,23444366,23455922,24255178,24315095,24337577,24396066,24584437,24654937,24981860,25011449,25027693,25582440,25604459,25665578,25944111,26593974,26655834,26687479,26748699,26841866,27086506,27229929,27563068,27565346,27609421,27986371,28190768,28611094,28805820,28883622,29100370,29128334,29251827,29507755,29568061,29985131,30021884,30194290,33436498,35016035,7739537,8652557,9325248"
"0.06","45843","7789","65","2.88975374224091","232","10545207,11163245,11279102,11546873,11564863,12032298,12192000,12234937,12376551,12665583,15047060,15960975,16253997,16307923,16484223,16923123,17079684,17540176,17620599,17785442,18330356,18765789,18805092,19172752,19214193,19447967,19615732,19690564,19953087,19995937,20080579,20399188,20467437,20508642,20531386,20808282,20936779,20972456,21078624,21113135,21182203,21642987,21653829,21757351,22195966,22402981,22453275,22466964,22939624,22939629,23022380,23414517,23444366,23463506,23602568,23623729,23956175,23975195,24189400,24255178,24366813,24457600,24550280,24584437,24882805,24947832,25027693,25332235,25517094,25582440,25670202,25959826,26382858,26638075,26686862,26687479,26841866,26906416,27153538,27193682,27291054,27505670,27626385,27684187,27880917,28977470,29636472,29911972,29997244,30194290,30833792,31548606,32203420,32761762,33436498,8641358,9159119,9325248,9660939,9687515"
"0.37","111797","13251","84","3.4033696362882","326","10092678,10608806,11163245,11893732,12032305,12376551,12577067,12609980,14523017,14580349,15096576,15190072,15207703,15310755,15989967,16159877,16253997,16263121,16273093,16307923,16325183,16510448,17101133,17178841,17540176,17932509,18029035,18157088,18805092,18850631,19293945,19377461,19738201,19766566,20016603,20080579,20308539,20467437,20562864,20603015,20603019,20808282,21044950,21081503,21113135,21123453,21255825,21314817,21555454,21674799,21757351,21988832,22119785,22337587,22939629,22990118,23414517,23463506,23623729,24510904,24550280,24658140,24811749,24835590,24981860,25036637,25502805,25517094,25582440,25665578,25702638,25752541,25944111,25963833,26167880,26297806,26686862,26816005,26972000,27152988,27291054,27565346,27684187,28190768,28514442,28533407,28977470,29128334,29426014,29911972,30108113,32707033,8641358,8654373,8657117,8895581,9169421,9242638,9687515,unassigned1312"
"0.09","102068","12929","39","2.87539262125506","1054","10069390,11279102,11359773,11564863,11745344,11839770,12522145,12609980,12665583,12724401,14657022,15047060,15084259,15488952,15989967,15998806,16307923,16541103,16582099,16679322,16713569,16730941,17000644,17235358,17255935,17353931,17474147,17785442,18330356,18729074,19690564,19692572,19766566,20133760,20332121,20508642,20531386,20603019,20808282,20921139,20930030,20959446,20972456,21145461,21525244,21555454,22119785,22337587,22365833,22446626,22558309,23022380,23084401,23160376,23349634,23455922,23464991,23602572,23658844,24255178,24396066,24412244,24654937,24882805,24947832,24976009,25011449,25332235,25402006,25502805,25517094,25670202,25959826,26527279,26972000,27505670,27545878,27626385,27986371,28420882,28514442,28611094,28977666,29053956,29426014,29845934,29911972,30108113,30833792,31413325,31548606,31617661,32960270,8654373,8895581,90000000,9159119,9242638,9417867,unassigned1312"
"0.6","44806","9276","69","3.08156478331592","188","10069390,10092678,10373544,10747088,10852826,11546873,11839770,12192000,12234937,12242293,12376572,12522145,12577067,12615911,12668731,12676926,12724401,15174051,15231747,15616580,15989967,15998806,16159877,16263121,16484223,16510448,16622419,16713569,16949367,16990800,17043677,17079684,17353931,17474147,17719543,18255255,19156129,20085707,20508642,20603015,20614026,20972456,21044950,21078624,21199919,21252943,21575865,21988832,22119785,22195966,22407294,22441691,22453919,23443559,23455924,23572552,23770852,23954414,23975195,24189400,24315095,24412244,24550280,24658140,24976009,25011449,25036637,25260751,25604459,25665578,25756610,25900982,26472760,26514267,26687479,26841866,27153538,27173435,27432908,27545878,27626385,27693506,27880917,28190768,28215707,28611094,28628118,29053956,29100370,29104064,29426014,29511261,29774127,31694235,31980649,32203420,32761762,34316702,9472029,9852078"
"0.73","112039","13561","70","3.24234533265053","463","10092678,10747088,10790433,10852826,10862698,11585930,11745344,12032305,12676926,14523017,14532007,14968112,15096576,15231748,15561718,15576338,15983046,15998806,16115810,16230350,16263121,16582099,16679322,16730941,16964240,16990800,17000644,17235358,17255935,17353931,17403899,17588522,17620599,17785442,18029035,18255255,18632619,19156129,19377461,19470757,19549727,19596686,19622774,19995937,20098423,20133760,20308539,20431927,20508642,20531386,20711169,21145461,21653829,21757351,21988832,22441691,22446626,22558309,23275563,23455922,23463506,24315095,24412244,24654937,24711643,24976009,24981860,25324306,25756610,25900982,25940091,26167880,26344197,26355680,26655834,27107012,27152988,27693506,28215707,28514442,28611094,28805820,28977470,29021621,29251827,29467281,29656893,29997244,30824926,32761762,8654373,8895581,9115257,9159119,9452425,9472029,9660939,9687515,unassigned1312,unassigned3273"
"0.66","41953","7715","95","3.2017330740529","85","10852826,11509230,11940657,12376551,12453419,12615911,12665583,12668731,12724401,14580349,14638676,14743216,15084259,15175163,15190072,15383276,15616580,16159877,16263121,16307923,16484223,16582099,16622419,17043677,17141982,17361185,17719543,18029035,18654987,18765789,18850631,19156129,19377461,19596686,19622774,19738201,19920073,19995937,20133760,20308539,20808282,20921139,21113135,21123453,21199919,21255825,21314817,21382349,21575865,22094255,22402981,22446626,22466964,22558309,22889411,22990118,23022380,23236378,23292512,23349634,23658844,23986595,24189400,24396066,24584437,24606901,24835590,24947832,25036637,25123934,25752541,25944111,25959826,26167880,26297806,26344197,26389662,26527279,26655834,27086506,27472814,27626385,27880917,27986371,28215707,28515276,28533407,28977470,29251827,29507755,29985131,31548606,32707033,33436498,8652557,8657117,90000000,9159119,9169421,unassigned3273"
"0","69516","11530","17","2.47991747109545","1878","10085298,11359773,11585930,11745344,11893732,11940657,12032305,12376551,12411495,12724401,14523017,14532007,14697242,15096576,15161933,15174051,15576338,16159877,16230350,16253997,16273093,16713569,16893902,17000644,17174955,17178841,17540176,18765789,19156129,19168127,19193609,19214193,19377461,19596686,19688755,19690564,19738201,20186120,20308539,20332121,20431927,20603015,21044950,21182203,21199919,21255825,21757351,21988832,22407294,22441691,22453919,22558309,22990118,23091066,23160376,23275563,23292512,23414517,23572552,23954414,24189400,24315095,24412244,24584437,24811749,25332235,25402006,25517094,25604459,25609649,25752541,25963833,26186194,26355680,26472760,26638075,26748699,26816005,26841866,26972000,27086506,27107012,27229929,27545878,27637333,27684187,27880917,29511261,29568061,29911972,30108113,30194290,31617661,32203420,33436498,34316702,8641358,9115257,9417867,9660939"
"0.02","73745","11231","31","2.51670894116647","1046","10085298,10092678,11163245,11564863,11585930,11940657,12376551,14638676,14697242,15047060,15190072,15576338,16484223,16510448,16679322,16990800,17043677,17289999,17314511,17588522,17620599,17716973,18255255,19168127,19193609,19293945,19377461,19596686,19622774,19766566,19995937,20080579,20186120,20508642,20562864,20603015,20603019,20959446,21044950,21252943,21653829,21757351,22100920,22402981,22446626,22889411,22939624,22990118,23236378,23275563,23455922,23455924,23572552,23623729,23975195,24315095,24344204,24366813,24396066,24457600,24550280,24976009,25515538,25756610,25900982,25940091,25959826,26167880,26186194,26382858,26389662,26514267,26527279,26593974,26655834,26686862,27086506,27472814,27565346,27880917,28215707,29021621,29053956,29511261,29721183,29911972,29985131,31548606,31617661,31980649,32814053,32960270,34799561,9169421,9242638,9325248,9417867,9852078,unassigned1312,unassigned3314"
"0","54750","10200","16","2.21638147587553","1419","10329441,10373544,10608806,10747088,11359773,11745344,12411495,12577067,12614612,12668731,14532007,14580349,14636569,14697242,14968112,15161933,15175163,15576338,16115810,16159877,16484223,16510448,16541103,16582099,17141982,17178841,17932509,18029035,18599441,18654987,18729074,19172752,19193609,19766566,20080579,20133760,20562864,20603015,20603019,21044950,21113135,21123453,21182203,21199919,21555454,21642987,21674799,21988832,22407294,22453275,22889411,22939624,23022380,23236378,23414517,23443559,23572552,23602568,23752268,24337577,24510904,24606901,24711643,24882805,24947832,25011449,25324306,25517094,25702638,25963833,26297806,26638075,26655834,27086506,27113764,27153538,27505670,27609421,27693506,27986371,28628118,29021621,29513927,29997244,31413325,31548606,31694235,31980649,32814053,34316702,7739537,8652557,8654373,90000000,9115257,9417867,9852078,unassigned3273,unassigned3314,unassigned5"
"0.38","68324","9189","61","2.86137195709929","431","10329441,10373544,10747088,10790433,11163245,11359773,11745344,11839770,12577067,12614612,12615911,14532007,14580349,14697242,15161933,15561718,15983046,16115810,16307923,16325183,16541103,16990800,17043677,17101133,17235358,17361185,17403899,17716973,18029035,18599441,18723680,19167051,19193609,19447967,19622774,19692572,19766566,20504901,20618440,20808282,20972456,21163940,21255825,21314817,21382349,21525244,21653829,21888893,21965653,21988832,22100920,22939624,22939629,22990118,23455922,23602568,23658844,23770852,23956175,23975195,24337577,24457600,24654937,24711643,24947832,24976009,25123934,25515538,25604459,25609649,25670202,25684205,25756610,25910212,26297806,26344197,26389662,26527279,26655834,26686862,26748699,27173435,27505670,28611094,28628118,28977666,29251827,29507755,29511261,29568061,29636472,30833792,31617661,31694235,32203420,32761762,8657117,90000000,9169421,9624153"
"0.99","66920","9145","96","3.02123297281722","219","10373544,10545207,10608806,10852826,11509230,11585930,11940657,12192000,12376572,12453419,12577067,14580349,14636569,15047060,15310755,15576338,16253997,16374509,16469706,16541103,16893902,16923123,16949367,16964240,17215244,17235358,17361185,17785442,17932509,18330356,18632619,19343720,19615732,20085707,20399188,20531386,20562864,20811636,20930030,20959446,21642987,21653829,21757351,21965653,22337587,22441691,22558309,22863883,23084401,23444366,23455922,23464991,23602568,23770852,23956175,24366813,24457600,24550280,24835590,24947832,25027693,25260751,25332235,25502805,25517094,25609649,25670202,25756610,25910212,25963833,26167880,26344197,26389662,26508657,26655834,26906416,27193682,27229929,27565346,27637333,27684187,27693506,28515276,28805820,29021621,29128334,29426014,29636472,29643511,29721183,29985131,31391242,31413325,31617661,32203420,32814053,9169421,9472029,9624153,9687515"
"0.15","111888","13100","69","3.14187850633976","465","10069390,10092678,10747088,10790433,10852826,10882111,11163245,11546873,11564863,11585930,12032305,12577067,12668731,12724401,14636569,15084259,15561718,15576338,16273093,16510448,16620772,16949367,16964240,17215244,17274640,17314511,17361185,17588522,17719543,17932509,18000879,18255255,18330356,18599441,18723680,18805092,18850631,19293945,19766566,19953087,20080579,20195357,20308539,20531386,20562864,20811636,21044950,21078624,22119785,22441691,22466964,22939624,22939629,22990118,23091066,23443559,23444366,23623729,23956175,24255178,24315095,24337577,24457600,24463511,24510904,24550280,24711643,24728074,24811749,24976009,24981860,25027693,25502805,25517094,25756610,26186194,26297806,26527279,26686862,26816005,26972000,27229929,27563068,27609421,27626385,27693506,28215707,28514442,28533407,29513927,29845934,30108113,31391242,31413325,31548606,31617661,32707033,32960270,8654373,9169421"
"0.01","102860","13572","19","2.62683116715207","3126","10862698,11359773,11585930,12032298,12615911,12665583,12724401,14532007,14580349,14638676,14657022,15190072,15231747,15231748,15488952,15576338,15998806,16263121,16273093,16469706,16484223,16582099,16679322,16964240,16990800,17141982,17426036,17588522,17932509,18029035,18599441,18729074,19168127,19293945,19343720,19470757,19596235,19688755,19690564,19995937,20195357,20562864,20614026,20711169,21078624,21081503,21123453,21199919,21314817,21555454,21653829,22558309,23022380,23084401,23091066,23455922,24337577,24344204,24654937,24711643,24882805,24947832,24976009,25324306,25515538,25604459,25900982,25910212,26186194,26472760,26655834,26816005,26972000,27086506,27152988,27193682,27545878,27565346,27609421,28514442,28805820,28883622,29100370,29511261,29867216,30108113,30194290,31694235,32814053,34316702,34799561,7739537,9169421,9242638,9452425,9472029,9687515,9751720,unassigned3273,unassigned5"
"0.06","63010","11614","18","2.5551854655217","1682","10827173,10862698,11279102,11745344,11839770,11940657,12032298,12376551,12453419,12522145,12609980,12668731,14636569,15084259,15175163,15231747,15310755,15576338,16115810,16307923,16374509,16469706,16484223,16620772,16964240,17178841,17314511,17403899,17426036,17719543,17932509,18157088,18654987,18850631,19156129,19214193,19377461,19380743,19549727,19596686,20308539,20332121,20399188,20936779,20959446,21044950,21123453,21252943,21575865,21642987,21965653,21988832,22337587,22407294,22453275,23160376,23463506,23464991,23572552,24255178,24344204,24412244,24463511,24510904,24584437,24981860,25011449,25260751,25402006,25515538,25609649,25910212,26186194,26382858,26389662,26687479,26841866,27086506,27880917,28190768,28420882,28628118,29021621,29128334,29513927,29636472,29643511,29774127,30108113,30194290,30833792,31391242,31413325,32707033,8641358,8652557,9242638,9660939,9751720,unassigned3273"
"0.75","79532","10403","67","3.0255831893393","418","10329441,10545207,11279102,11839770,11893732,12032305,12577067,12665583,12676926,14636569,14968112,15047060,15174051,15231748,15310755,15576338,15983046,16230350,16253997,16541103,16582099,16949367,17235358,17461779,17620599,17719543,18632619,19167051,19214193,19343720,19470757,19549727,19596686,19615732,19690564,19953087,19995937,20186120,20399188,20434986,20508642,20531386,20936779,21078624,21081503,21163940,21199919,21252943,21642987,21653829,21674799,22100920,22407294,22453275,22558309,22939629,22990118,23292512,23956175,23975195,24344204,24457600,24510904,24584437,25011449,25027693,25502805,25582440,25665578,25702638,25756610,25944111,26186194,26344197,26355680,26748699,26906416,27193682,27545878,27626385,27684187,28628118,28805820,29053956,29100370,29104064,29128334,29511261,29568061,29656893,29845934,29867216,31694235,32203420,33436498,34316702,8654373,9169421,9624153,9852078"
"0.05","104211","12486","67","3.37703072187368","452","10545207,10608806,10747088,10852826,10862698,11359773,11893732,12192000,12234937,12411495,12665583,12668731,12676926,14532007,14636569,14657022,15102850,15174051,15231748,15310755,15561718,15576338,15960975,15983046,16307923,16484223,17000644,17215244,17426036,17716973,17785442,18029035,18632619,18723680,18729074,19167051,19168127,19193609,19470757,19597476,19692572,19738201,19766566,19995937,20399188,20431927,20508642,20603019,20921139,21044950,21113135,22119785,22337587,22453275,22453919,22939629,23022380,23275563,23443559,23455924,23602572,23954414,23975195,23986595,24337577,24457600,24584437,24728074,24947832,25027693,25260751,25515538,25609649,25702638,25756610,26186194,26297806,26508657,26527279,27637333,27705803,27880917,27986371,28514442,28611094,29053956,29251827,29568061,29636472,29643511,29721183,29985131,7739537,8657117,8895581,90000000,9115257,9751720,unassigned1312,unassigned5"
